acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.25,0.83,0.42,-0.02,-0.23,1.01
0.25,0.83,0.42,0.46,-0.75,0.23
0.25,0.84,0.41,0.72,-1.59,0.03
0.24,0.83,0.42,0.31,-1.51,-0.70
0.24,0.82,0.42,0.06,-1.45,-0.47
0.24,0.83,0.42,-0.40,-1.36,0.02
0.23,0.83,0.42,-0.58,-0.96,0.78
0.23,0.82,0.42,-1.04,-1.39,1.36
0.24,0.82,0.42,-1.16,-1.59,1.59
0.24,0.82,0.42,-1.89,-1.53,1.66
0.24,0.83,0.42,-2.14,-1.47,1.13
0.24,0.82,0.42,-1.92,-1.31,1.08
0.25,0.82,0.42,-1.80,-1.33,0.78
0.25,0.83,0.42,-1.48,-1.19,0.72
0.26,0.82,0.42,-1.18,-0.93,0.35
0.25,0.82,0.42,-0.64,-0.76,-0.26
0.25,0.82,0.42,-1.01,-0.40,-0.31
0.26,0.82,0.41,-1.37,-0.02,0.00
0.25,0.83,0.41,-1.07,0.32,-0.81
0.25,0.83,0.42,-0.85,-0.14,-0.69
0.25,0.82,0.42,-0.85,-0.43,-1.07
0.24,0.82,0.42,-0.64,-0.60,-1.92
0.24,0.82,0.42,-0.58,-1.11,-1.91
0.24,0.81,0.42,-0.41,-0.69,-2.26
0.24,0.81,0.43,-0.56,-0.15,-2.55
0.24,0.82,0.42,-0.73,-0.24,-2.55
0.24,0.82,0.42,-0.43,0.18,-3.31
0.24,0.82,0.41,0.03,0.26,-3.82
0.24,0.82,0.41,-0.20,-0.15,-4.14
0.24,0.83,0.42,-0.40,0.02,-3.79
0.24,0.84,0.42,-0.32,-0.46,-3.56
0.23,0.83,0.42,-0.27,-1.15,-3.30
0.23,0.83,0.42,-0.32,-1.62,-2.99
0.23,0.83,0.41,-1.02,-1.54,-2.38
0.24,0.83,0.41,-1.48,-0.84,-1.77
0.24,0.83,0.42,-1.77,-0.40,-1.11
0.24,0.83,0.41,-2.23,-0.40,-1.42
0.24,0.83,0.41,-2.05,-0.76,-1.04
0.24,0.83,0.42,-1.77,-1.33,-0.23
0.25,0.83,0.41,-1.68,-1.56,1.19
0.24,0.83,0.42,-2.05,-1.42,1.48
0.23,0.83,0.42,-1.47,-1.47,1.56
0.24,0.83,0.41,-1.98,-2.15,2.06
0.23,0.83,0.42,-1.91,-2.61,2.41
0.23,0.82,0.42,-1.79,-2.41,2.35
0.23,0.83,0.41,-2.08,-2.78,3.74
0.23,0.83,0.42,-2.84,-2.67,4.55
0.24,0.83,0.41,-3.07,-2.72,5.15
0.25,0.82,0.41,-2.87,-3.05,5.19
