acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.21,0.86,0.40,0.79,-0.27,-12.40
0.20,0.86,0.40,1.02,-1.19,-13.51
0.20,0.86,0.39,1.65,-3.08,-13.71
0.19,0.86,0.39,1.48,-5.97,-12.49
0.18,0.86,0.40,0.93,-7.36,-11.62
0.19,0.86,0.39,-0.85,-6.47,-11.02
0.19,0.86,0.39,-2.14,-4.66,-9.24
0.19,0.86,0.38,-2.52,-3.31,-7.79
0.20,0.86,0.39,-2.37,-3.36,-6.92
0.20,0.86,0.37,-2.34,-3.34,-6.44
0.20,0.86,0.38,-3.07,-4.02,-4.67
0.19,0.86,0.37,-3.86,-4.24,-3.63
0.19,0.86,0.38,-3.74,-4.29,-2.79
0.20,0.85,0.39,-3.77,-3.57,-5.39
0.20,0.84,0.40,-3.74,-3.31,-8.44
0.19,0.85,0.38,-4.21,-4.47,-4.11
0.19,0.85,0.39,-4.21,-2.79,-2.18
0.22,0.85,0.38,-4.12,-2.27,-0.09
0.21,0.86,0.39,-3.56,-2.41,3.66
0.22,0.85,0.39,-2.49,-2.64,6.75
0.22,0.84,0.40,-0.14,-3.02,6.84
0.21,0.83,0.41,0.98,-2.66,7.08
0.20,0.83,0.40,1.73,-1.80,7.33
0.18,0.83,0.40,1.22,-0.66,7.95
0.18,0.86,0.40,-0.89,0.11,10.92
0.17,0.86,0.41,-2.41,0.52,12.46
0.18,0.86,0.41,-2.52,0.26,15.39
0.18,0.88,0.42,-3.73,-3.69,20.85
0.20,0.87,0.41,-3.07,-4.14,19.11
0.23,0.83,0.40,-2.40,-4.52,18.73
0.23,0.83,0.40,-2.43,-6.17,21.02
0.23,0.87,0.40,-2.38,-5.53,22.26
0.24,0.86,0.39,-2.17,-4.35,20.49
0.24,0.83,0.40,-0.40,-3.48,18.09
0.25,0.82,0.39,1.22,-4.44,20.20
0.24,0.85,0.40,0.17,-5.11,23.34
0.24,0.82,0.42,0.82,-2.21,18.89
0.24,0.83,0.40,1.59,-1.36,15.28
0.24,0.82,0.40,3.08,0.44,12.81
0.25,0.83,0.40,4.08,1.04,12.56
0.26,0.83,0.40,4.40,1.59,11.54
0.26,0.83,0.40,5.21,1.82,11.40
0.25,0.83,0.39,6.56,3.39,10.41
0.25,0.84,0.38,7.37,4.05,10.84
0.25,0.86,0.41,6.78,3.92,11.50
0.25,0.85,0.39,6.52,4.31,9.63
0.23,0.86,0.39,5.85,2.06,9.15
0.24,0.86,0.39,4.17,0.12,9.01
0.24,0.85,0.39,3.10,1.21,4.84
0.23,0.85,0.38,1.66,-1.42,4.82
0.23,0.86,0.38,0.14,-3.10,2.98
0.23,0.86,0.38,-0.46,-5.31,2.21
0.24,0.86,0.38,-1.83,-7.28,1.22
0.24,0.86,0.37,-3.47,-8.72,0.87
