acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.28,0.80,0.47,-1.24,0.15,-0.17
0.27,0.79,0.47,-1.65,0.21,-0.37
0.28,0.78,0.48,-1.59,-0.40,-0.32
0.27,0.78,0.47,-1.11,-0.61,-0.70
0.27,0.79,0.47,-1.11,-0.78,-0.21
0.28,0.79,0.47,-1.48,-0.24,0.31
0.28,0.79,0.47,-1.68,-0.26,0.73
0.29,0.78,0.47,-1.56,-0.66,0.52
0.29,0.79,0.47,-1.36,-1.15,0.96
0.29,0.78,0.47,-1.10,-1.85,1.19
0.28,0.78,0.46,-1.01,-2.08,1.66
0.28,0.78,0.47,-1.22,-1.13,2.31
0.29,0.78,0.46,-1.76,-0.11,2.84
0.29,0.79,0.46,-2.70,0.98,2.69
0.29,0.79,0.46,-2.90,0.90,1.86
0.29,0.79,0.47,-1.98,0.05,1.36
0.29,0.79,0.47,-0.81,-0.92,0.90
0.28,0.78,0.47,-0.29,-1.59,0.98
0.28,0.78,0.47,-0.66,-1.15,0.79
0.27,0.79,0.47,-2.03,-0.75,0.17
0.28,0.79,0.47,-3.45,-0.38,-0.27
0.28,0.79,0.46,-3.10,-0.06,-0.85
0.28,0.78,0.47,-2.72,-0.85,-0.73
0.29,0.78,0.46,-2.06,-1.11,-0.56
0.29,0.79,0.46,-1.77,-1.25,-0.82
0.28,0.78,0.46,-1.63,-0.92,-1.31
0.29,0.78,0.47,-1.63,-0.60,-1.74
0.28,0.78,0.47,-1.34,-0.20,-2.15
0.29,0.78,0.47,-1.24,-0.21,-2.44
0.31,0.78,0.47,-1.19,0.15,-3.37
0.30,0.79,0.48,-0.64,-0.23,-5.33
0.29,0.78,0.47,0.43,-0.76,-6.90
0.27,0.78,0.46,1.89,-1.83,-7.13
0.27,0.77,0.48,2.76,-2.32,-6.17
0.27,0.78,0.47,2.27,-1.91,-5.48
0.26,0.78,0.47,1.47,-1.33,-3.56
0.26,0.79,0.47,0.06,-0.66,-1.97
0.27,0.79,0.46,-0.56,0.08,-0.90
0.27,0.79,0.45,-0.52,0.29,-1.40
0.27,0.79,0.46,-0.26,0.09,-2.78
0.28,0.80,0.45,-0.81,-0.31,-0.43
0.28,0.80,0.46,-1.57,0.67,-0.24
0.27,0.80,0.45,-1.83,0.08,0.44
0.27,0.79,0.46,-1.50,-0.50,0.93
0.27,0.80,0.47,-1.01,-1.53,1.07
0.27,0.79,0.46,-1.47,-1.56,1.34
0.28,0.79,0.47,-2.00,-1.48,2.12
0.28,0.79,0.47,-3.30,-0.76,2.21
0.28,0.80,0.47,-3.22,-0.69,2.11
0.29,0.80,0.46,-3.22,-0.84,2.31
0.29,0.79,0.47,-2.17,-0.67,2.00
0.28,0.78,0.46,-1.21,-1.01,2.11
0.29,0.79,0.47,-0.96,-1.82,2.61
0.29,0.79,0.47,-1.34,-0.87,3.34
0.29,0.79,0.47,-1.77,-1.05,4.60
0.29,0.79,0.47,-1.44,-1.24,6.00
0.28,0.79,0.48,-1.11,-2.32,6.81
0.28,0.79,0.47,-0.67,-3.21,8.09
0.27,0.80,0.46,-1.02,-3.76,10.05
0.27,0.81,0.48,-2.78,-4.64,13.22
0.27,0.81,0.47,-4.20,-4.99,14.37
0.29,0.78,0.46,-4.18,-4.55,13.07
0.29,0.78,0.45,-3.68,-5.15,12.49
0.29,0.77,0.46,-3.16,-5.40,11.22
0.29,0.77,0.46,-3.01,-4.99,10.63
0.29,0.78,0.45,-2.93,-4.52,9.15
0.30,0.78,0.46,-2.70,-3.36,8.11
0.31,0.78,0.45,-2.85,-2.70,7.71
0.31,0.78,0.46,-1.97,-3.25,6.64
0.31,0.77,0.47,-0.89,-3.10,5.60
0.31,0.77,0.46,-0.24,-1.69,3.27
0.31,0.77,0.46,-0.75,-0.73,3.73
0.31,0.78,0.47,-1.44,0.05,4.26
0.31,0.78,0.47,-1.85,1.33,3.56
