acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.34,0.84,0.32,-3.16,2.82,0.44
0.34,0.84,0.32,-4.31,2.82,0.18
0.33,0.83,0.33,-2.63,3.05,-0.15
0.33,0.84,0.33,-2.79,2.79,-0.38
0.33,0.83,0.34,-2.23,2.46,-0.58
0.33,0.83,0.33,-2.35,2.06,-1.01
0.34,0.83,0.33,-2.15,1.48,-1.36
0.34,0.83,0.34,-1.27,1.31,-1.22
0.33,0.83,0.33,-1.54,0.69,-1.05
0.33,0.84,0.33,-1.19,0.32,-1.18
0.33,0.84,0.34,-1.16,-0.14,-1.19
0.33,0.84,0.34,-1.40,-0.20,-1.13
0.33,0.84,0.34,-1.04,-0.66,-0.99
0.34,0.84,0.33,-1.22,-0.85,-0.99
0.33,0.84,0.33,-0.98,-0.95,-0.64
0.33,0.85,0.34,-0.79,-0.90,-0.43
0.33,0.85,0.33,-1.11,-0.50,-0.14
0.33,0.84,0.33,-0.82,0.35,0.41
0.33,0.84,0.32,-0.52,-0.20,-0.34
0.33,0.84,0.33,-1.18,-0.03,0.29
0.33,0.85,0.33,-0.87,-0.56,0.72
0.32,0.85,0.32,-0.55,-0.46,1.45
0.33,0.85,0.33,-0.56,-0.61,2.27
0.33,0.85,0.34,-0.38,-0.31,2.47
0.33,0.84,0.35,-0.31,-0.29,2.35
0.33,0.84,0.33,-0.18,-0.69,2.15
0.33,0.84,0.34,0.00,-1.57,1.66
0.34,0.84,0.32,-0.27,-0.90,2.08
0.33,0.85,0.33,-2.56,-1.47,2.38
0.33,0.84,0.34,-0.37,-2.84,1.79
0.34,0.84,0.32,-1.92,-1.89,1.85
0.35,0.85,0.33,-1.79,-0.32,2.02
0.35,0.85,0.33,-2.43,0.75,1.88
0.34,0.84,0.32,-2.69,0.40,1.82
0.35,0.85,0.31,-2.43,0.29,2.03
0.34,0.85,0.33,-3.24,-0.41,2.50
0.33,0.85,0.33,-3.31,-0.84,2.03
0.33,0.83,0.33,-2.75,-0.21,-1.53
0.34,0.85,0.33,-4.17,0.96,1.57
0.34,0.85,0.33,-2.08,0.89,2.18
0.34,0.85,0.32,-3.11,0.87,2.66
0.34,0.84,0.34,-2.99,-0.17,3.04
0.34,0.83,0.33,-2.92,-0.53,1.88
0.34,0.83,0.33,-3.07,-0.67,0.20
0.34,0.84,0.33,-3.13,-0.89,1.11
0.34,0.85,0.34,-2.50,-1.13,1.77
0.34,0.84,0.33,-2.56,-0.99,2.09
0.34,0.84,0.33,-2.34,-0.40,2.35
0.35,0.84,0.34,-2.47,-0.46,1.59
0.34,0.84,0.33,-2.82,-0.89,1.45
0.34,0.83,0.33,-3.10,-1.45,1.57
0.34,0.84,0.34,-2.75,-1.77,1.69
0.34,0.84,0.33,-2.64,-1.69,1.48
0.34,0.84,0.33,-3.08,-1.30,1.42
0.34,0.84,0.33,-3.44,-1.11,1.88
0.34,0.84,0.33,-3.15,-1.91,2.67
0.34,0.84,0.33,-3.16,-2.03,3.28
0.34,0.84,0.33,-3.36,-2.00,3.83
0.34,0.83,0.34,-2.72,-1.45,3.48
0.35,0.83,0.33,-3.33,-0.95,3.36
0.35,0.84,0.33,-3.31,-1.54,3.66
0.34,0.83,0.32,-3.19,-2.23,3.37
0.35,0.83,0.33,-3.40,-3.42,4.44
0.34,0.83,0.33,-2.35,-2.63,4.37
0.34,0.83,0.33,-2.43,-1.57,4.43
0.35,0.83,0.33,-1.44,-0.99,4.15
0.35,0.83,0.33,-1.95,-1.21,3.50
0.34,0.84,0.34,-2.20,-2.06,3.34
0.35,0.83,0.34,-2.17,-2.47,3.01
0.35,0.83,0.33,-2.43,-2.09,2.85
0.35,0.83,0.33,-1.89,-1.22,2.34
0.35,0.83,0.33,-1.89,-0.75,2.18
0.36,0.83,0.33,-1.66,-0.43,2.21
0.36,0.83,0.32,-1.77,-0.53,1.51
0.36,0.83,0.34,-1.56,-0.82,0.81
0.35,0.83,0.33,-1.63,-0.78,-0.37
0.36,0.83,0.33,-2.17,-0.73,-0.60
0.35,0.83,0.33,-1.53,-0.72,-0.67
0.35,0.82,0.33,-0.76,-0.56,-0.50
0.35,0.83,0.33,-0.69,-0.14,-0.26
0.35,0.82,0.33,-0.11,-0.20,-0.55
0.35,0.83,0.32,0.12,-0.47,-1.19
0.35,0.83,0.33,0.05,-0.70,-1.11
0.35,0.84,0.33,-0.35,-0.44,-0.53
0.35,0.84,0.34,-0.64,-0.38,-0.55
0.36,0.83,0.34,-1.33,0.40,-1.08
0.36,0.84,0.32,-2.69,3.01,-1.18
0.36,0.83,0.33,-1.54,4.89,-2.37
0.35,0.82,0.33,-1.60,5.39,-3.40
0.34,0.83,0.32,-1.71,5.19,-2.03
0.35,0.86,0.33,-1.48,4.21,1.28
0.34,0.86,0.35,-0.81,2.52,4.78
0.34,0.84,0.34,0.46,3.85,6.44
0.34,0.83,0.33,-0.03,5.83,5.82
0.35,0.83,0.34,0.49,6.64,6.69
0.35,0.83,0.33,0.61,4.96,6.78
0.34,0.83,0.34,-0.23,1.85,5.98
0.35,0.83,0.34,-0.37,-0.46,5.59
0.36,0.83,0.33,-0.56,-0.85,4.47
0.35,0.83,0.34,-0.09,0.78,2.96
0.36,0.83,0.34,-0.35,1.59,2.73
0.35,0.84,0.34,-0.61,0.53,1.79
0.35,0.83,0.33,-0.95,-1.36,0.70
0.35,0.83,0.34,-1.66,-3.07,-1.05
0.35,0.83,0.34,-1.57,-3.68,-1.83
0.34,0.83,0.34,-1.24,-2.92,-1.73
0.35,0.84,0.34,-0.70,-2.09,-1.66
0.34,0.83,0.33,-0.26,-2.06,-2.12
0.35,0.83,0.33,-0.70,-2.44,-2.32
0.36,0.83,0.33,-1.18,-3.37,-2.69
0.35,0.83,0.33,-1.71,-3.92,-3.88
0.35,0.83,0.34,-1.92,-4.69,-4.15
0.34,0.83,0.33,-1.33,-4.85,-4.35
0.35,0.85,0.33,-1.44,-4.23,-4.63
0.35,0.84,0.34,-1.28,-3.97,-5.16
0.34,0.83,0.33,-1.37,-3.83,-5.97
0.34,0.83,0.33,-1.88,-3.65,-6.82
0.34,0.84,0.33,-2.31,-4.24,-6.26
0.33,0.83,0.34,-3.77,-7.42,-8.67
0.32,0.83,0.35,-5.07,-10.55,-11.92
0.32,0.83,0.36,-5.16,-11.98,-15.01
0.31,0.82,0.34,-4.47,-12.67,-16.81
0.32,0.83,0.36,-3.36,-13.34,-16.64
0.34,0.84,0.33,-0.02,-12.64,-13.94
0.34,0.86,0.29,-3.53,-13.79,-11.79
0.33,0.88,0.33,-6.82,-17.63,-11.24
0.34,0.88,0.31,-7.95,-18.21,-9.40
0.35,0.86,0.31,-10.00,-15.56,-9.89
0.33,0.85,0.34,-9.21,-12.20,-7.56
0.33,0.86,0.31,-8.24,-8.09,-8.08
0.32,0.85,0.32,-8.81,-7.82,-7.85
0.30,0.84,0.32,-9.34,-11.50,-7.51
0.30,0.84,0.35,-10.72,-17.62,-8.20
0.30,0.85,0.34,-12.40,-26.06,-9.15
0.33,0.84,0.32,-8.32,-19.04,-15.22
0.32,0.87,0.34,-11.80,-11.28,-14.17
0.32,0.87,0.34,-5.07,-4.14,-11.83
0.33,0.85,0.31,-5.91,-0.32,-10.23
0.37,0.83,0.29,-5.15,2.18,-10.27
0.49,0.88,0.32,-6.52,11.37,-5.10
0.30,0.85,0.29,0.67,5.57,-4.96
0.34,0.86,0.32,-5.97,14.26,-5.94
0.30,0.84,0.34,0.05,9.83,-3.04
0.31,0.85,0.34,-0.29,11.51,-3.34
0.31,0.83,0.34,1.40,12.56,-5.19
0.27,0.83,0.34,-0.08,11.07,-6.63
0.30,0.83,0.35,2.02,14.11,-6.60
0.31,0.83,0.33,1.95,15.15,-6.06
0.31,0.83,0.34,3.01,14.99,-6.73
0.31,0.82,0.32,1.73,12.08,-7.19
0.30,0.83,0.34,3.08,6.05,-5.74
0.28,0.83,0.34,3.16,2.00,-5.86
0.31,0.84,0.33,3.01,1.28,-6.00
0.32,0.85,0.33,2.20,1.48,-5.92
0.29,0.85,0.32,0.75,0.87,-6.92
0.30,0.85,0.33,-0.92,-1.74,-8.05
0.30,0.85,0.33,-2.92,-4.60,-7.98
0.32,0.85,0.33,-5.10,-7.62,-7.02
0.30,0.85,0.34,-5.44,-11.44,-5.53
0.31,0.87,0.34,-7.48,-13.88,-4.15
0.29,0.84,0.32,-5.31,-13.92,-3.71
0.29,0.84,0.32,-3.83,-12.46,0.03
0.33,0.86,0.35,-3.80,-8.08,5.27
0.36,0.87,0.32,-6.82,-4.89,8.56
0.37,0.85,0.32,-7.62,-3.08,12.14
0.34,0.86,0.34,-8.34,-6.55,16.03
0.34,0.86,0.31,-7.08,-7.76,19.24
0.34,0.84,0.34,-7.19,-6.76,22.09
0.35,0.84,0.34,-6.31,-3.21,25.85
0.37,0.82,0.33,-3.69,1.76,31.18
0.37,0.82,0.36,-2.37,2.37,35.44
