acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.19,0.80,0.48,-3.63,0.17,0.08
0.19,0.80,0.49,-3.48,0.14,0.93
0.19,0.80,0.48,-2.58,-0.18,1.27
0.19,0.80,0.48,-2.17,-0.82,1.34
0.20,0.80,0.49,-1.27,-1.36,1.85
0.20,0.80,0.49,-1.21,-1.08,1.71
0.20,0.80,0.50,-1.34,-0.70,1.48
0.19,0.80,0.50,-1.13,-0.20,2.05
0.19,0.79,0.49,-1.34,-0.03,2.37
0.19,0.81,0.48,-1.54,0.12,2.44
0.19,0.80,0.48,-1.85,0.35,1.94
0.19,0.81,0.49,-1.92,0.66,1.54
0.19,0.80,0.49,-1.94,0.73,1.40
0.19,0.80,0.48,-1.74,0.67,1.22
0.19,0.80,0.49,-1.37,0.76,1.34
0.19,0.79,0.48,-0.82,0.87,0.72
0.19,0.80,0.49,-0.50,1.08,0.53
0.19,0.80,0.49,-0.66,1.27,0.84
0.19,0.79,0.48,-0.27,1.24,0.43
0.19,0.80,0.48,0.12,1.56,0.02
0.19,0.80,0.49,0.23,1.22,-0.35
0.18,0.80,0.47,-0.27,1.04,-0.31
0.18,0.80,0.47,-0.56,1.48,-0.50
0.19,0.81,0.48,-0.92,1.92,-0.50
0.18,0.80,0.48,-0.60,1.69,-2.31
0.18,0.80,0.47,0.02,0.75,-2.21
0.19,0.80,0.48,-0.17,1.24,-1.77
0.19,0.81,0.47,-0.72,2.37,-2.38
0.19,0.81,0.47,-1.53,3.40,-3.24
0.17,0.81,0.46,-2.66,3.82,-4.69
0.17,0.82,0.46,-3.83,3.85,-6.27
0.16,0.82,0.46,-4.84,3.71,-8.95
0.16,0.81,0.48,-4.47,1.97,-9.80
0.18,0.81,0.48,-3.50,0.02,-8.15
0.18,0.81,0.50,-2.34,-1.18,-6.66
0.19,0.80,0.51,-2.11,-1.34,-4.03
0.20,0.80,0.51,-1.91,-0.44,-3.08
0.19,0.79,0.50,-2.31,1.13,-2.87
0.18,0.79,0.50,-2.14,2.23,-2.92
0.17,0.80,0.50,-1.71,2.55,-4.44
0.18,0.80,0.49,-1.01,2.17,-2.00
0.18,0.81,0.49,-0.79,3.01,-0.02
0.18,0.79,0.48,0.00,2.56,0.31
0.18,0.79,0.47,0.73,2.15,1.53
0.17,0.80,0.48,0.99,2.05,1.86
0.17,0.80,0.48,1.59,2.09,1.57
0.16,0.80,0.49,1.66,1.79,0.99
0.16,0.80,0.48,1.10,1.65,0.90
0.16,0.80,0.49,0.90,1.45,0.85
0.16,0.80,0.48,0.99,1.19,0.18
0.17,0.80,0.48,1.59,0.60,0.02
0.19,0.78,0.46,3.47,-0.14,-0.12
0.21,0.76,0.42,5.19,1.54,-0.23
0.24,0.76,0.40,6.06,4.75,3.62
0.23,0.79,0.44,7.42,9.21,8.31
0.20,0.85,0.50,9.19,11.30,11.50
0.19,0.85,0.51,11.68,9.24,11.80
0.16,0.83,0.50,14.21,5.39,10.82
0.12,0.83,0.49,13.34,2.05,4.93
0.10,0.80,0.50,10.75,0.31,-0.24
0.10,0.80,0.51,7.60,-0.11,-3.79
0.12,0.80,0.50,4.90,0.61,-5.25
0.14,0.80,0.49,3.22,0.69,-4.38
0.16,0.80,0.47,3.33,0.40,-4.40
0.17,0.80,0.47,4.50,-0.47,-5.01
0.17,0.80,0.45,6.02,-0.47,-6.00
0.18,0.81,0.44,5.92,0.63,-7.07
0.20,0.82,0.44,5.71,1.73,-5.30
