acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.15,0.86,0.39,0.00,-4.69,0.92
0.15,0.87,0.38,-1.53,-4.49,1.45
0.15,0.87,0.38,-2.53,-2.67,1.80
0.16,0.88,0.37,-3.48,-1.63,2.66
0.15,0.88,0.38,-3.11,-1.82,3.11
0.16,0.87,0.38,-2.47,-2.47,3.66
0.16,0.87,0.38,-2.41,-3.40,3.98
0.15,0.86,0.37,-2.47,-2.98,3.92
0.16,0.86,0.38,-2.95,-1.83,3.88
0.16,0.87,0.39,-3.37,-0.05,3.47
0.16,0.87,0.39,-3.62,0.64,3.08
0.16,0.87,0.40,-3.22,0.38,2.44
0.16,0.86,0.38,-2.29,-0.40,1.47
0.16,0.86,0.38,-2.31,-1.36,1.22
0.16,0.86,0.38,-2.23,-1.19,1.08
0.16,0.86,0.39,-2.61,-0.20,0.09
0.16,0.86,0.38,-2.38,0.92,-0.27
0.16,0.86,0.38,-2.53,1.68,-1.19
0.16,0.86,0.38,-1.98,1.86,-1.44
0.15,0.86,0.38,-1.22,2.32,-1.85
0.16,0.86,0.38,-0.82,2.20,-1.86
0.14,0.86,0.38,-0.55,2.23,-2.87
0.15,0.85,0.39,-0.11,2.02,-3.18
0.14,0.86,0.38,-0.17,2.29,-3.54
0.15,0.85,0.39,0.47,2.32,-3.60
0.15,0.86,0.38,0.52,2.06,-3.69
0.14,0.86,0.38,1.11,1.30,-4.20
0.15,0.87,0.39,1.18,0.63,-4.64
0.15,0.87,0.38,1.19,0.67,-4.26
0.15,0.86,0.38,1.11,1.02,-2.85
0.15,0.88,0.38,0.23,1.63,-1.18
0.14,0.87,0.38,-0.53,2.84,-1.36
0.14,0.87,0.39,-0.26,2.79,-1.69
0.13,0.86,0.37,0.47,2.31,-2.14
0.14,0.87,0.38,0.90,1.51,-2.44
0.14,0.87,0.37,1.25,0.95,-3.04
0.13,0.87,0.38,1.22,0.69,-3.08
0.13,0.87,0.38,0.75,0.09,-3.27
0.14,0.88,0.38,0.38,0.08,-3.68
0.14,0.87,0.39,0.20,-0.08,-3.89
0.14,0.88,0.37,-0.11,-0.38,-3.05
0.14,0.87,0.37,-0.50,-0.63,-1.40
0.14,0.87,0.38,-0.38,0.18,-0.73
0.15,0.88,0.38,-0.67,0.52,-0.63
0.14,0.88,0.38,-0.96,0.87,-0.92
0.13,0.87,0.38,-1.37,1.10,-0.61
0.13,0.88,0.38,-1.39,0.87,-0.58
0.13,0.87,0.37,-1.27,0.38,-0.08
0.13,0.87,0.37,-1.53,0.11,-0.02
0.13,0.87,0.38,-1.07,-0.03,-0.53
0.14,0.87,0.38,-1.47,0.21,0.20
0.14,0.87,0.37,-1.83,0.90,-0.26
0.14,0.87,0.38,-1.92,0.70,-0.31
0.14,0.89,0.38,-2.32,0.55,-0.26
0.14,0.89,0.39,-3.31,0.34,0.72
0.14,0.88,0.39,-4.06,0.03,0.84
0.13,0.87,0.38,-3.91,-0.76,1.53
0.12,0.86,0.37,-3.27,-1.73,2.58
0.12,0.85,0.38,-2.26,-1.63,3.33
0.13,0.87,0.38,-2.29,-0.99,3.83
0.13,0.86,0.38,-3.40,0.49,3.24
0.14,0.87,0.37,-3.76,0.90,3.18
0.14,0.86,0.38,-3.16,0.49,3.56
0.13,0.87,0.38,-2.64,-0.66,3.56
0.13,0.86,0.38,-1.95,-1.80,3.68
0.13,0.87,0.38,-1.59,-1.92,3.57
0.14,0.88,0.38,-2.03,-1.40,3.89
0.14,0.86,0.38,-2.79,-0.20,2.81
0.15,0.87,0.38,-3.04,0.24,2.82
0.15,0.86,0.39,-2.56,0.34,2.79
0.14,0.86,0.39,-1.97,0.27,2.52
0.15,0.87,0.39,-2.23,-0.14,2.87
0.14,0.87,0.39,-1.91,-0.29,2.50
0.14,0.87,0.39,-2.21,-0.76,3.10
0.13,0.86,0.38,-2.27,-0.29,2.53
0.13,0.87,0.37,-2.96,0.08,3.51
0.14,0.86,0.37,-3.16,0.53,3.82
0.15,0.86,0.39,-2.89,0.41,3.53
0.15,0.87,0.40,-2.56,0.08,1.27
0.15,0.86,0.39,-2.15,-0.75,1.36
0.14,0.87,0.38,-2.52,-0.66,2.09
0.14,0.86,0.37,-2.64,-0.47,3.37
0.14,0.87,0.37,-2.81,-0.49,4.79
0.16,0.87,0.38,-2.67,-0.02,5.25
0.15,0.87,0.39,-3.22,-0.64,6.12
0.16,0.88,0.38,-3.37,-0.47,6.58
0.17,0.86,0.39,-3.97,-0.11,6.35
0.15,0.86,0.39,-3.51,0.44,6.52
0.15,0.87,0.38,-3.79,0.92,6.64
0.14,0.88,0.38,-4.56,0.93,6.99
0.14,0.88,0.39,-5.31,0.58,8.23
0.15,0.87,0.36,-5.65,0.02,9.57
0.15,0.86,0.37,-5.19,0.03,10.21
0.17,0.85,0.39,-4.47,0.40,11.39
0.17,0.85,0.39,-4.09,0.60,12.66
0.17,0.85,0.38,-3.11,1.65,12.52
0.17,0.86,0.39,-2.47,1.73,11.88
0.16,0.88,0.37,-3.48,1.05,13.86
0.17,0.87,0.38,-4.40,1.44,18.70
0.07,0.94,0.25,-2.46,11.60,21.30
0.16,0.84,0.40,-9.63,6.27,19.82
0.18,0.87,0.45,-8.31,6.05,18.56
0.19,0.85,0.39,-5.62,2.95,14.53
0.11,0.80,0.39,-4.18,-3.25,12.50
0.22,0.85,0.41,-1.65,-2.67,19.28
0.18,0.85,0.42,-1.89,-1.45,13.28
0.18,0.84,0.41,-1.37,0.17,8.18
0.19,0.83,0.40,-1.91,1.68,6.95
0.18,0.83,0.39,-1.54,3.05,5.07
0.16,0.85,0.39,-1.62,1.31,4.23
0.16,0.86,0.41,-0.67,-1.01,3.11
0.17,0.85,0.41,-0.41,-3.30,2.73
0.19,0.86,0.39,-0.69,-2.66,2.29
0.18,0.85,0.39,-1.91,-2.27,0.61
0.18,0.83,0.40,-1.24,-2.14,-1.62
0.16,0.84,0.40,-0.82,-3.22,-4.46
0.16,0.81,0.41,0.99,-5.56,-8.32
0.13,0.81,0.43,2.72,-8.85,-9.45
0.13,0.78,0.44,4.09,-10.79,-12.00
0.08,0.78,0.39,1.54,-11.54,-11.33
-0.02,0.88,0.39,-14.89,-15.82,-9.02
0.09,1.01,0.40,-45.48,-3.57,-23.33
0.05,0.96,0.43,-72.60,-1.59,-39.66
-0.22,0.35,0.62,-69.22,-19.63,-71.71
0.21,0.76,0.38,-49.01,-22.52,-79.47
0.32,0.94,0.45,-38.21,-30.38,-62.79
0.31,0.90,0.44,-26.55,-31.60,-53.39
0.28,0.87,0.42,-17.08,-25.60,-43.73
0.24,0.87,0.43,-15.69,-14.67,-31.34
0.21,0.91,0.41,-20.02,-3.60,-17.10
0.17,0.85,0.41,-21.28,1.36,-7.51
0.20,0.79,0.38,-19.08,5.88,-3.83
0.14,0.82,0.45,-18.90,1.82,5.05
0.15,0.84,0.48,-20.44,3.34,2.03
0.14,0.83,0.48,-20.81,4.82,1.25
0.23,0.77,0.41,-22.41,28.08,-24.20
0.11,0.83,0.47,-23.27,8.95,-2.11
0.11,0.80,0.47,-17.79,9.51,-3.28
0.13,0.84,0.49,-13.85,2.52,-0.29
0.16,0.84,0.49,-9.83,0.75,1.30
0.12,0.82,0.46,-7.37,-2.92,3.05
0.14,0.83,0.48,-5.91,-0.81,6.93
0.15,0.80,0.47,-6.40,-0.63,8.34
0.14,0.81,0.50,-6.14,1.83,8.78
0.14,0.82,0.48,-5.04,3.15,7.69
0.12,0.82,0.48,-5.47,1.54,6.76
0.12,0.80,0.48,-3.21,-0.52,5.76
0.12,0.79,0.48,-0.35,-2.40,6.08
0.12,0.80,0.48,0.29,-3.66,5.82
0.14,0.78,0.47,1.37,-2.79,6.47
0.15,0.81,0.48,0.47,-0.69,5.13
0.14,0.79,0.48,0.41,0.69,5.13
0.14,0.79,0.48,1.22,-0.58,4.72
0.13,0.77,0.48,5.28,-0.02,4.67
0.16,0.85,0.49,3.25,-2.60,4.31
0.14,0.82,0.47,3.22,1.50,2.90
0.13,0.81,0.47,2.58,-0.90,3.16
0.13,0.83,0.47,2.99,-0.46,4.15
0.15,0.81,0.47,4.82,-0.40,4.76
0.15,0.83,0.46,5.51,-1.22,6.29
0.15,0.83,0.46,6.44,-0.79,7.73
0.17,0.83,0.47,7.34,-0.96,10.53
0.17,0.86,0.45,4.78,-1.24,12.00
0.17,0.82,0.46,6.05,0.96,13.28
0.18,0.80,0.44,8.29,1.83,15.91
0.21,0.81,0.43,9.62,4.93,21.63
0.37,0.89,0.28,14.17,16.44,20.96
0.18,0.83,0.49,8.99,7.59,20.87
0.16,0.84,0.49,9.31,14.89,15.98
0.16,0.81,0.48,9.08,12.87,11.77
0.17,0.79,0.48,11.42,13.42,7.82
0.17,0.79,0.45,13.56,13.83,5.60
0.16,0.81,0.43,16.05,13.88,4.61
0.14,0.81,0.46,18.14,10.55,3.91
0.13,0.81,0.48,19.21,7.74,-0.90
0.10,0.77,0.46,20.41,6.17,-7.36
0.10,0.74,0.44,24.00,7.65,-14.29
0.13,0.72,0.43,29.31,9.50,-18.50
0.15,0.75,0.41,34.78,11.74,-21.77
0.14,0.83,0.40,37.88,9.97,-18.11
