acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.25,0.81,0.46,-3.88,-1.30,0.35
0.25,0.80,0.46,-2.53,-1.71,0.41
0.25,0.80,0.46,-1.27,-3.07,0.26
0.26,0.80,0.46,-1.73,-3.19,1.28
0.26,0.79,0.46,-2.53,-3.04,1.86
0.26,0.80,0.46,-3.34,-3.01,2.61
0.27,0.81,0.47,-4.81,-2.31,2.26
0.26,0.80,0.46,-5.91,-1.45,0.49
0.26,0.81,0.45,-6.89,-1.66,-1.60
0.26,0.79,0.47,-6.11,-2.00,-2.49
0.26,0.77,0.47,-4.35,-4.37,-0.84
0.27,0.77,0.47,-3.21,-4.84,-0.49
0.26,0.78,0.47,-3.16,-3.88,-1.51
0.27,0.79,0.48,-3.31,-1.73,-2.89
0.26,0.79,0.47,-2.72,-0.90,-4.09
0.26,0.80,0.46,-2.46,-0.18,-4.21
0.26,0.80,0.46,-1.48,-0.50,-3.71
0.27,0.79,0.45,-0.64,-0.81,-3.25
0.27,0.79,0.46,0.44,-1.33,-2.85
0.27,0.80,0.46,0.93,-2.06,-1.51
0.26,0.80,0.45,0.78,-1.30,-0.58
0.27,0.80,0.47,0.43,-0.53,-0.05
0.26,0.80,0.46,-0.17,-0.63,0.11
0.25,0.80,0.46,0.09,-0.95,-0.18
0.25,0.79,0.46,0.40,-1.63,-0.55
0.26,0.80,0.47,0.41,-1.83,-0.23
0.26,0.79,0.47,-0.09,-1.76,0.73
0.26,0.80,0.47,-0.60,-1.16,1.30
0.26,0.80,0.46,-0.29,-0.90,2.81
0.26,0.80,0.47,-0.56,-1.10,4.05
0.25,0.80,0.47,-0.69,-0.90,4.78
0.25,0.80,0.47,-0.84,-0.40,5.36
0.24,0.79,0.46,-1.53,0.27,5.85
0.25,0.78,0.45,-2.84,0.29,7.51
0.26,0.79,0.46,-3.94,1.59,8.27
0.27,0.80,0.45,-3.89,0.26,8.38
0.26,0.80,0.46,-2.96,-1.08,7.95
0.27,0.81,0.46,-2.18,-2.47,7.50
0.27,0.81,0.46,-1.91,-3.77,7.68
0.27,0.80,0.46,-1.71,-3.85,7.95
0.28,0.79,0.47,-2.00,-3.57,8.66
0.27,0.80,0.47,-2.89,-3.27,9.07
0.27,0.79,0.46,-3.04,-2.50,8.92
0.28,0.79,0.48,-3.33,-2.43,8.52
0.28,0.78,0.46,-3.28,-2.05,7.60
0.29,0.79,0.46,-2.85,-1.77,7.21
0.28,0.80,0.46,-3.44,-2.00,7.91
0.27,0.79,0.46,-3.85,-1.73,7.79
