acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.28,0.78,0.47,-1.79,-0.64,0.38
0.28,0.77,0.47,-1.36,-1.15,0.00
0.28,0.78,0.47,-1.25,-1.80,0.11
0.28,0.78,0.47,-1.25,-0.87,-0.02
0.29,0.78,0.48,-1.65,-0.60,-0.49
0.29,0.78,0.47,-2.12,-0.55,-0.52
0.29,0.78,0.47,-2.15,-0.67,-0.56
0.29,0.78,0.47,-1.45,-0.79,-0.24
0.29,0.78,0.48,-1.04,-1.28,0.05
0.29,0.79,0.47,-1.05,-1.28,-0.14
0.29,0.79,0.47,-1.15,-0.61,-0.50
0.30,0.78,0.48,-1.27,-0.35,-0.85
0.30,0.78,0.47,-1.25,0.24,-1.15
0.29,0.79,0.47,-1.31,0.82,-1.18
0.29,0.79,0.47,-1.11,0.67,-1.83
0.28,0.79,0.47,-0.82,0.55,-2.09
0.28,0.78,0.46,-0.49,0.40,-2.11
0.28,0.78,0.46,-0.84,1.31,-1.80
0.28,0.78,0.46,-0.76,1.66,-1.74
0.28,0.79,0.47,-1.11,1.98,-2.75
0.28,0.79,0.47,-1.37,1.45,-3.27
0.27,0.78,0.47,-1.33,0.53,-3.10
0.27,0.79,0.47,-1.71,-0.08,-2.89
0.27,0.78,0.47,-2.12,-0.73,-2.63
0.27,0.78,0.47,-2.50,-0.98,-2.76
0.28,0.78,0.48,-2.90,-1.15,-2.49
0.27,0.78,0.46,-3.05,-0.98,-2.37
0.28,0.78,0.46,-2.47,-0.75,-1.66
0.29,0.78,0.48,-2.18,-0.75,-1.27
0.28,0.79,0.46,-1.59,-0.46,-1.36
0.28,0.78,0.47,-0.67,-0.93,-1.27
0.28,0.78,0.47,-0.21,-1.04,-1.88
0.28,0.78,0.47,-0.05,-1.21,-1.76
0.28,0.79,0.47,-0.69,-0.18,-1.40
0.28,0.79,0.46,-1.60,0.82,-1.01
0.28,0.79,0.46,-1.31,2.35,-0.63
0.28,0.79,0.46,-1.01,2.03,-0.56
0.28,0.79,0.47,0.38,0.35,-0.60
0.28,0.79,0.48,1.66,-0.82,-1.04
0.26,0.78,0.47,1.86,-1.40,-3.77
0.27,0.79,0.47,0.73,-1.60,-3.11
0.27,0.80,0.47,-1.10,-0.26,-1.30
0.27,0.79,0.47,-2.15,-0.03,-0.69
0.27,0.79,0.47,-2.44,-1.97,1.07
0.27,0.79,0.45,-1.98,-2.40,1.34
0.27,0.79,0.47,-1.71,-3.37,1.40
0.28,0.79,0.45,-1.82,-3.37,1.92
0.27,0.79,0.46,-2.23,-3.51,2.17
0.27,0.80,0.48,-2.79,-3.97,2.89
0.27,0.79,0.48,-2.46,-4.79,4.27
0.27,0.79,0.48,-2.11,-5.33,5.04
0.27,0.78,0.47,-2.32,-5.08,5.04
0.28,0.79,0.47,-3.48,-4.05,4.66
0.29,0.78,0.48,-4.03,-3.39,3.59
0.29,0.78,0.47,-3.44,-3.15,3.21
0.28,0.78,0.46,-2.61,-3.97,3.28
0.29,0.79,0.46,-2.38,-4.24,3.54
0.29,0.79,0.46,-2.66,-4.15,4.32
0.29,0.79,0.46,-3.30,-3.65,4.31
0.29,0.79,0.46,-4.14,-2.90,3.74
0.29,0.79,0.47,-3.74,-3.45,4.06
0.29,0.79,0.46,-2.69,-4.43,4.93
0.29,0.79,0.47,-2.63,-5.56,6.18
0.29,0.79,0.46,-2.73,-5.15,6.76
0.30,0.79,0.48,-2.82,-4.44,6.63
0.31,0.78,0.46,-3.28,-3.18,6.78
0.30,0.78,0.46,-3.31,-2.70,6.18
0.31,0.78,0.47,-2.90,-2.60,5.82
0.31,0.77,0.47,-1.77,-2.66,5.74
0.30,0.78,0.47,-1.11,-2.89,5.95
0.30,0.78,0.47,-0.75,-2.79,6.24
0.30,0.77,0.47,-1.15,-2.35,6.14
0.30,0.78,0.47,-1.53,-1.25,5.01
