acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.16,0.85,0.36,-2.26,-3.86,0.90
0.18,0.87,0.38,-1.85,-3.97,1.04
0.19,0.86,0.37,-1.80,0.15,0.78
0.20,0.88,0.37,-3.51,-4.17,3.66
0.19,0.88,0.38,-3.15,-1.25,3.97
0.20,0.86,0.37,-3.33,-2.93,4.50
0.20,0.86,0.37,-2.98,-3.34,4.81
0.21,0.86,0.38,-2.89,-1.13,4.64
0.20,0.86,0.38,-2.98,-0.99,4.20
0.20,0.86,0.39,-2.02,0.52,3.01
0.20,0.85,0.37,-2.46,-0.55,2.38
0.19,0.85,0.37,-1.77,-0.69,0.78
0.19,0.85,0.38,-1.59,-0.52,0.17
0.19,0.85,0.37,-1.50,-0.38,-0.72
0.20,0.85,0.38,-0.61,0.46,-0.96
0.19,0.87,0.37,-0.64,-0.37,-0.40
0.18,0.86,0.39,-0.20,-0.95,-0.78
0.20,0.86,0.37,0.03,-0.21,-2.14
0.20,0.85,0.37,-0.12,0.92,-2.73
0.20,0.86,0.36,-0.02,2.31,-3.16
0.20,0.87,0.37,0.05,2.95,-2.44
0.19,0.88,0.36,0.00,3.28,-1.50
0.19,0.86,0.37,-0.05,2.89,-1.22
0.19,0.87,0.37,0.05,3.40,0.15
0.19,0.86,0.37,-0.32,3.48,0.95
0.19,0.85,0.36,-0.03,4.32,0.60
0.19,0.85,0.38,-0.26,4.00,1.08
0.18,0.86,0.38,0.00,3.88,0.84
0.18,0.86,0.38,0.02,2.63,1.65
0.18,0.87,0.38,0.17,2.15,2.29
0.19,0.86,0.37,0.06,2.20,2.64
0.19,0.86,0.37,-0.46,2.21,2.66
0.19,0.87,0.36,-0.63,2.93,3.36
0.20,0.87,0.36,-1.27,3.28,4.92
0.18,0.90,0.37,-2.44,2.44,7.60
0.17,0.89,0.38,-4.29,1.69,7.79
0.17,0.87,0.38,-4.84,0.93,6.61
0.18,0.85,0.37,-4.87,0.38,7.42
0.20,0.87,0.36,-5.45,0.11,8.69
0.19,0.90,0.36,-7.19,-0.09,10.44
0.17,0.92,0.37,-10.15,-1.66,14.12
0.18,0.91,0.39,-13.40,-3.59,18.64
0.19,0.89,0.39,-15.97,-3.95,22.06
0.19,0.87,0.38,-17.60,-3.89,24.70
0.21,0.82,0.40,-16.79,-3.80,25.11
0.23,0.79,0.39,-13.19,-2.47,22.52
0.24,0.81,0.39,-10.72,-1.44,19.94
0.24,0.84,0.39,-8.73,-1.47,18.96
0.24,0.85,0.41,-7.97,-2.24,16.96
0.25,0.84,0.41,-6.84,-0.84,14.44
0.23,0.84,0.40,-6.96,-0.81,13.33
0.22,0.84,0.39,-6.87,-0.84,12.69
0.22,0.88,0.40,-9.05,-1.92,15.53
0.23,0.87,0.40,-10.79,-2.15,15.92
0.24,0.87,0.40,-12.81,-1.66,14.49
0.24,0.83,0.41,-13.42,-1.51,11.11
0.23,0.81,0.40,-11.57,-2.27,9.44
