acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.02,0.75,0.57,-3.85,3.39,-0.21
0.02,0.76,0.56,-3.08,3.42,0.02
0.02,0.76,0.57,-1.47,2.60,0.03
0.02,0.75,0.58,-0.46,1.44,0.05
0.01,0.75,0.58,0.64,0.67,-0.46
0.00,0.75,0.58,0.31,0.73,-0.49
0.00,0.75,0.58,-0.17,0.73,-0.44
0.00,0.75,0.58,-0.52,0.96,0.14
0.01,0.76,0.59,-0.53,0.50,0.27
0.02,0.77,0.57,-0.96,-0.27,0.64
0.02,0.76,0.58,-1.48,-0.31,0.17
0.02,0.76,0.58,-1.77,-0.35,0.02
0.02,0.77,0.58,-1.62,0.53,-0.15
0.02,0.76,0.57,-1.76,0.70,-0.12
0.02,0.76,0.58,-1.82,0.76,-0.23
0.02,0.76,0.58,-1.34,0.95,-0.78
0.02,0.76,0.57,-0.82,0.61,-1.19
0.01,0.76,0.57,-0.69,0.61,-1.51
0.01,0.76,0.58,-0.92,0.95,-1.86
0.01,0.75,0.57,-1.02,0.93,-1.63
0.00,0.77,0.57,-1.34,0.85,-1.82
0.01,0.76,0.56,-1.65,0.26,-1.63
0.01,0.76,0.56,-1.60,-0.29,-1.86
0.01,0.76,0.57,-1.85,-0.76,-1.07
0.01,0.76,0.56,-2.02,-0.76,-1.10
0.01,0.76,0.57,-2.21,-0.41,-0.76
0.01,0.76,0.57,-1.89,-0.06,-0.58
0.01,0.76,0.57,-2.00,0.53,-0.96
0.01,0.76,0.57,-1.27,0.43,-1.82
0.01,0.75,0.57,-1.02,0.21,-1.60
0.01,0.76,0.58,-1.18,0.78,-1.24
0.01,0.76,0.57,-1.53,1.15,-0.49
0.01,0.76,0.57,-1.22,1.36,0.00
0.00,0.75,0.57,-0.78,0.82,-0.29
0.00,0.75,0.57,-0.63,0.53,-0.08
0.01,0.76,0.57,-1.33,0.64,0.89
-0.00,0.76,0.57,-1.59,1.13,-0.43
0.01,0.76,0.57,-2.38,1.62,-0.37
0.01,0.77,0.57,-2.23,1.62,-0.60
-0.00,0.77,0.57,-1.74,0.84,-1.71
-0.00,0.76,0.57,-1.36,0.05,-1.56
-0.00,0.76,0.56,-1.05,-0.50,-0.96
0.00,0.77,0.57,-1.51,-0.15,-0.35
0.00,0.77,0.57,-2.03,0.23,-0.06
0.01,0.76,0.59,-2.03,0.43,-0.84
0.00,0.75,0.58,-1.07,-0.14,-3.18
0.01,0.76,0.58,-0.26,0.08,-4.61
0.02,0.75,0.56,-0.03,0.56,-4.11
0.01,0.76,0.58,-0.49,1.54,-4.41
0.00,0.76,0.57,-0.44,2.15,-4.00
-0.00,0.76,0.57,-0.31,2.29,-4.06
-0.00,0.75,0.57,0.29,2.05,-4.11
-0.00,0.75,0.57,1.10,1.82,-5.45
0.00,0.75,0.57,1.42,2.02,-6.44
0.00,0.75,0.57,2.12,2.67,-7.16
-0.00,0.76,0.56,2.23,2.72,-8.06
0.00,0.76,0.57,2.08,4.08,-8.66
0.01,0.77,0.56,1.22,5.08,-11.22
-0.01,0.77,0.55,0.64,5.86,-10.09
-0.02,0.77,0.56,1.02,6.06,-5.83
0.00,0.77,0.57,1.85,6.05,-4.46
0.00,0.78,0.56,2.17,6.31,-3.07
-0.00,0.78,0.56,2.56,7.22,-2.09
0.01,0.77,0.56,2.75,7.95,-1.80
-0.00,0.76,0.55,3.21,8.90,-3.22
-0.03,0.77,0.55,3.62,8.67,-5.22
-0.04,0.76,0.57,3.68,8.18,-5.62
-0.03,0.76,0.56,2.84,9.77,-6.66
-0.02,0.76,0.56,1.57,10.95,-5.40
-0.04,0.75,0.56,2.38,12.02,-10.08
-0.04,0.74,0.55,5.24,9.48,-13.98
-0.03,0.76,0.56,7.94,8.52,-15.44
-0.02,0.77,0.58,7.95,8.55,-18.78
-0.04,0.77,0.55,8.18,9.34,-20.18
-0.04,0.78,0.55,6.96,9.69,-20.17
-0.06,0.77,0.54,5.57,10.87,-19.53
-0.04,0.78,0.56,4.63,12.29,-19.51
-0.04,0.78,0.57,4.05,13.13,-20.26
-0.03,0.77,0.58,6.34,12.67,-19.19
-0.01,0.75,0.59,9.53,13.08,-19.19
0.03,0.71,0.58,12.52,16.02,-6.55
-0.01,0.74,0.54,11.86,20.70,0.31
-0.04,0.79,0.53,4.90,27.42,-0.23
-0.07,0.81,0.54,-2.60,31.71,3.57
-0.10,0.81,0.55,-4.52,30.67,5.86
-0.12,0.80,0.56,-1.86,23.65,11.02
-0.14,0.77,0.54,2.44,17.59,13.94
-0.11,0.77,0.56,3.27,13.98,14.82
-0.09,0.76,0.56,0.11,14.38,15.89
-0.11,0.76,0.56,-3.79,16.52,13.63
-0.12,0.76,0.57,-5.31,13.57,13.73
-0.12,0.76,0.55,-5.01,12.17,11.63
-0.11,0.77,0.56,-5.44,7.91,10.02
-0.14,0.76,0.54,-5.76,5.89,6.20
-0.12,0.77,0.52,-8.26,2.95,4.44
-0.12,0.79,0.50,-11.51,4.43,2.70
-0.11,0.78,0.52,-13.24,3.47,-1.21
-0.13,0.75,0.51,-10.58,0.38,-3.86
-0.13,0.76,0.49,-8.53,-0.93,-8.52
-0.12,0.77,0.49,-7.94,1.74,-14.08
-0.11,0.78,0.52,-7.15,-1.88,-14.18
-0.13,0.76,0.50,-4.61,-2.02,-16.49
-0.13,0.76,0.53,-3.45,-2.96,-20.96
-0.13,0.77,0.56,-3.40,-6.21,-23.39
-0.10,0.77,0.55,-4.26,-5.42,-23.85
-0.11,0.77,0.55,-7.19,-7.62,-21.50
