acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.12,0.88,0.37,0.49,-3.65,-0.20
0.13,0.87,0.37,-0.56,-3.08,-0.24
0.13,0.88,0.38,-2.12,-1.37,-0.32
0.13,0.88,0.37,-2.73,0.00,-0.63
0.12,0.89,0.37,-2.43,0.75,-0.90
0.12,0.87,0.37,-1.28,-0.67,-0.72
0.11,0.87,0.38,-0.06,-2.35,0.58
0.13,0.87,0.38,0.99,-3.10,0.90
0.13,0.87,0.37,0.15,-1.42,0.99
0.14,0.87,0.37,-0.96,1.33,0.34
0.12,0.88,0.37,-1.88,3.69,-0.11
0.13,0.89,0.37,-1.69,3.57,0.03
0.13,0.88,0.37,-0.34,1.45,0.23
0.12,0.88,0.37,0.61,-0.56,0.63
0.12,0.88,0.37,0.14,-1.80,0.92
0.12,0.87,0.38,-0.79,-0.72,0.55
0.12,0.88,0.38,-2.09,0.98,-0.06
0.12,0.87,0.36,-2.93,2.56,-0.98
0.13,0.87,0.37,-2.84,2.66,-0.76
0.13,0.87,0.37,-1.76,2.29,-1.42
0.12,0.88,0.38,-0.58,1.54,-1.73
0.12,0.87,0.38,0.11,1.07,-1.77
0.12,0.88,0.38,0.24,1.53,-2.00
0.12,0.87,0.38,0.20,2.52,-2.06
0.11,0.87,0.38,-0.34,3.31,-2.87
0.11,0.87,0.37,-0.49,3.57,-3.31
0.11,0.87,0.38,-0.05,2.84,-3.47
0.10,0.87,0.38,0.17,2.35,-3.85
0.10,0.87,0.38,0.29,1.76,-3.69
0.11,0.87,0.37,0.06,1.62,-3.97
0.11,0.88,0.37,0.24,1.66,-3.91
0.11,0.88,0.38,0.09,1.10,-4.43
0.11,0.87,0.37,0.52,1.25,-4.79
0.11,0.88,0.37,1.18,1.24,-5.01
0.10,0.87,0.38,1.22,0.53,-4.82
0.11,0.88,0.37,1.34,0.56,-4.31
0.10,0.89,0.38,1.16,0.89,-3.94
0.10,0.88,0.38,0.96,1.39,-4.26
0.09,0.88,0.36,1.01,1.33,-4.70
0.10,0.88,0.37,1.08,1.24,-4.79
0.09,0.88,0.38,1.36,1.07,-6.61
0.08,0.88,0.38,1.16,-0.50,-10.81
0.09,0.87,0.38,2.61,-1.53,-11.91
0.09,0.88,0.35,2.73,-2.11,-11.47
0.09,0.87,0.35,2.66,-2.27,-10.47
0.09,0.89,0.36,2.00,-1.73,-7.39
0.09,0.90,0.35,0.60,-0.98,-4.90
0.08,0.88,0.35,-0.63,0.15,-3.79
0.09,0.89,0.37,-1.44,0.12,-3.34
0.09,0.89,0.35,-1.77,0.21,-2.03
0.09,0.88,0.35,-1.60,0.40,-1.48
0.09,0.89,0.35,-1.73,0.55,-0.99
0.09,0.89,0.35,-2.17,1.10,-0.84
0.10,0.89,0.37,-2.24,0.99,-1.01
0.09,0.89,0.37,-1.97,0.89,-1.01
0.09,0.89,0.36,-1.51,0.15,-0.98
0.08,0.88,0.37,-1.71,-0.40,-0.44
0.08,0.88,0.37,-2.14,0.02,-0.34
0.08,0.88,0.38,-2.50,0.81,-0.99
0.10,0.88,0.36,-2.67,1.31,-1.24
0.10,0.89,0.36,-2.69,2.06,-2.17
0.11,0.90,0.36,-2.56,3.08,-3.04
0.12,0.90,0.36,-3.28,4.11,-5.71
0.11,0.90,0.37,-2.98,4.05,-6.63
0.08,0.88,0.37,-1.28,1.65,-5.10
0.07,0.86,0.36,1.08,-0.37,-2.53
0.06,0.85,0.37,1.07,-0.50,-2.46
0.04,0.87,0.36,-0.43,0.70,-0.98
0.06,0.87,0.37,-2.50,2.60,-0.44
0.07,0.87,0.37,-3.80,3.56,-0.08
