acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z,temp
0.14,0.93,0.18,-7.57,1.91,-0.98,34.32
0.14,0.94,0.18,-7.1,0.55,-0.7,34.27
0.14,0.93,0.18,-5.37,-0.14,0.41,34.32
0.13,0.94,0.17,-3.6,-0.34,1.33,34.32
0.13,0.94,0.17,-2.17,-1.28,1.37,34.37
0.13,0.96,0.17,-1.25,-2.73,0.81,34.22
0.14,0.95,0.17,0.06,-3.89,0.41,34.41
0.13,0.96,0.16,2.14,-5.01,0.08,34.27
0.13,0.96,0.16,3.6,-5.94,0.18,34.32
0.14,0.96,0.16,4.82,-6.46,0.47,34.22
0.14,0.96,0.16,5.33,-6.84,0.6,34.37
0.15,0.95,0.15,5.08,-6.82,0.53,34.37
0.15,0.95,0.16,4.12,-6.52,0.58,34.32
0.16,0.96,0.15,4.03,-6.15,0.89,34.27
0.16,0.96,0.16,4.2,-4.98,1.37,34.27
0.15,0.96,0.16,4.43,-3.6,2.49,34.32
0.14,0.95,0.14,3.95,-1.71,3.22,34.41
0.15,0.97,0.15,3.77,-2.34,3.24,34.22
0.14,0.96,0.15,2.96,-3.1,2.6,34.37
0.14,0.98,0.16,1.04,-3.71,1.22,34.32
0.14,0.98,0.14,-0.98,-4.52,-0.52,34.32
0.13,0.97,0.15,-0.78,-4.99,-0.99,34.27
0.14,0.96,0.15,0.31,-5.02,-1.31,34.27
0.14,0.96,0.15,0.64,-5.01,-1.16,34.41
0.14,0.95,0.14,0.47,-5.02,-1.62,34.27
0.14,0.96,0.15,0.35,-5.16,-1.86,34.32
0.14,0.96,0.14,0.73,-5.31,-1.19,34.32
0.14,0.97,0.15,-0.38,-4.5,-1.02,34.37
0.13,0.97,0.15,-0.89,-3.59,-0.34,34.18
0.13,0.97,0.14,-1.01,-2.95,-0.43,34.32
0.14,0.98,0.15,-2.46,-2.15,-0.9,34.37
0.14,0.97,0.14,-2.89,-0.76,-1.1,34.32
0.14,0.97,0.15,-2.35,0.02,-1.15,34.32
0.14,0.97,0.16,-2.93,1.05,-0.81,34.32
0.14,0.97,0.17,-4.84,2.2,-0.99,34.27
0.13,0.97,0.18,-5.28,2.81,-1.05,34.22
0.14,0.97,0.17,-5.45,3.79,-1.59,34.32
0.14,0.96,0.18,-4.21,4.37,-0.27,34.37
0.13,0.96,0.17,-3.36,4.32,0.7,34.32
0.14,0.95,0.15,-4.02,4.09,0.26,34.22
0.14,0.96,0.15,-7.05,3.76,-1.85,34.37
0.15,0.99,0.15,-12.02,3.42,-4.69,34.32
0.15,0.99,0.16,-15.04,3.5,-4.72,34.32
0.14,0.99,0.14,-16.73,5.07,-6.47,34.37
0.12,0.97,0.1,-19.21,3.36,-6.95,34.27
0.13,0.97,0.15,-21.34,0.09,-7.97,34.22
0.12,0.96,0.15,-20.82,0.06,-8.72,34.27
0.11,0.98,0.16,-16.96,-0.66,-8.05,34.27
0.11,0.97,0.15,-13.94,-0.5,-6.76,34.22
0.11,0.96,0.15,-10.99,-2.06,-5.01,34.27
0.11,0.97,0.14,-12.23,-4.52,-7.18,34.37
0.12,0.95,0.14,-11.13,-6.82,-5.92,34.32
0.11,0.96,0.14,-9.28,-8.09,-5.63,34.32
0.09,0.98,0.16,-5.97,-8.31,-6.09,34.18
0.07,0.98,0.17,-3.34,-10.72,-1.97,34.32
0.08,0.94,0.16,0.29,-13.04,0.09,34.22
0.1,0.94,0.17,1.07,-16.38,2.76,34.27
0.13,0.92,0.19,-0.12,-19.59,5.89,34.22
0.16,0.88,0.21,5.13,-21.69,15.97,34.22
0.13,0.89,0.23,14.21,-24.78,30.52,34.27
0.11,0.9,0.17,19.86,-28.18,39.18,34.22
0.13,0.89,0.13,30.44,-29.57,48.15,34.22
0.09,0.9,0.1,39.19,-36.23,55.57,34.27
0.11,0.89,0.1,41.45,-46.98,56.6,34.18
0.09,0.9,0.11,39.69,-62.89,57.37,34.22
0.13,0.94,0.1,31.76,-73.3,50.43,34.27
0.29,0.95,0.13,25.16,-66.69,45.51,34.32
0.25,1.06,0.12,13.28,-63.08,35.11,34.41
0.3,1.04,0.13,9.62,-53.3,31.79,34.27
