acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.18,0.82,0.45,-3.08,0.61,-0.23
0.18,0.83,0.46,-2.27,0.31,0.08
0.18,0.82,0.46,-1.97,0.09,0.49
0.18,0.82,0.46,-1.34,-0.05,0.18
0.18,0.82,0.46,-1.25,0.03,-0.14
0.19,0.81,0.46,-1.60,0.75,-0.34
0.18,0.82,0.45,-1.80,1.47,-0.60
0.18,0.82,0.46,-1.37,1.45,-1.04
0.18,0.82,0.46,-1.34,0.78,-0.73
0.18,0.82,0.46,-1.18,0.46,-0.69
0.18,0.82,0.46,-1.47,0.43,-0.63
0.18,0.82,0.46,-1.95,1.18,-1.39
0.18,0.81,0.46,-2.55,1.28,-2.15
0.18,0.82,0.45,-2.46,1.62,-1.98
0.18,0.82,0.46,-2.44,2.02,-1.59
0.19,0.83,0.45,-2.18,2.98,-1.82
0.19,0.83,0.44,-2.49,4.09,-2.82
0.19,0.84,0.43,-2.55,4.79,-2.53
0.20,0.83,0.45,-2.27,5.15,-0.15
0.19,0.84,0.44,-1.50,6.11,2.31
0.18,0.83,0.45,-0.31,5.54,4.11
0.17,0.82,0.47,0.78,4.15,4.17
0.15,0.82,0.48,1.27,2.89,2.02
0.15,0.81,0.47,0.50,1.54,2.32
0.14,0.81,0.47,-0.98,2.78,1.40
0.16,0.82,0.47,-2.58,2.46,1.24
0.16,0.82,0.47,-2.50,2.63,1.71
0.18,0.81,0.48,-1.21,1.24,2.09
0.19,0.81,0.46,0.85,0.47,3.83
0.21,0.81,0.46,2.08,1.25,4.02
0.19,0.81,0.45,1.95,2.38,2.90
0.18,0.80,0.45,2.76,3.50,4.06
0.19,0.81,0.47,3.31,2.52,6.24
0.17,0.82,0.47,5.16,2.66,5.54
0.18,0.82,0.48,6.73,-0.20,5.85
0.19,0.79,0.48,8.90,-0.41,6.75
0.20,0.77,0.45,10.24,0.66,6.23
0.21,0.77,0.44,9.42,2.82,8.43
0.22,0.80,0.42,6.92,9.25,8.46
0.22,0.82,0.39,5.16,15.89,7.47
0.23,0.84,0.38,6.17,17.10,10.24
0.19,0.88,0.41,10.00,15.42,14.23
0.16,0.89,0.47,14.43,9.48,14.56
0.14,0.85,0.47,17.77,1.28,12.93
0.14,0.82,0.48,17.89,-3.27,8.98
0.12,0.80,0.46,16.50,-4.66,2.23
0.15,0.80,0.45,13.22,-5.19,-0.34
0.15,0.81,0.46,10.08,-2.27,-0.89
0.15,0.83,0.45,7.51,0.24,-2.05
0.15,0.82,0.45,5.79,-0.66,-0.69
