acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.16,0.87,0.38,1.98,-2.90,-2.96
0.15,0.87,0.38,0.35,-0.92,-2.56
0.16,0.88,0.37,-0.98,0.84,-2.15
0.17,0.88,0.37,-1.57,2.12,-2.47
0.17,0.88,0.37,-1.19,2.20,-2.69
0.16,0.87,0.36,-0.63,1.16,-2.64
0.15,0.87,0.36,0.21,-0.21,-2.24
0.15,0.87,0.38,0.17,-0.85,-2.31
0.15,0.88,0.37,-0.55,-0.08,-2.18
0.15,0.88,0.37,-1.40,1.24,-1.94
0.16,0.87,0.37,-1.76,2.69,-2.05
0.16,0.87,0.37,-2.06,3.27,-2.63
0.15,0.87,0.36,-1.71,3.11,-3.44
0.15,0.87,0.36,-1.56,1.98,-4.29
0.15,0.87,0.37,-1.51,0.92,-4.03
0.14,0.87,0.37,-1.83,0.60,-4.14
0.14,0.87,0.37,-2.11,0.87,-4.32
0.15,0.87,0.36,-2.17,1.66,-4.61
0.15,0.87,0.37,-2.08,2.14,-5.24
0.15,0.87,0.37,-1.48,2.08,-5.44
0.14,0.87,0.37,-1.24,1.98,-5.63
0.15,0.86,0.37,-0.72,1.89,-5.10
0.15,0.87,0.37,-0.53,2.27,-4.82
0.14,0.87,0.38,-0.08,2.72,-4.73
0.13,0.87,0.38,0.24,2.69,-4.75
0.13,0.86,0.37,0.56,2.63,-4.53
0.13,0.87,0.37,0.64,2.63,-4.09
0.13,0.87,0.37,0.60,2.63,-3.62
0.14,0.87,0.37,0.61,2.81,-3.15
0.13,0.87,0.36,0.73,2.72,-2.64
0.12,0.88,0.37,0.92,2.05,-2.15
0.12,0.88,0.38,1.11,1.21,-1.63
0.12,0.88,0.37,1.62,0.38,-1.27
0.12,0.88,0.38,1.47,-0.53,-0.50
0.12,0.88,0.37,1.16,-0.87,-0.43
0.12,0.88,0.37,0.78,-0.76,-0.21
0.13,0.88,0.38,0.29,-0.85,-0.32
0.13,0.88,0.37,0.11,-0.84,-0.63
0.13,0.88,0.36,-0.06,-0.79,-0.85
0.13,0.88,0.37,-0.23,-1.37,-0.98
0.13,0.88,0.36,-0.27,-1.37,-1.33
0.14,0.88,0.37,-0.20,-1.62,-1.59
0.14,0.88,0.36,-0.24,-1.44,-1.39
0.13,0.88,0.36,-0.40,-1.24,-1.54
0.13,0.88,0.38,-0.27,-1.10,-1.40
0.13,0.88,0.37,-0.44,-0.92,-1.71
0.14,0.88,0.37,-0.61,-0.55,-2.43
0.13,0.87,0.37,-0.60,-0.38,-2.61
0.13,0.88,0.37,-0.63,-0.53,-1.98
0.13,0.88,0.37,-0.87,-0.58,-1.68
0.12,0.87,0.37,-1.07,-0.61,-1.50
0.13,0.87,0.37,-0.87,-0.40,-1.97
0.14,0.87,0.36,-1.28,0.56,-1.27
0.13,0.87,0.35,-1.25,1.89,-0.95
0.14,0.88,0.35,-1.16,2.27,-1.42
0.13,0.88,0.36,-0.60,1.74,-1.97
0.13,0.88,0.35,0.31,0.69,-1.59
0.13,0.88,0.37,1.05,-0.61,-1.39
0.13,0.87,0.37,1.15,-0.70,-2.26
0.11,0.87,0.36,0.90,-0.72,-1.44
0.10,0.88,0.35,-0.02,-0.08,-0.93
0.10,0.87,0.37,-1.02,0.92,0.24
0.12,0.89,0.36,-1.63,1.22,0.49
0.12,0.88,0.36,-1.89,1.30,0.47
0.13,0.87,0.36,-1.54,0.44,0.17
0.12,0.87,0.36,-0.60,-0.47,-0.29
0.12,0.88,0.36,0.14,-0.84,0.21
0.12,0.88,0.36,-0.52,-0.52,-0.35
0.12,0.89,0.36,-1.24,-0.06,0.43
0.11,0.88,0.36,-2.09,0.17,0.99
0.12,0.87,0.37,-2.41,0.23,1.11
0.12,0.87,0.37,-1.95,0.14,0.98
0.13,0.88,0.37,-1.60,-0.11,1.16
0.12,0.89,0.37,-1.85,-0.15,1.40
0.13,0.88,0.36,-2.17,0.20,1.36
0.13,0.88,0.35,-1.97,-0.08,1.01
0.12,0.89,0.36,-1.65,-0.27,1.24
0.13,0.88,0.36,-1.45,-0.20,1.39
0.13,0.88,0.36,-2.06,0.52,1.83
0.14,0.88,0.35,-2.26,1.18,2.34
0.13,0.88,0.35,-2.32,1.68,2.27
0.12,0.88,0.35,-2.35,0.82,2.82
0.12,0.88,0.37,-1.62,0.63,3.66
0.13,0.88,0.37,-1.54,0.66,3.77
0.13,0.87,0.36,-2.24,1.30,2.58
0.13,0.87,0.37,-2.52,2.32,0.75
0.13,0.87,0.36,-2.43,2.34,0.52
0.13,0.88,0.37,-1.76,2.23,-0.21
0.13,0.88,0.37,-1.08,1.42,0.08
0.12,0.87,0.36,0.00,0.18,0.31
0.11,0.88,0.35,-0.17,-0.24,1.07
0.12,0.89,0.36,-1.10,0.27,2.35
0.12,0.88,0.37,-1.50,1.11,2.47
0.12,0.87,0.37,-2.15,1.39,1.57
0.12,0.88,0.36,-2.11,0.69,0.85
0.11,0.88,0.36,-2.02,-0.24,1.25
0.12,0.87,0.36,-1.95,-0.82,2.11
0.12,0.88,0.37,-2.08,-1.39,2.50
0.12,0.88,0.36,-2.11,-1.30,3.33
0.13,0.87,0.36,-2.03,-0.66,4.61
0.13,0.88,0.37,-2.18,-0.05,5.05
0.13,0.88,0.35,-2.76,0.06,5.27
0.13,0.89,0.37,-3.22,-0.50,6.60
0.13,0.89,0.36,-3.60,-1.15,8.27
0.13,0.89,0.37,-4.52,-1.50,10.64
0.13,0.87,0.36,-4.98,-1.05,11.16
0.14,0.87,0.36,-4.95,-0.95,10.32
0.14,0.88,0.36,-5.68,-1.33,10.67
0.12,0.91,0.36,-7.71,-1.82,13.65
0.12,0.90,0.37,-9.18,-2.93,17.30
0.13,0.88,0.37,-9.79,-3.19,18.76
0.13,0.90,0.35,-12.49,-4.43,22.63
0.12,0.87,0.38,-13.62,-4.40,24.09
0.11,0.88,0.40,-14.46,-6.05,27.33
0.10,0.89,0.40,-18.63,-8.15,27.60
0.05,0.88,0.40,-26.00,-9.98,16.75
0.02,0.80,0.45,-33.88,-13.02,-8.70
0.05,0.79,0.48,-45.74,-15.88,-43.57
0.06,0.83,0.53,-63.92,-17.94,-85.74
0.16,0.86,0.48,-79.18,-4.73,-122.15
0.13,0.97,0.21,-91.88,10.43,-113.65
0.31,0.98,0.35,-90.75,6.82,-86.15
0.29,0.91,0.39,-68.11,0.67,-52.84
0.25,0.80,0.37,-47.27,-9.40,-23.60
0.19,0.77,0.41,-29.92,-9.51,-9.33
0.13,0.80,0.41,-25.15,-2.03,-2.58
0.09,0.87,0.49,-32.34,9.07,2.78
0.12,0.80,0.47,-32.46,18.02,6.52
0.09,0.77,0.52,-26.47,13.10,9.82
0.08,0.82,0.51,-18.47,6.17,11.63
0.07,0.79,0.51,-11.40,0.93,9.07
0.07,0.78,0.52,-7.30,-3.91,9.39
0.07,0.79,0.53,-5.13,-1.60,9.31
0.09,0.84,0.52,-6.99,-0.09,8.43
0.09,0.80,0.50,-6.46,0.98,8.41
0.09,0.81,0.49,-4.17,-2.56,10.14
0.10,0.80,0.50,-0.76,-3.56,10.70
0.10,0.81,0.49,0.12,-4.79,11.57
0.09,0.81,0.51,-0.72,-1.97,10.99
0.09,0.81,0.50,-1.36,0.47,10.27
0.08,0.77,0.49,0.20,-0.20,8.89
0.08,0.78,0.50,3.71,-2.70,9.01
0.10,0.78,0.49,6.70,-2.76,8.14
0.11,0.78,0.49,9.22,-3.86,7.37
0.12,0.79,0.50,11.57,-2.81,7.48
0.12,0.82,0.50,11.65,-2.32,7.50
0.12,0.83,0.50,9.08,-1.68,8.84
0.11,0.79,0.49,9.36,0.90,9.34
0.11,0.80,0.49,10.31,1.44,10.53
0.13,0.84,0.51,10.08,2.20,10.26
0.12,0.88,0.48,6.49,-1.08,9.73
0.11,0.85,0.49,4.60,0.69,8.76
0.12,0.81,0.47,4.72,0.52,7.27
0.11,0.82,0.47,5.59,-0.20,9.40
0.11,0.83,0.48,6.37,-0.61,11.11
0.13,0.84,0.47,6.49,-1.47,12.73
0.13,0.83,0.47,6.60,-2.98,14.11
0.12,0.85,0.45,6.05,-3.47,15.45
0.11,0.84,0.45,5.45,-3.85,14.66
0.11,0.84,0.45,4.41,-5.63,13.97
0.12,0.84,0.46,3.56,-6.69,14.02
0.14,0.83,0.46,2.84,-6.55,13.85
