acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.27,0.80,0.45,-2.87,-0.26,-1.22
0.27,0.81,0.46,-3.15,-1.48,-0.75
0.28,0.80,0.46,-2.27,-2.53,0.47
0.27,0.80,0.45,-1.69,-2.89,0.90
0.27,0.80,0.46,-1.54,-2.24,0.58
0.28,0.80,0.44,-1.74,-1.57,0.47
0.27,0.79,0.46,-2.18,-1.04,0.40
0.28,0.80,0.46,-1.82,-0.60,0.37
0.28,0.80,0.45,-1.36,-0.64,0.24
0.28,0.80,0.46,-1.04,-1.01,-0.11
0.27,0.80,0.44,-1.18,-0.63,-1.42
0.27,0.80,0.45,-1.36,-0.24,-1.89
0.28,0.80,0.45,-1.51,-0.02,-2.41
0.26,0.81,0.44,-1.65,-0.32,-2.20
0.28,0.81,0.44,-1.62,-0.61,-1.08
0.27,0.81,0.44,-2.40,-0.12,-0.17
0.28,0.81,0.44,-3.05,0.17,0.17
0.27,0.81,0.44,-2.84,0.09,0.21
0.28,0.80,0.44,-2.47,-0.29,0.12
0.28,0.80,0.45,-2.55,-0.67,0.44
0.28,0.80,0.44,-2.12,-0.46,0.23
0.28,0.79,0.44,-1.65,-0.17,-0.14
0.27,0.79,0.45,-1.76,0.40,0.24
0.28,0.79,0.44,-1.27,1.08,0.52
0.28,0.79,0.45,-0.75,1.63,1.15
0.27,0.80,0.45,-1.11,1.48,2.11
0.27,0.80,0.45,-0.40,0.87,3.24
0.26,0.80,0.45,-0.12,0.56,3.40
0.26,0.80,0.46,-0.05,-0.06,2.96
0.26,0.80,0.45,-0.32,0.37,2.34
0.26,0.81,0.45,-1.74,0.69,1.59
0.27,0.81,0.45,-2.67,0.96,1.54
0.27,0.81,0.44,-2.95,0.46,1.50
0.27,0.81,0.45,-2.66,-0.61,1.97
0.28,0.80,0.45,-1.89,-1.63,1.60
0.27,0.81,0.44,-1.86,-2.79,1.69
0.27,0.81,0.45,-2.46,-2.47,1.34
0.27,0.81,0.45,-4.24,-2.76,1.19
0.26,0.80,0.45,-3.98,-2.61,2.75
0.28,0.81,0.45,-4.24,-3.08,2.85
0.28,0.80,0.44,-4.40,-2.84,3.16
0.28,0.80,0.44,-4.41,-2.90,4.05
0.28,0.79,0.45,-4.00,-2.79,4.21
0.28,0.81,0.46,-3.65,-3.77,4.95
0.27,0.81,0.45,-4.41,-5.10,7.08
0.28,0.82,0.46,-4.73,-4.84,8.24
0.29,0.82,0.47,-6.08,-4.40,10.12
0.31,0.83,0.45,-7.42,-5.04,12.53
0.32,0.84,0.45,-8.32,-5.68,15.44
0.32,0.80,0.44,-7.74,-5.57,15.80
0.30,0.77,0.43,-6.23,-6.35,17.40
0.31,0.79,0.45,-6.61,-6.12,18.93
0.30,0.77,0.46,-6.11,-4.21,16.35
0.30,0.75,0.46,-4.70,-2.56,12.32
0.29,0.76,0.45,-3.76,-2.66,9.05
0.28,0.77,0.46,-3.45,-2.90,8.87
0.29,0.77,0.45,-3.36,-2.17,7.37
0.30,0.78,0.46,-3.10,-1.54,5.50
0.30,0.78,0.45,-2.53,-1.27,3.85
0.30,0.78,0.45,-2.12,-1.54,3.85
0.31,0.78,0.45,-1.62,-1.34,3.27
0.31,0.78,0.44,-1.34,-1.18,2.60
0.31,0.79,0.46,-1.04,-1.50,2.55
0.31,0.79,0.45,-1.63,-1.86,2.05
0.31,0.79,0.45,-2.20,-1.74,2.05
0.31,0.79,0.45,-2.12,-1.79,2.90
0.31,0.79,0.45,-2.31,-1.68,4.08
0.32,0.79,0.46,-2.99,-2.17,4.38
0.31,0.78,0.45,-2.31,-1.95,3.39
0.31,0.77,0.44,-1.77,-2.41,3.02
0.31,0.77,0.45,-1.30,-1.22,1.11
0.33,0.78,0.45,-1.40,-0.12,0.52
0.31,0.78,0.45,-1.73,0.56,0.89
0.32,0.79,0.46,-1.54,0.40,1.76
0.31,0.79,0.46,-1.73,-0.34,1.69
0.32,0.79,0.47,-1.66,-0.20,0.87
0.32,0.80,0.47,-2.60,-0.90,0.95
0.31,0.80,0.47,-3.91,-0.27,-2.24
0.30,0.79,0.46,-4.66,-0.37,-4.20
0.29,0.77,0.45,-4.73,-0.70,-3.21
0.30,0.77,0.44,-4.78,-0.12,-3.07
0.31,0.76,0.44,-4.55,0.35,-3.31
0.32,0.76,0.44,-3.69,0.24,-4.21
0.32,0.77,0.45,-2.38,0.90,-6.00
0.33,0.77,0.45,-1.98,2.50,-9.79
0.32,0.78,0.46,-1.63,2.41,-12.70
0.32,0.77,0.46,0.31,3.01,-14.52
0.33,0.77,0.46,2.06,3.82,-20.15
0.34,0.76,0.48,4.09,6.52,-27.62
0.36,0.74,0.47,7.59,10.67,-36.46
0.38,0.71,0.45,12.89,16.58,-44.47
0.31,0.68,0.40,19.15,20.26,-46.03
0.28,0.71,0.42,21.47,24.46,-50.90
0.19,0.76,0.45,20.15,26.52,-56.12
0.18,0.79,0.47,19.66,26.82,-58.24
0.16,0.84,0.45,16.72,25.01,-58.63
0.16,0.86,0.47,12.00,20.99,-53.13
0.18,0.90,0.46,7.21,15.47,-51.11
0.18,0.87,0.45,5.95,11.36,-48.96
0.21,0.84,0.44,5.80,10.29,-38.46
0.17,0.82,0.45,4.79,8.38,-25.25
0.19,0.83,0.43,3.33,13.45,-17.18
0.20,0.86,0.39,-0.67,15.30,-11.73
0.19,0.90,0.41,-3.39,13.92,-7.37
0.19,0.89,0.42,-1.05,10.24,-3.22
0.17,0.83,0.44,4.34,3.88,0.61
0.18,0.86,0.44,4.67,1.42,0.76
0.16,0.83,0.45,2.38,2.98,0.66
0.14,0.83,0.45,-0.81,4.87,0.53
0.15,0.87,0.45,-5.37,5.63,-4.31
0.14,0.86,0.44,-6.73,5.33,-9.63
0.12,0.83,0.44,-4.20,0.24,-13.54
0.15,0.82,0.45,-1.07,-5.88,-12.93
0.18,0.83,0.46,-0.02,-5.60,-8.66
0.19,0.84,0.45,-2.08,-3.85,-4.53
0.19,0.84,0.44,-3.40,-1.10,-3.15
0.19,0.84,0.44,-2.89,0.15,-1.59
0.17,0.84,0.44,-2.18,-1.60,0.78
0.17,0.85,0.45,-1.85,-1.04,0.98
0.18,0.84,0.43,-3.27,-0.11,0.73
0.17,0.84,0.44,-3.82,-1.16,1.79
0.17,0.84,0.44,-3.77,-0.72,-0.05
0.17,0.85,0.46,-4.27,-2.84,-0.82
0.18,0.84,0.46,-3.39,-2.20,-1.15
0.16,0.82,0.46,-1.88,-3.69,-0.17
0.16,0.81,0.44,-0.69,-4.41,1.80
0.14,0.81,0.45,-0.98,-5.02,4.27
0.14,0.82,0.46,-1.48,-4.92,6.50
0.14,0.82,0.46,-2.41,-6.55,8.52
0.11,0.82,0.45,-1.95,-9.62,10.21
0.09,0.81,0.45,0.69,-15.79,14.53
