acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.23,0.80,0.48,-2,-2.53,0.98
0.23,0.80,0.47,-2.24,-2.26,1.68
0.23,0.81,0.48,-3.44,-0.44,1.60
0.23,0.80,0.47,-4.18,1.31,2.03
0.23,0.80,0.47,-4.17,2.29,2.02
0.23,0.80,0.45,-3.16,1.91,1.82
0.23,0.79,0.47,-2.75,1.33,2.95
0.23,0.80,0.47,-2.00,1.40,3.30
0.24,0.80,0.47,-2.20,2.20,3.27
0.22,0.79,0.48,-1.98,3.19,2.64
0.22,0.79,0.49,-1.63,2.79,2.09
0.22,0.79,0.49,-0.64,1.54,2.15
0.22,0.79,0.48,-0.14,0.70,1.82
0.22,0.80,0.48,-0.21,0.66,1.68
0.22,0.79,0.48,-0.92,0.87,1.15
0.23,0.79,0.48,-1.54,1.50,0.69
0.23,0.80,0.48,-1.92,2.41,0.70
0.23,0.80,0.48,-1.48,2.61,0.27
0.22,0.79,0.47,-1.15,2.05,-0.37
0.22,0.80,0.48,-0.78,0.87,-1.40
0.22,0.80,0.48,-0.12,0.21,-1.86
0.22,0.80,0.48,0.11,-0.41,-1.62
0.22,0.79,0.48,-0.12,-0.52,-1.69
0.22,0.80,0.48,-0.63,-0.49,-2.29
0.23,0.79,0.49,-0.44,-0.31,-2.40
0.23,0.80,0.48,-0.53,-0.06,-1.88
0.22,0.80,0.48,-0.89,-0.27,-1.47
0.22,0.80,0.47,-1.68,0.14,-1.15
0.22,0.81,0.48,-2.29,0.18,-0.78
0.22,0.81,0.48,-2.44,0.17,-1.80
0.22,0.81,0.46,-2.43,-0.55,-2.26
0.22,0.81,0.46,-2.50,-0.89,-2.85
0.22,0.81,0.47,-2.08,-1.30,-2.43
0.23,0.81,0.46,-2.21,-1.25,-1.31
0.23,0.81,0.47,-2.14,-1.25,-1.24
0.22,0.79,0.47,-1.97,-0.60,-1.53
0.22,0.79,0.47,-1.82,-0.53,-1.34
0.21,0.79,0.47,-1.85,-0.17,-2.43
0.21,0.79,0.48,-1.83,-0.32,-2.63
0.22,0.79,0.48,-1.91,-0.06,-1.95
0.22,0.80,0.47,-1.86,-0.24,-2.24
0.23,0.79,0.47,-1.25,-0.12,-2.31
0.22,0.80,0.48,-0.66,0.64,-2.15
0.22,0.80,0.47,-0.56,1.18,-1.77
0.22,0.80,0.47,-0.27,1.30,-1.89
0.21,0.80,0.47,-0.03,1.45,-1.37
0.21,0.81,0.47,-0.24,1.04,-0.27
0.21,0.80,0.46,-0.37,0.78,-0.41
0.21,0.80,0.47,-0.15,0.95,-0.85
0.21,0.81,0.46,-0.27,0.85,-0.89
0.21,0.80,0.47,-0.27,0.58,-0.98
0.20,0.80,0.48,-0.76,0.44,-0.84
0.20,0.80,0.47,-1.24,0.76,-0.92
