acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z,temp
0.17,0.88,0.39,-1.36,-0.4,0.55,32.15
0.17,0.89,0.39,-1.76,-0.26,0.29,32.25
0.17,0.89,0.39,-2.0,-0.23,-0.2,32.15
0.17,0.89,0.39,-2.87,-0.55,-0.6,32.2
0.16,0.89,0.39,-2.98,-0.52,-0.38,32.25
0.17,0.87,0.39,-2.35,-0.47,0.15,32.2
0.17,0.87,0.39,-1.83,-0.47,-0.02,32.25
0.18,0.88,0.4,-1.22,-0.79,-0.72,32.15
0.18,0.88,0.39,-0.93,-1.18,-0.89,32.11
0.19,0.88,0.4,-0.37,-1.45,-0.41,32.25
0.18,0.88,0.39,-0.4,-1.59,-0.26,32.2
0.18,0.88,0.39,-0.11,-0.98,0.53,32.25
0.17,0.88,0.38,-0.14,-0.78,0.66,32.2
0.17,0.88,0.39,-0.09,-1.1,0.06,32.2
0.17,0.89,0.4,-0.17,-1.28,-0.18,32.25
0.18,0.88,0.4,-0.17,-1.39,-0.15,32.2
0.17,0.89,0.39,-0.72,-0.72,0.21,32.25
0.17,0.88,0.38,-0.32,-0.79,-0.03,32.15
0.17,0.89,0.38,-0.34,-0.87,0.0,32.2
0.17,0.88,0.39,-0.67,-0.9,-0.02,32.15
0.17,0.88,0.39,-0.53,-0.84,0.15,32.2
0.17,0.88,0.4,0.21,-0.78,0.35,32.29
0.18,0.88,0.39,1.04,-0.92,0.09,32.25
0.17,0.88,0.39,0.87,-1.76,-0.2,32.11
0.17,0.88,0.39,0.53,-1.82,-0.15,32.25
0.17,0.88,0.39,0.31,-1.13,0.55,32.2
0.17,0.88,0.38,0.37,-0.81,0.85,32.25
0.17,0.88,0.39,0.35,-0.82,0.66,32.2
0.17,0.89,0.39,0.08,-1.45,-0.15,32.29
0.17,0.89,0.38,-0.41,-1.94,-0.7,32.15
0.18,0.88,0.38,-0.21,-1.79,-0.63,32.29
0.17,0.88,0.39,0.44,-1.48,-0.03,32.29
0.17,0.88,0.38,1.1,-1.57,0.24,32.15
0.18,0.88,0.39,1.24,-1.68,0.34,32.29
0.18,0.89,0.37,1.45,-2.17,-0.14,32.25
0.18,0.88,0.38,1.47,-2.24,-0.27,32.25
0.18,0.89,0.38,1.34,-2.11,-0.58,32.2
0.17,0.89,0.38,1.08,-1.94,-0.47,32.25
0.17,0.88,0.38,1.19,-1.51,-0.21,32.11
0.18,0.89,0.38,0.64,-0.99,-0.09,32.15
0.17,0.9,0.38,0.27,-0.82,-0.24,32.2
0.17,0.89,0.38,-0.87,-0.69,-0.76,32.11
0.17,0.89,0.38,-1.27,-0.67,-0.76,32.15
0.18,0.89,0.38,-1.48,-0.55,-0.72,32.11
0.17,0.89,0.38,-1.76,-0.41,-0.9,32.2
0.18,0.9,0.38,-2.08,-0.49,-1.21,32.15
0.18,0.89,0.39,-2.67,-0.6,-1.69,32.2
0.17,0.89,0.38,-2.6,-0.9,-1.51,32.25
0.16,0.89,0.39,-2.49,-0.81,-1.4,32.2
0.16,0.89,0.37,-2.44,-0.67,-0.82,32.2
0.17,0.88,0.39,-1.54,0.15,-0.18,32.06
0.17,0.89,0.38,-1.33,0.67,0.35,32.2
0.17,0.9,0.37,-1.77,1.07,-0.03,32.15
0.17,0.9,0.36,-1.79,0.56,-0.53,32.11
0.17,0.89,0.37,-1.82,0.14,-0.87,32.2
0.16,0.9,0.39,-1.83,0.78,-1.59,32.25
0.15,0.91,0.38,-2.43,1.45,-0.98,32.2
0.16,0.91,0.35,-1.25,2.09,-1.18,32.15
0.16,0.9,0.38,-0.96,1.13,-1.08,32.25
0.15,0.91,0.38,-1.53,1.27,0.12,32.2
0.14,0.91,0.39,-2.09,2.14,0.37,32.15
0.14,0.9,0.39,-0.41,4.15,2.9,32.11
0.15,0.91,0.38,-0.66,3.66,2.34,32.2
0.14,0.93,0.37,-2.46,0.21,0.95,32.25
0.15,0.91,0.36,-1.01,-1.27,0.35,32.11
0.17,0.88,0.34,2.38,0.31,1.54,32.25
0.16,0.89,0.36,4.24,-1.15,2.7,32.2
0.16,0.87,0.37,6.46,-1.62,4.21,32.11
0.17,0.87,0.35,10.73,-2.21,6.2,32.15
0.16,0.89,0.35,14.49,-3.59,8.47,32.11
0.16,0.86,0.37,18.84,-3.51,13.11,32.25
0.18,0.86,0.4,23.21,-2.23,17.74,32.15
0.2,0.85,0.39,27.47,0.82,21.86,32.2
0.2,0.84,0.38,29.97,-1.44,23.28,32.25
0.2,0.82,0.37,34.73,-4.76,27.04,32.2
0.21,0.77,0.38,43.48,-3.69,33.97,32.29
0.22,0.76,0.4,51.08,-2.96,41.63,32.34
0.22,0.81,0.39,53.59,-9.77,46.47,32.11
0.24,0.83,0.37,48.7,-12.46,44.06,32.15
0.25,0.84,0.35,47.56,-9.83,41.91,32.29
0.26,0.82,0.36,46.95,-6.85,42.21,32.11
0.25,0.86,0.34,45.37,-9.63,40.64,32.25
0.27,0.87,0.32,42.23,-9.83,39.73,32.2
0.27,0.9,0.32,39.65,-10.37,38.87,32.25
0.3,0.88,0.32,38.05,-6.85,40.34,32.2
0.29,0.91,0.32,34.76,-5.97,42.09,32.2
0.34,0.88,0.3,32.15,-4.37,43.48,32.2
0.35,0.9,0.28,28.7,-3.11,44.35,32.39
0.3,0.98,0.31,12.49,-3.66,39.92,32.15
0.3,1.0,0.3,11.37,0.09,41.28,32.25
0.27,1.03,0.22,9.83,-4.64,37.53,32.29
