acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z,temp
0.08,0.86,0.46,-0.43,-4.27,0.73,32.25
0.09,0.85,0.46,-0.02,-4.64,0.84,32.2
0.08,0.87,0.45,0.0,-4.82,0.6,32.15
0.08,0.87,0.45,-0.29,-5.56,0.43,32.25
0.07,0.88,0.45,-1.47,-8.14,0.11,32.2
0.06,0.91,0.43,-5.08,-12.66,-1.19,32.25
0.08,0.89,0.43,-7.62,-15.62,-2.6,32.2
0.09,0.87,0.47,-10.53,-15.91,-3.15,32.2
0.09,0.84,0.48,-9.47,-13.89,-1.88,32.06
0.11,0.84,0.47,-5.74,-10.9,-0.56,32.2
0.11,0.84,0.46,-0.02,-6.35,1.15,32.2
0.09,0.85,0.47,4.23,-3.88,3.25,32.25
0.11,0.84,0.47,5.19,-1.65,4.56,32.11
0.1,0.87,0.45,3.97,-2.11,3.27,32.15
0.1,0.87,0.45,2.52,-3.34,2.87,32.15
0.1,0.86,0.46,2.05,-2.93,2.9,32.29
0.1,0.87,0.44,0.9,-4.46,2.09,32.2
0.09,0.87,0.44,0.72,-4.93,1.98,32.25
0.11,0.86,0.46,1.65,-4.66,2.24,32.11
0.1,0.87,0.46,1.15,-5.51,3.59,32.25
0.1,0.87,0.44,1.82,-5.16,3.45,32.15
0.11,0.84,0.45,3.89,-3.89,3.65,32.29
0.12,0.85,0.45,3.65,-2.76,3.05,32.15
0.1,0.88,0.45,1.68,-4.5,3.24,32.2
0.1,0.88,0.43,-0.84,-5.69,2.44,32.2
0.1,0.89,0.45,-1.97,-7.5,2.37,32.06
0.1,0.87,0.45,-2.09,-6.64,2.66,32.29
0.12,0.85,0.46,-1.69,-5.39,1.45,32.15
0.12,0.85,0.45,-1.19,-3.85,0.95,32.25
0.14,0.85,0.44,-1.59,-1.36,-1.33,32.2
0.11,0.89,0.46,-5.76,-2.4,-1.4,32.25
0.12,0.87,0.46,-8.64,-3.07,-0.81,32.11
0.14,0.86,0.42,-8.6,-0.37,-3.4,32.15
0.14,0.85,0.43,-9.56,1.85,-5.6,32.25
0.15,0.85,0.44,-9.89,4.4,-5.28,32.2
0.16,0.83,0.44,-8.05,6.93,-3.54,32.25
