acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.14,0.87,0.38,-0.90,-2.95,1.95
0.14,0.87,0.38,-2.52,-1.71,2.70
0.15,0.88,0.39,-3.33,-0.21,3.24
0.16,0.87,0.39,-3.21,0.43,3.36
0.16,0.86,0.39,-2.60,-0.11,3.01
0.16,0.86,0.38,-1.77,-0.87,2.96
0.15,0.86,0.39,-1.24,-1.40,2.49
0.16,0.86,0.40,-1.51,-0.75,1.98
0.16,0.87,0.40,-1.85,0.78,1.53
0.16,0.86,0.40,-2.63,1.34,1.44
0.16,0.87,0.39,-2.64,1.44,1.10
0.16,0.86,0.40,-3.10,1.28,0.21
0.15,0.85,0.40,-2.53,0.52,0.63
0.16,0.85,0.38,-2.17,1.02,-1.39
0.16,0.86,0.40,-2.20,0.90,-1.13
0.16,0.85,0.40,-1.51,2.34,-1.54
0.16,0.85,0.40,-0.90,2.84,-2.63
0.16,0.84,0.40,0.47,3.30,-4.21
0.16,0.84,0.39,1.85,3.53,-6.46
0.16,0.84,0.39,3.34,3.50,-7.68
0.15,0.86,0.40,4.66,3.50,-8.20
0.15,0.86,0.40,5.13,3.44,-6.34
0.14,0.88,0.41,4.75,3.31,-5.89
0.14,0.88,0.40,3.59,2.93,-7.18
0.12,0.89,0.39,2.02,2.05,-6.70
0.12,0.88,0.38,1.34,1.30,-4.79
0.12,0.87,0.38,0.06,0.67,-3.33
0.13,0.87,0.39,-0.76,1.39,-2.67
0.14,0.87,0.38,-1.19,2.21,-2.61
0.14,0.87,0.39,-1.39,2.03,-2.75
0.15,0.86,0.39,-0.40,1.85,-5.02
0.14,0.85,0.39,0.87,1.31,-7.31
0.14,0.86,0.39,1.07,0.85,-7.50
0.12,0.86,0.38,1.82,1.31,-7.08
0.12,0.86,0.39,1.63,1.53,-6.76
0.12,0.86,0.39,0.98,3.10,-6.00
0.12,0.88,0.39,-0.41,3.98,-6.06
0.13,0.88,0.39,-1.44,4.20,-8.24
0.11,0.87,0.38,-0.55,2.09,-8.23
0.10,0.88,0.37,-0.43,-0.21,-6.46
0.11,0.88,0.38,-0.75,-1.04,-5.53
0.12,0.88,0.37,-1.25,-0.29,-3.60
0.10,0.87,0.36,-2.05,-0.44,-3.15
0.10,0.86,0.38,-2.79,-0.44,-2.60
0.09,0.87,0.39,-3.98,-1.71,-2.76
0.09,0.86,0.39,-3.36,-2.89,-2.58
0.09,0.85,0.39,-2.26,-4.34,-0.99
