acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z,temp
0.26,0.92,0.24,5.5,4.14,0.02,32.25
0.26,0.94,0.24,4.55,2.63,-0.52,32.29
0.25,0.94,0.23,2.64,1.77,-1.31,32.25
0.25,0.94,0.24,1.16,0.95,-2.87,32.39
0.25,0.93,0.24,-0.61,0.89,-4.5,32.34
0.26,0.92,0.25,-1.82,1.08,-5.59,32.34
0.27,0.92,0.25,-1.98,2.2,-5.95,32.29
0.28,0.92,0.26,-3.3,2.78,-6.14,32.34
0.29,0.92,0.25,-4.5,3.68,-6.5,32.25
0.29,0.92,0.25,-6.15,5.31,-6.02,32.2
0.29,0.93,0.24,-7.74,7.48,-5.39,32.15
0.29,0.92,0.23,-9.05,9.13,-4.99,32.29
0.28,0.91,0.24,-9.65,10.14,-4.87,32.29
0.27,0.91,0.25,-10.29,10.46,-5.3,32.15
0.27,0.91,0.26,-10.37,10.63,-5.15,32.29
0.27,0.92,0.25,-10.98,10.23,-5.33,32.2
0.24,0.93,0.26,-13.4,7.94,-6.15,32.15
0.23,0.92,0.28,-13.05,7.71,-6.03,32.29
0.22,0.92,0.28,-13.44,7.86,-5.77,32.29
0.22,0.93,0.28,-14.08,8.02,-5.63,32.34
0.22,0.92,0.28,-12.96,8.96,-5.65,32.34
0.21,0.92,0.28,-12.43,8.47,-5.91,32.29
0.21,0.93,0.28,-13.1,7.15,-6.69,32.25
0.21,0.92,0.28,-14.14,7.05,-6.49,32.29
0.2,0.92,0.29,-13.56,7.48,-5.71,32.2
0.2,0.91,0.3,-12.85,7.8,-5.63,32.25
0.2,0.92,0.3,-12.75,7.33,-5.89,32.29
0.19,0.92,0.29,-13.74,6.5,-6.6,32.29
0.19,0.92,0.28,-14.66,6.09,-7.1,32.34
0.2,0.91,0.3,-13.48,6.02,-7.31,32.29
0.2,0.9,0.3,-12.41,6.44,-7.04,32.29
0.2,0.9,0.3,-10.81,6.11,-5.76,32.25
0.21,0.9,0.3,-11.07,5.37,-7.01,32.29
