acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.11,0.81,0.50,-4.43,-0.43,1.88
0.12,0.81,0.49,-2.99,0.52,1.57
0.12,0.81,0.49,-1.22,0.11,1.80
0.12,0.81,0.50,0.11,-0.20,2.14
0.11,0.81,0.50,0.60,-0.02,1.89
0.12,0.80,0.50,1.18,0.20,1.56
0.11,0.80,0.50,0.52,1.48,1.88
0.09,0.80,0.50,0.37,1.95,1.79
0.10,0.81,0.49,0.29,2.37,0.89
0.09,0.81,0.50,0.43,1.85,0.34
0.10,0.81,0.50,0.34,1.48,0.12
0.10,0.80,0.49,0.66,1.48,-0.35
0.11,0.81,0.49,0.82,1.63,-0.41
0.11,0.82,0.49,0.41,2.49,-1.02
0.11,0.81,0.49,0.69,2.69,-1.68
0.11,0.81,0.49,1.45,2.67,-1.98
0.10,0.81,0.50,1.68,2.12,-1.92
0.08,0.82,0.49,1.48,1.89,-2.06
0.08,0.82,0.50,0.53,1.19,-1.80
0.07,0.82,0.49,0.03,0.14,-2.50
0.08,0.82,0.49,-0.31,-0.98,-1.82
0.08,0.81,0.50,-0.92,-1.89,-2.05
0.09,0.81,0.49,-1.22,-1.83,-1.89
0.09,0.82,0.48,-1.60,-1.44,-1.60
0.08,0.81,0.48,-2.52,-1.01,-0.81
0.09,0.81,0.48,-2.89,-1.02,0.24
0.09,0.82,0.48,-2.89,-1.02,0.58
0.09,0.82,0.48,-3.02,-1.44,1.18
0.08,0.81,0.49,-2.98,-1.82,1.11
0.09,0.81,0.48,-2.50,-2.17,1.27
0.09,0.81,0.49,-2.66,-2.31,1.82
0.10,0.81,0.49,-2.53,-1.83,2.40
0.10,0.81,0.49,-3.25,-1.33,2.29
0.10,0.81,0.49,-2.85,-1.22,1.98
0.10,0.81,0.49,-2.69,-1.01,1.44
0.10,0.80,0.49,-2.47,-0.73,1.11
0.10,0.80,0.49,-1.91,-0.63,0.58
0.10,0.81,0.50,-1.62,-0.78,0.35
0.10,0.81,0.49,-1.24,-1.07,-0.49
0.11,0.81,0.49,-0.92,-0.85,-0.90
0.10,0.81,0.50,-0.50,-0.85,-1.01
0.10,0.81,0.50,0.35,-0.73,-1.36
0.10,0.81,0.49,0.29,-0.92,-1.85
