acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.29,0.77,0.48,2.02,-0.87,-2.60
0.30,0.77,0.48,1.28,-0.02,-2.38
0.30,0.78,0.47,1.10,1.04,-2.06
0.31,0.77,0.47,0.89,1.07,-1.16
0.31,0.78,0.47,1.21,0.92,-0.17
0.31,0.78,0.48,1.59,0.66,0.29
0.31,0.77,0.48,2.00,0.63,0.60
0.32,0.77,0.48,1.98,0.67,0.20
0.31,0.77,0.50,1.62,1.25,-0.15
0.31,0.76,0.48,1.62,1.69,-0.60
0.32,0.77,0.49,1.21,2.41,-0.69
0.31,0.78,0.50,1.11,2.90,-1.33
0.30,0.78,0.48,0.52,2.63,-2.32
0.29,0.78,0.49,0.05,2.43,-2.53
0.30,0.77,0.49,-0.29,1.91,-2.84
0.29,0.78,0.48,0.18,0.64,-1.74
0.29,0.77,0.48,0.73,-0.14,-1.85
0.28,0.77,0.47,0.46,-0.92,-2.55
0.29,0.77,0.47,-0.53,-0.85,-2.89
0.29,0.78,0.47,-1.86,-0.90,-2.89
0.28,0.77,0.49,-2.43,-1.62,-2.05
0.28,0.77,0.48,-2.17,-2.82,-1.11
0.29,0.78,0.48,-2.47,-4.23,-0.17
0.29,0.78,0.48,-3.18,-5.50,1.21
0.29,0.77,0.48,-3.42,-5.19,1.83
0.29,0.77,0.48,-3.88,-4.92,1.66
0.29,0.77,0.48,-4.43,-4.20,1.45
0.29,0.75,0.48,-4.08,-3.76,1.95
0.29,0.77,0.48,-3.94,-3.54,2.49
0.29,0.76,0.48,-3.40,-3.79,2.41
0.29,0.76,0.48,-2.78,-4.40,1.91
0.29,0.76,0.49,-2.24,-4.66,1.57
0.30,0.76,0.49,-2.14,-4.76,1.24
0.30,0.77,0.49,-2.21,-4.50,1.01
0.30,0.77,0.50,-1.97,-4.58,0.81
0.31,0.77,0.48,-1.85,-4.24,1.33
0.31,0.76,0.49,-2.08,-4.31,1.60
0.31,0.77,0.49,-1.47,-3.94,1.82
0.31,0.76,0.50,-1.44,-3.83,2.18
0.32,0.77,0.50,-1.04,-3.50,1.57
0.30,0.77,0.48,-0.95,-3.05,1.42
0.31,0.78,0.48,-1.05,-2.38,1.39
0.31,0.77,0.47,-1.77,-1.51,2.35
0.31,0.79,0.47,-1.79,-1.16,2.60
0.31,0.77,0.47,-2.27,-1.68,3.45
0.31,0.78,0.46,-1.85,-2.92,4.40
0.30,0.78,0.48,-1.53,-3.88,4.24
0.30,0.77,0.48,-1.34,-5.18,3.69
0.30,0.77,0.48,-1.83,-5.71,2.99
0.31,0.77,0.48,-2.52,-4.99,2.47
0.31,0.77,0.47,-3.37,-4.05,2.99
0.32,0.78,0.47,-3.76,-2.93,3.10
0.32,0.77,0.47,-3.21,-4.37,3.71
