acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z,temp
0.18,0.88,0.39,-3.01,-0.27,-0.5,32.06
0.18,0.88,0.39,-3.37,0.05,-0.37,32.06
0.18,0.88,0.4,-3.65,0.09,-0.24,32.06
0.18,0.88,0.4,-3.36,0.31,-0.03,32.01
0.18,0.88,0.38,-3.21,0.5,-0.24,32.06
0.18,0.88,0.39,-3.07,0.4,-0.18,32.06
0.18,0.88,0.39,-2.69,0.06,-0.29,32.01
0.18,0.88,0.39,-2.75,-0.08,-0.32,31.97
0.18,0.88,0.39,-2.44,0.03,0.34,32.11
0.19,0.88,0.39,-1.94,0.27,0.11,32.11
0.19,0.89,0.38,-2.12,-0.18,-0.23,31.97
0.19,0.88,0.39,-1.95,-0.23,0.0,32.01
0.18,0.88,0.39,-2.37,0.34,0.73,32.01
0.17,0.88,0.39,-2.02,0.92,1.39,32.06
0.18,0.88,0.39,-2.46,0.49,1.16,32.01
0.18,0.88,0.38,-3.04,-0.03,0.24,32.11
0.18,0.88,0.39,-0.7,-0.53,0.35,32.15
0.19,0.88,0.4,-0.5,-0.82,0.21,31.97
0.18,0.88,0.4,-0.66,-0.64,0.34,32.01
0.18,0.88,0.39,-0.12,-0.64,0.58,31.97
0.18,0.88,0.39,-0.38,-0.47,0.43,32.01
0.18,0.89,0.4,-0.84,-0.6,-0.09,32.01
0.18,0.88,0.39,-1.21,-0.34,-0.15,32.06
0.18,0.89,0.39,-1.62,-0.29,0.03,32.01
0.18,0.88,0.4,-1.73,-0.05,0.17,32.01
0.18,0.88,0.38,-2.49,0.08,0.31,32.06
0.18,0.88,0.39,-2.17,0.09,0.2,32.01
0.19,0.88,0.4,-2.31,0.0,-0.17,32.11
0.17,0.89,0.39,-2.41,-0.17,-0.34,31.97
0.18,0.88,0.4,-2.05,-0.26,-0.17,32.11
0.19,0.88,0.4,-2.11,-0.12,-0.21,32.01
0.19,0.88,0.4,-1.69,-0.12,0.2,32.06
0.18,0.88,0.39,-1.48,-0.61,0.15,32.11
0.19,0.88,0.4,-0.89,-0.41,0.43,31.97
0.18,0.88,0.4,-0.93,-0.61,0.29,31.97
0.18,0.89,0.39,-1.19,-0.81,0.24,32.01
0.18,0.88,0.39,-1.19,-0.79,0.21,32.06
0.19,0.88,0.39,-0.43,-0.32,0.6,32.06
0.18,0.89,0.39,-1.19,-0.52,-0.06,32.11
