acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.36,0.84,0.28,-2.29,-0.52,2.12
0.36,0.84,0.29,-1.77,-0.17,1.50
0.35,0.84,0.29,-2.23,-0.40,1.15
0.35,0.84,0.30,-1.50,-1.56,0.38
0.35,0.85,0.30,-1.54,-2.03,-0.32
0.35,0.85,0.29,-0.84,-1.83,-0.87
0.35,0.84,0.30,-0.15,-2.06,-1.62
0.35,0.84,0.29,0.11,-2.03,-1.94
0.36,0.85,0.29,0.00,-2.31,-1.94
0.36,0.84,0.30,-0.43,-2.61,-2.23
0.36,0.84,0.29,-1.11,-2.70,-2.29
0.36,0.86,0.29,-1.11,-2.12,-1.50
0.36,0.86,0.29,-1.22,-2.12,-1.47
0.36,0.85,0.29,-1.21,-1.83,-1.30
0.35,0.85,0.29,-1.28,-2.31,-0.99
0.35,0.86,0.29,-1.05,-2.05,-0.63
0.35,0.85,0.28,-1.34,-2.02,-0.47
0.35,0.85,0.29,-1.19,-1.33,0.41
0.35,0.85,0.28,-1.11,-0.95,1.02
0.34,0.86,0.29,-1.76,-1.22,0.92
0.34,0.87,0.28,-1.94,-1.39,1.11
0.33,0.86,0.28,-2.73,-1.71,1.19
0.34,0.85,0.29,-2.81,-1.36,0.79
0.33,0.84,0.27,-2.85,-0.58,1.18
0.33,0.85,0.28,-2.78,-0.18,0.72
0.34,0.85,0.29,-2.32,-0.47,0.92
0.35,0.85,0.29,-2.24,-1.27,1.19
0.34,0.86,0.29,-1.77,-1.88,1.69
0.34,0.85,0.28,-1.50,-2.20,1.74
0.34,0.85,0.29,-1.05,-2.11,2.17
0.35,0.85,0.29,-0.81,-1.82,3.22
0.35,0.84,0.29,0.00,-1.27,3.10
0.36,0.85,0.30,-0.67,-0.73,3.51
0.37,0.84,0.29,0.31,-0.85,3.31
0.37,0.84,0.29,-0.20,-0.98,3.42
0.37,0.85,0.30,-0.08,-1.28,3.59
0.37,0.85,0.30,-0.08,-1.25,3.28
0.37,0.85,0.29,0.09,-1.40,3.04
0.37,0.85,0.28,-0.09,-1.31,2.38
0.37,0.85,0.29,-0.21,-1.73,2.12
0.36,0.85,0.30,-0.44,-2.18,1.47
0.36,0.86,0.29,-1.04,-2.14,1.37
0.36,0.85,0.30,-1.47,-2.24,1.10
0.36,0.86,0.30,-1.60,-2.08,0.53
0.36,0.85,0.29,-2.14,-1.76,0.14
0.36,0.86,0.29,-2.43,-1.05,-0.21
0.36,0.86,0.29,-2.99,-0.66,-0.02
0.36,0.85,0.29,-3.25,-0.63,-0.58
0.36,0.85,0.28,-3.80,-0.95,-0.50
