acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.19,0.81,0.41,-0.40,0.79,4.35
0.19,0.81,0.43,-2.00,-4.46,4.14
0.18,0.81,0.43,1.34,2.11,2.08
0.19,0.83,0.42,-0.43,-1.39,0.27
0.19,0.83,0.43,2.05,1.65,-1.21
0.20,0.83,0.41,1.54,0.56,-1.47
0.19,0.85,0.43,1.68,-2.60,-1.57
0.20,0.83,0.41,2.50,-2.02,-1.22
0.22,0.84,0.40,1.19,-3.83,-0.90
0.22,0.84,0.42,1.34,-0.81,-0.95
0.23,0.85,0.40,0.41,0.21,-0.41
0.22,0.85,0.41,-0.24,1.31,0.09
0.22,0.84,0.40,-0.41,1.63,0.12
0.21,0.84,0.42,-0.66,-0.08,-0.20
0.21,0.84,0.41,0.05,0.02,-1.31
0.21,0.83,0.42,0.32,-0.63,-2.14
0.20,0.83,0.41,1.28,0.00,-3.10
0.21,0.84,0.41,1.51,0.76,-2.98
0.21,0.84,0.41,1.69,1.31,-3.60
0.22,0.84,0.41,2.32,1.82,-4.26
0.22,0.84,0.41,2.84,1.44,-5.15
0.21,0.84,0.42,3.54,1.51,-6.26
0.21,0.84,0.41,3.89,1.39,-7.31
0.20,0.85,0.41,3.97,1.02,-7.66
0.19,0.84,0.42,4.03,0.73,-8.93
0.19,0.85,0.40,4.15,0.12,-11.08
0.19,0.84,0.40,4.23,-0.27,-12.03
0.18,0.85,0.40,4.23,-1.10,-12.60
0.18,0.85,0.41,4.31,-1.71,-12.79
0.18,0.85,0.40,4.21,-1.85,-12.61
0.17,0.86,0.38,3.94,-1.42,-11.34
0.19,0.86,0.38,3.31,-0.24,-9.08
0.19,0.86,0.39,2.34,-0.06,-6.82
0.19,0.86,0.40,2.18,-0.21,-6.66
0.20,0.86,0.39,2.05,-0.52,-7.39
0.19,0.87,0.38,1.60,-1.05,-5.92
0.19,0.86,0.39,0.81,0.18,-4.29
0.19,0.87,0.39,0.35,1.91,-1.47
0.20,0.86,0.40,-0.85,3.59,-0.46
0.18,0.86,0.39,-1.50,3.57,0.24
0.18,0.86,0.39,-1.65,3.28,1.28
0.18,0.86,0.39,-1.92,2.38,2.29
0.17,0.87,0.39,-2.26,2.63,3.24
0.17,0.86,0.38,-3.79,1.63,5.33
0.17,0.88,0.37,-4.96,3.53,7.80
0.19,0.87,0.40,-7.05,3.57,11.05
0.19,0.84,0.41,-6.55,4.64,9.30
0.18,0.84,0.39,-5.54,4.66,6.92
0.17,0.84,0.39,-4.49,3.50,7.10
0.17,0.86,0.39,-4.79,2.61,9.48
0.17,0.87,0.40,-6.43,1.50,9.60
0.17,0.87,0.41,-7.39,1.53,11.31
0.17,0.88,0.39,-9.05,1.47,15.16
0.16,0.87,0.38,-11.24,0.53,20.15
0.17,0.89,0.38,-13.39,1.11,27.34
0.17,0.92,0.38,-17.79,-2.84,39.48
0.21,0.91,0.37,-21.94,0.23,50.26
0.21,0.83,0.44,-24.17,-1.05,55.30
0.22,0.77,0.44,-20.46,3.82,47.27
0.24,0.77,0.41,-17.25,4.49,37.15
0.87,0.56,0.31,2.26,26.20,74.53
0.17,0.90,0.41,-15.76,4.00,27.37
0.22,0.84,0.52,-8.58,3.50,22.58
0.24,0.81,0.48,-7.04,-0.99,17.39
0.23,0.82,0.40,-8.14,-1.95,16.02
0.25,0.78,0.41,-7.98,-1.65,12.49
0.26,0.79,0.44,-6.27,0.00,8.81
0.26,0.81,0.43,-5.31,0.95,7.77
0.27,0.80,0.43,-4.17,0.96,4.27
0.26,0.80,0.43,-2.99,0.08,2.85
0.25,0.81,0.44,-1.88,-1.11,0.15
0.26,0.81,0.43,-1.68,-0.89,0.61
0.26,0.80,0.43,-1.47,0.12,-0.70
0.26,0.81,0.43,-0.78,1.07,-3.05
0.26,0.80,0.43,0.05,1.71,-5.28
0.25,0.81,0.44,1.15,0.56,-5.21
0.25,0.82,0.43,1.76,-0.35,-4.31
0.24,0.84,0.42,1.01,-1.39,-1.11
0.24,0.84,0.44,-0.49,-2.15,1.18
0.23,0.83,0.43,-1.57,-0.84,3.04
0.24,0.82,0.42,-3.16,-1.28,2.69
0.24,0.80,0.44,-2.37,-1.16,0.27
0.24,0.78,0.43,-0.67,-2.35,-3.28
0.22,0.80,0.43,0.27,-4.89,-6.18
0.19,0.79,0.44,1.80,-9.10,-11.39
0.17,0.78,0.45,3.73,-13.77,-16.79
0.15,0.78,0.46,4.50,-17.18,-21.18
0.14,0.80,0.45,2.46,-17.18,-21.56
0.18,0.85,0.41,-4.24,-12.92,-23.94
0.11,0.92,0.40,-17.85,-21.04,-48.38
0.18,0.87,0.43,-18.35,-23.44,-34.06
0.17,0.79,0.45,-15.37,-37.37,-51.57
0.20,0.90,0.45,-15.24,-51.02,-53.77
0.32,0.99,0.50,-20.40,-49.88,-52.70
0.33,0.90,0.47,-24.85,-44.00,-57.22
0.32,0.87,0.39,-23.77,-34.84,-53.34
0.23,0.84,0.41,-23.77,-37.56,-46.67
0.28,0.82,0.37,-19.59,-25.63,-35.76
0.29,0.88,0.42,-24.44,-23.34,-31.53
0.18,0.83,0.43,-23.66,-19.97,-22.46
0.20,0.79,0.45,-20.14,-19.33,-14.75
0.20,0.78,0.43,-13.77,-18.11,-7.79
0.23,0.80,0.45,-11.31,-21.92,-4.27
0.24,0.80,0.45,-9.83,-15.02,-5.65
0.24,0.78,0.44,-9.95,-11.18,-6.84
0.25,0.77,0.44,-8.17,-6.53,-7.98
0.27,0.81,0.46,-6.99,-2.76,-2.53
0.24,0.81,0.45,-5.82,0.06,0.24
0.23,0.78,0.45,-3.63,-0.14,4.29
0.23,0.83,0.46,-3.73,1.79,6.82
0.23,0.80,0.46,-2.60,5.47,6.75
0.24,0.79,0.46,-1.33,7.28,7.21
0.22,0.82,0.46,-0.55,8.03,9.92
0.19,0.80,0.44,0.82,6.90,9.11
0.21,0.79,0.45,1.76,4.82,8.15
0.22,0.82,0.44,2.21,7.94,8.90
0.19,0.81,0.42,1.56,7.45,8.27
0.21,0.80,0.45,1.95,9.19,8.73
0.21,0.83,0.47,1.51,11.86,7.80
0.18,0.81,0.44,0.64,12.21,5.19
0.20,0.80,0.44,0.87,8.90,5.80
0.23,0.80,0.45,2.66,10.37,6.90
0.24,0.80,0.46,3.60,11.92,7.07
0.26,0.80,0.45,4.55,18.50,7.97
0.26,0.78,0.43,5.65,23.21,8.53
0.25,0.76,0.44,9.11,23.59,7.94
0.24,0.75,0.47,15.88,23.02,8.72
0.22,0.74,0.46,23.95,21.15,8.15
0.18,0.72,0.45,33.18,20.73,5.01
0.21,0.73,0.41,39.94,21.83,-0.49
0.21,0.77,0.40,43.01,25.39,-5.25
0.18,0.84,0.40,42.20,28.18,-8.70
0.17,0.89,0.41,38.03,29.13,-10.60
0.13,0.93,0.44,32.35,24.92,-9.94
0.16,0.95,0.42,26.63,22.96,-9.48
0.17,0.96,0.41,20.23,18.55,-7.08
0.15,0.94,0.42,14.66,13.60,-4.23
0.15,0.91,0.40,10.43,11.50,-3.02
0.15,0.88,0.39,7.44,9.60,-2.95
0.15,0.86,0.41,6.09,8.02,-5.28
0.14,0.85,0.40,5.15,6.69,-6.69
0.14,0.85,0.38,5.05,6.43,-5.48
0.14,0.86,0.39,3.31,4.96,-2.70
0.16,0.87,0.41,1.71,4.96,-1.47
0.18,0.88,0.41,0.18,6.35,-2.52
0.18,0.87,0.43,-0.93,6.06,-5.98
0.18,0.86,0.39,-0.52,4.96,-9.30
0.17,0.87,0.38,-1.05,3.25,-12.03
0.17,0.87,0.40,-0.99,1.53,-12.34
0.16,0.86,0.39,-1.22,1.37,-12.09
0.14,0.88,0.39,-3.21,0.87,-11.80
0.15,0.89,0.39,-5.34,2.27,-11.66
0.14,0.87,0.38,-7.53,3.59,-10.81
0.12,0.86,0.38,-8.69,4.17,-8.35
0.13,0.85,0.40,-9.36,4.53,-7.60
0.12,0.83,0.40,-7.63,3.62,-3.53
0.12,0.82,0.39,-5.21,2.14,-0.66
0.12,0.82,0.41,-3.33,0.15,1.15
0.13,0.85,0.42,-2.11,-0.37,-0.03
0.13,0.84,0.42,-2.27,0.40,-1.54
0.12,0.84,0.41,-1.51,-0.99,-1.62
0.12,0.85,0.41,-1.01,-2.03,-1.62
0.14,0.86,0.40,-1.54,-2.40,-3.65
0.13,0.86,0.39,-1.62,-2.34,-4.15
0.14,0.85,0.40,-2.09,-2.90,-4.03
0.13,0.86,0.39,-1.76,-3.33,-3.45
0.13,0.85,0.41,-1.37,-5.15,-2.53
0.11,0.85,0.41,-0.69,-6.17,-2.64
0.13,0.85,0.41,-0.44,-6.32,-3.54
0.12,0.84,0.41,0.08,-6.72,-2.44
0.12,0.84,0.41,0.50,-7.54,0.12
0.12,0.84,0.41,0.47,-7.47,-0.06
0.12,0.86,0.39,0.55,-8.43,0.55
0.12,0.87,0.39,-0.60,-11.47,2.17
0.11,0.91,0.39,-3.34,-15.76,5.31
0.10,0.91,0.41,-5.91,-20.20,6.46
0.11,0.89,0.42,-8.55,-22.81,7.11
0.11,0.87,0.42,-10.72,-25.66,9.68
0.12,0.84,0.41,-11.16,-26.00,9.62
0.13,0.82,0.41,-10.37,-25.25,9.85
0.12,0.83,0.39,-11.02,-26.47,15.02
0.08,0.84,0.39,-12.09,-29.10,19.74
0.13,0.87,0.42,-15.45,-28.61,21.57
0.13,0.90,0.37,-21.66,-27.18,19.71
0.17,0.93,0.39,-28.82,-27.83,20.21
0.19,0.99,0.43,-39.36,-29.56,15.82
0.26,0.86,0.41,-39.37,-24.89,4.95
0.34,0.86,0.35,-40.03,-20.95,-6.18
0.26,0.79,0.40,-37.83,-24.66,-14.61
0.35,0.78,0.40,-29.13,-11.60,-5.80
0.22,0.76,0.45,-25.28,-20.18,-0.29
0.31,0.85,0.42,-23.85,-4.66,4.89
0.28,0.87,0.50,-28.76,-2.96,-1.04
0.24,0.79,0.47,-20.93,0.99,-2.46
0.27,0.78,0.45,-15.51,-7.88,-1.39
0.24,0.77,0.46,-8.09,-10.35,-1.15
0.22,0.79,0.46,-5.76,-12.23,0.29
0.24,0.82,0.47,-5.91,-7.42,4.55
0.23,0.79,0.46,-6.29,-0.58,2.70
0.22,0.78,0.44,-5.47,1.76,3.66
0.24,0.74,0.45,-1.13,3.69,4.64
0.24,0.79,0.46,1.69,3.57,2.96
0.21,0.81,0.45,3.44,4.76,3.19
0.20,0.83,0.45,2.43,3.92,3.68
0.20,0.80,0.44,2.79,6.14,3.27
0.19,0.81,0.44,1.71,6.46,1.56
0.21,0.82,0.46,1.28,8.56,2.35
0.21,0.80,0.45,1.82,10.09,1.25
0.21,0.79,0.45,3.33,9.85,-0.20
0.18,0.80,0.44,3.92,6.81,-4.92
0.22,0.83,0.47,3.69,7.05,0.95
0.21,0.83,0.44,3.74,9.30,1.15
0.22,0.82,0.44,2.75,9.45,1.18
0.19,0.81,0.43,2.31,10.55,2.17
0.19,0.83,0.44,1.48,9.19,4.82
0.20,0.84,0.45,0.89,9.15,5.69
0.20,0.84,0.45,0.02,8.18,4.95
0.21,0.82,0.44,0.35,8.84,4.41
0.22,0.80,0.45,1.39,9.25,4.46
0.21,0.82,0.44,2.03,10.06,5.39
0.20,0.81,0.45,2.60,10.82,6.11
0.21,0.79,0.45,3.65,11.80,5.91
0.22,0.78,0.44,6.55,13.73,5.62
0.21,0.75,0.42,11.28,15.51,5.91
0.20,0.75,0.44,16.05,15.47,6.46
0.20,0.79,0.45,18.61,15.92,5.76
0.19,0.87,0.45,16.31,15.44,7.30
0.19,0.88,0.46,13.63,17.16,7.40
0.21,0.86,0.44,10.93,16.82,5.28
0.21,0.85,0.43,9.88,14.58,3.45
0.20,0.84,0.43,10.56,12.69,2.52
0.20,0.83,0.43,11.33,11.21,2.64
0.20,0.84,0.44,11.15,10.37,3.57
0.20,0.84,0.44,10.95,10.49,4.96
0.19,0.84,0.44,10.50,10.76,5.60
0.17,0.85,0.44,9.65,8.90,4.89
0.16,0.83,0.43,8.85,7.97,4.17
0.18,0.83,0.43,8.40,7.94,3.62
0.18,0.83,0.43,8.47,8.35,4.15
0.18,0.83,0.42,8.63,8.99,4.55
0.18,0.84,0.39,8.14,9.16,3.47
0.18,0.85,0.40,7.04,8.52,3.15
0.18,0.85,0.42,6.31,9.15,3.51
0.17,0.85,0.42,4.95,9.39,3.36
0.18,0.85,0.44,4.08,9.08,3.74
0.17,0.85,0.44,3.59,7.63,3.11
0.17,0.85,0.42,3.22,6.98,4.18
0.16,0.84,0.41,2.72,5.60,1.97
0.16,0.84,0.43,2.14,3.83,0.31
0.18,0.84,0.43,2.35,3.44,-0.96
0.19,0.84,0.42,2.17,3.31,-1.04
0.19,0.84,0.43,1.97,3.73,-0.35
0.19,0.85,0.41,1.74,4.23,-0.17
0.19,0.85,0.41,1.39,3.66,0.00
0.18,0.85,0.41,1.21,2.87,-0.02
0.17,0.86,0.41,0.50,1.57,-1.05
0.18,0.84,0.42,0.26,-0.34,-1.91
0.17,0.85,0.40,0.44,-0.12,-1.83
0.17,0.85,0.41,-0.58,-0.38,-0.52
0.18,0.85,0.42,-0.89,0.34,-0.63
0.17,0.84,0.42,-0.50,0.70,-0.12
0.16,0.84,0.42,-0.15,-0.43,0.99
0.17,0.84,0.41,0.50,-0.35,1.37
0.18,0.86,0.40,0.08,0.00,2.17
0.18,0.87,0.40,-1.54,0.09,3.04
0.18,0.86,0.42,-2.90,-0.20,4.00
0.18,0.85,0.41,-2.52,-0.75,3.33
0.19,0.85,0.40,-2.95,-1.89,5.15
0.19,0.84,0.41,-3.02,-2.60,6.73
0.19,0.84,0.41,-2.81,-2.12,6.67
0.19,0.85,0.40,-3.31,-1.45,7.40
0.18,0.85,0.41,-4.27,-1.40,7.68
0.18,0.85,0.42,-4.44,-1.80,6.35
0.18,0.84,0.42,-3.50,-2.95,3.30
0.19,0.84,0.41,-3.02,-3.91,2.82
0.20,0.84,0.42,-3.02,-4.23,3.40
0.20,0.83,0.42,-2.47,-3.34,4.53
0.20,0.84,0.42,-2.63,-2.76,4.05
0.19,0.83,0.42,-2.50,-1.88,3.05
0.20,0.83,0.41,-2.50,-1.60,2.41
0.20,0.86,0.40,-3.33,-1.48,3.69
0.20,0.83,0.42,-2.96,-2.23,2.56
0.19,0.83,0.42,-1.86,-2.43,0.75
0.21,0.84,0.41,-1.77,-2.67,-0.60
0.20,0.83,0.41,-0.92,-2.35,-2.53
0.20,0.82,0.42,0.32,-2.35,-4.61
0.20,0.83,0.42,1.18,-2.18,-5.80
0.20,0.84,0.42,1.51,-2.34,-6.15
0.19,0.84,0.43,1.65,-2.69,-5.60
0.19,0.83,0.41,1.83,-2.14,-4.73
0.19,0.84,0.39,1.85,-1.83,-4.87
0.19,0.84,0.41,1.79,-1.33,-4.23
0.19,0.84,0.41,1.92,-1.18,-4.21
0.19,0.84,0.41,1.76,-1.16,-4.15
0.20,0.85,0.41,1.47,-1.36,-3.53
0.20,0.85,0.40,1.45,-0.92,-3.39
0.19,0.85,0.41,1.11,-0.47,-2.82
0.19,0.85,0.40,1.33,-0.03,-1.98
0.19,0.84,0.40,1.40,0.06,-0.56
0.19,0.85,0.41,1.11,0.55,-0.09
0.20,0.86,0.41,0.73,0.96,0.05
