acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z,temp
0.24,0.94,0.19,2.18,-3.45,4.15,31.64
0.25,0.92,0.18,2.75,-2.93,5.13,31.68
0.26,0.93,0.2,1.86,-0.95,5.21,31.64
0.25,0.93,0.2,0.47,0.24,4.14,31.59
0.25,0.93,0.21,0.72,0.06,3.95,31.73
0.24,0.94,0.22,-0.82,-0.24,3.31,31.73
0.24,0.93,0.21,-0.21,0.47,3.59,31.68
0.25,0.92,0.2,2.98,1.37,4.37,31.73
0.23,0.93,0.22,2.55,0.84,3.65,31.73
0.23,0.93,0.21,2.03,0.2,3.5,31.68
0.25,0.92,0.19,3.21,-0.09,4.15,31.73
0.24,0.94,0.2,1.11,-0.09,2.84,31.73
0.24,0.94,0.2,-0.92,0.06,2.26,31.68
0.24,0.92,0.21,-0.35,-0.93,2.12,31.64
0.24,0.93,0.22,-0.49,-1.66,1.92,31.78
0.24,0.93,0.21,0.64,-2.05,2.21,31.78
0.23,0.92,0.21,1.34,-8.32,9.08,31.78
0.2,0.95,0.23,1.22,-9.89,11.24,31.64
0.2,0.95,0.2,1.68,-11.94,12.64,31.78
0.22,0.94,0.2,2.85,-13.53,14.76,31.59
0.21,0.94,0.19,3.25,-14.34,17.3,31.73
0.24,0.94,0.16,2.31,-17.57,19.31,31.78
0.27,0.91,0.17,2.4,-17.44,21.66,31.68
0.26,0.94,0.14,0.81,-17.22,24.89,31.73
0.37,0.89,0.13,3.02,-13.37,25.86,31.68
0.34,0.91,0.21,2.31,-9.36,26.09,31.64
0.35,0.86,0.23,4.31,-7.42,26.89,31.68
0.36,0.82,0.22,12.21,-4.23,30.37,31.68
0.36,0.82,0.19,20.58,-0.14,33.74,31.73
0.36,0.86,0.15,23.6,2.7,33.47,31.64
0.34,0.92,0.13,18.61,3.57,29.13,31.68
0.34,0.91,0.14,11.73,4.85,27.02,31.64
0.34,0.9,0.16,6.84,7.05,24.75,31.78
0.33,0.89,0.16,6.12,6.58,21.91,31.68
0.34,0.86,0.17,8.85,6.5,18.67,31.73
0.35,0.83,0.21,14.34,8.49,17.22,31.64
0.38,0.83,0.22,19.83,10.61,17.69,31.78
0.4,0.86,0.22,21.5,13.4,16.12,31.64
0.38,0.89,0.25,21.74,14.67,13.22,31.68
0.35,0.88,0.23,25.53,13.88,14.05,31.59
0.35,0.93,0.22,27.34,14.66,10.41,31.73
0.37,0.95,0.17,29.45,17.71,3.11,31.68
0.36,1.0,0.13,26.6,21.95,-9.24,31.68
0.32,1.05,0.08,17.4,25.66,-21.36,31.73
0.32,1.13,0.14,0.72,34.52,-50.78,31.68
0.29,1.1,0.03,-12.06,42.6,-72.9,31.68
0.28,1.1,0.03,-38.38,43.08,-98.72,31.73
0.39,1.08,-0.03,-71.74,49.47,-110.67,31.68
0.15,1.02,0.04,-87.48,38.0,-101.77,31.68
0.06,0.97,0.16,-88.32,26.27,-70.75,31.73
-0.01,1.01,0.16,-85.42,1.16,-40.06,31.78
0.07,1.03,0.27,-100.43,-16.98,-37.6,31.73
0.21,0.93,0.34,-89.59,-7.27,-28.55,31.64
0.26,0.94,0.34,-73.76,6.2,-36.56,31.78
0.16,0.93,0.33,-46.23,15.63,-50.96,31.82
0.17,0.86,0.24,-2.66,18.81,-24.47,31.73
0.18,0.9,0.3,19.45,17.53,-21.59,31.78
0.21,0.9,0.26,21.39,22.76,-22.72,31.73
0.19,0.94,0.22,14.11,15.08,-26.61,31.73
0.16,0.92,0.22,3.73,6.85,-27.21,31.68
0.17,0.91,0.27,-6.69,-0.67,-28.24,31.73
0.21,0.87,0.24,-11.94,-2.87,-27.18,31.73
0.18,0.94,0.24,-16.27,-8.05,-29.48,31.68
0.15,0.92,0.28,-14.43,-12.49,-30.76,31.64
0.15,0.94,0.25,-10.46,-9.8,-34.35,31.73
0.16,0.94,0.26,-7.82,-10.24,-35.53,31.68
0.16,0.95,0.29,-14.11,-8.63,-34.95,31.82
0.15,0.98,0.28,-26.58,-11.25,-37.62,31.73
0.14,0.94,0.25,-34.35,-14.17,-40.06,31.68
0.15,0.92,0.28,-38.38,-15.59,-40.46,31.73
0.13,0.91,0.33,-39.24,-16.0,-38.46,31.64
0.15,0.94,0.31,-41.1,-12.96,-37.25,31.68
0.14,0.93,0.29,-44.43,-13.48,-39.94,31.73
0.13,0.91,0.28,-44.41,-11.33,-40.24,31.87
0.17,0.89,0.26,-38.03,-7.34,-33.73,31.78
