acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.14,0.85,0.40,-0.06,-3.98,0.96
0.15,0.85,0.38,-1.21,-4.05,0.93
0.14,0.86,0.41,-1.86,-2.64,0.26
0.14,0.85,0.40,-2.11,-1.42,0.56
0.15,0.85,0.39,-2.35,-1.45,0.60
0.14,0.86,0.39,-1.97,-1.91,0.47
0.15,0.86,0.39,-1.60,-3.01,0.67
0.16,0.85,0.40,-1.21,-3.48,0.81
0.16,0.85,0.40,-1.10,-3.10,0.41
0.16,0.85,0.41,-1.10,-2.70,0.05
0.15,0.85,0.41,-0.93,-1.95,0.21
0.16,0.86,0.40,-1.24,-2.11,0.53
0.15,0.86,0.40,-1.63,-2.31,0.61
0.15,0.85,0.40,-2.20,-2.55,0.44
0.16,0.86,0.40,-2.79,-2.38,0.41
0.16,0.86,0.40,-3.18,-1.56,-0.21
0.16,0.86,0.39,-3.27,-0.95,-0.99
0.16,0.85,0.40,-3.02,-0.99,-1.37
0.15,0.84,0.40,-1.91,-1.16,-1.42
0.15,0.85,0.40,-1.25,-1.16,-1.73
0.16,0.85,0.40,-0.61,-0.98,-2.46
0.16,0.85,0.40,0.06,-0.29,-3.19
0.16,0.85,0.40,0.21,0.34,-3.77
0.16,0.85,0.40,0.72,1.36,-4.40
0.15,0.86,0.39,0.76,1.50,-4.64
0.16,0.84,0.40,1.05,1.73,-4.66
0.16,0.85,0.40,1.48,1.77,-4.09
0.15,0.85,0.40,1.66,1.86,-4.26
0.14,0.86,0.39,1.28,2.00,-4.23
0.14,0.86,0.41,0.95,1.65,-4.61
0.14,0.85,0.41,1.57,0.93,-6.14
0.14,0.86,0.40,1.79,0.46,-5.77
0.14,0.86,0.39,1.95,0.46,-4.40
0.14,0.86,0.39,1.73,0.82,-3.27
0.15,0.87,0.38,1.08,1.79,-2.73
0.14,0.87,0.39,0.73,2.38,-2.18
0.15,0.86,0.39,0.47,2.43,-1.85
0.14,0.87,0.39,0.05,2.35,-1.15
0.14,0.89,0.39,-0.87,1.71,0.02
0.13,0.89,0.39,-2.05,1.69,0.49
0.13,0.89,0.39,-4.15,1.62,1.69
0.14,0.87,0.39,-5.31,2.21,1.40
0.14,0.86,0.39,-5.37,1.56,1.59
0.14,0.85,0.40,-4.66,1.65,0.47
0.13,0.84,0.40,-3.66,0.66,-0.32
0.13,0.85,0.40,-2.95,0.21,-0.41
0.14,0.86,0.40,-2.81,-0.12,-0.15
0.13,0.87,0.39,-3.48,0.24,-0.12
0.14,0.88,0.41,-4.32,0.81,1.02
0.13,0.88,0.40,-5.76,0.66,2.06
0.13,0.87,0.40,-6.37,0.53,3.89
0.14,0.85,0.41,-6.02,0.02,4.96
0.14,0.84,0.41,-5.21,-0.29,4.44
0.14,0.85,0.41,-4.67,-0.11,3.88
0.14,0.85,0.42,-4.50,0.29,3.30
0.15,0.86,0.41,-4.81,-0.06,2.84
0.13,0.86,0.40,-4.89,-0.14,3.07
0.14,0.85,0.41,-4.05,-0.11,3.53
0.15,0.85,0.41,-3.42,0.00,2.92
0.15,0.84,0.40,-2.46,0.35,2.63
0.14,0.84,0.39,-1.63,0.41,2.53
0.14,0.84,0.41,-1.54,0.09,1.74
0.15,0.85,0.41,-1.34,0.56,1.95
0.13,0.86,0.40,-1.63,0.46,2.81
0.13,0.86,0.39,-2.50,0.24,4.64
0.13,0.87,0.40,-3.50,0.61,5.33
0.14,0.86,0.40,-3.53,0.37,5.62
0.15,0.85,0.39,-2.95,-0.02,6.44
0.16,0.84,0.41,-2.47,0.47,6.46
0.16,0.84,0.41,-1.82,1.56,6.78
0.17,0.84,0.41,-1.44,2.81,5.85
0.16,0.85,0.42,-0.53,3.98,2.84
0.16,0.85,0.39,0.27,4.44,2.47
0.15,0.86,0.39,-0.24,3.27,3.08
0.15,0.86,0.40,-0.09,3.80,3.80
0.15,0.86,0.41,-0.90,3.68,3.80
0.15,0.84,0.39,-0.50,5.36,2.79
0.15,0.86,0.39,-0.92,5.31,3.10
0.13,0.87,0.39,-1.45,4.85,5.16
0.14,0.87,0.40,-1.92,3.51,5.73
0.14,0.87,0.41,-2.61,2.24,7.92
0.15,0.87,0.40,-3.24,2.29,9.91
0.15,0.85,0.40,-3.69,3.01,10.92
0.16,0.84,0.39,-3.73,3.89,10.17
0.17,0.84,0.40,-2.84,4.43,9.01
0.16,0.84,0.40,-1.89,4.37,7.69
0.14,0.86,0.40,-2.06,4.44,7.51
0.14,0.85,0.41,-2.44,3.54,7.10
0.15,0.86,0.41,-2.43,4.56,8.21
0.15,0.86,0.41,-3.19,4.78,7.11
0.16,0.83,0.43,-9.27,0.78,-0.87
0.05,0.90,0.35,-3.36,8.29,2.35
0.18,0.85,0.41,-4.35,7.47,8.17
0.17,0.85,0.44,-2.46,6.85,10.72
0.17,0.83,0.42,0.18,3.62,11.44
0.15,0.81,0.41,2.64,1.22,10.06
0.13,0.83,0.40,2.84,0.44,8.21
0.11,0.85,0.40,1.02,0.79,6.84
0.11,0.85,0.43,-1.25,0.43,3.98
0.10,0.84,0.43,-3.69,-2.70,-1.79
