acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z,temp
0.17,0.89,0.37,-0.82,-0.2,0.17,32.25
0.18,0.89,0.36,-0.79,-0.27,0.18,32.2
0.17,0.89,0.37,-0.87,0.02,0.31,32.34
0.17,0.89,0.37,-0.78,-0.02,0.27,32.34
0.17,0.89,0.36,-0.85,-0.06,0.4,32.39
0.17,0.89,0.36,-0.92,-0.12,0.44,32.34
0.18,0.89,0.36,-1.57,0.02,0.44,32.29
0.17,0.89,0.37,-2.55,-0.79,-0.18,32.29
0.17,0.9,0.36,-2.21,-0.58,0.32,32.34
0.17,0.89,0.37,-2.32,-0.46,0.17,32.29
0.17,0.89,0.37,-1.08,0.29,0.58,32.29
0.17,0.89,0.36,-1.39,0.35,0.46,32.34
0.17,0.9,0.37,-1.88,-0.08,0.4,32.2
0.17,0.9,0.37,-2.03,-0.06,0.37,32.29
0.17,0.9,0.37,-2.24,-0.09,0.0,32.29
0.17,0.9,0.37,-1.97,0.41,0.5,32.29
0.18,0.89,0.37,-1.5,-0.06,0.87,32.29
0.17,0.9,0.36,-1.04,-0.08,0.84,32.34
0.17,0.89,0.37,-1.34,-0.2,0.55,32.34
0.18,0.89,0.36,-1.48,-0.34,0.46,32.29
0.17,0.89,0.35,-1.77,-0.29,0.34,32.25
0.17,0.9,0.36,-2.06,-0.06,0.24,32.2
0.16,0.9,0.37,-3.16,0.26,-0.02,32.29
0.17,0.89,0.37,-3.27,0.44,0.44,32.15
0.16,0.89,0.37,-3.54,0.27,0.66,32.25
0.17,0.89,0.37,-3.27,0.06,0.61,32.29
0.18,0.89,0.37,-2.87,0.03,0.47,32.25
0.18,0.89,0.37,-2.49,0.24,0.76,32.29
0.19,0.88,0.38,-1.92,0.64,0.98,32.29
0.18,0.88,0.37,-1.5,1.01,2.17,32.25
0.17,0.89,0.37,-1.54,1.16,2.53,32.25
0.17,0.89,0.37,-1.77,1.1,2.5,32.29
0.17,0.89,0.37,-1.45,0.92,2.11,32.34
0.17,0.89,0.36,-1.33,0.69,1.71,32.29
0.17,0.9,0.37,-2.05,0.55,0.81,32.29
0.16,0.9,0.37,-3.07,0.72,0.29,32.44
0.17,0.9,0.37,-2.92,0.53,0.63,32.29
