acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.40,0.84,0.26,-3.76,2.75,-0.05
0.40,0.84,0.27,-3.18,3.01,-0.26
0.40,0.84,0.27,-3.11,3.05,-0.56
0.40,0.83,0.27,-2.85,2.37,-0.38
0.39,0.83,0.27,-3.45,2.05,-0.27
0.39,0.83,0.28,-3.51,1.19,-0.92
0.39,0.84,0.28,-2.72,0.38,-1.04
0.39,0.83,0.28,-2.12,0.43,-1.04
0.40,0.84,0.27,-2.05,1.05,-0.32
0.40,0.83,0.28,-1.89,1.47,-0.34
0.40,0.83,0.28,-2.63,1.33,-0.43
0.40,0.84,0.27,-2.93,0.69,-0.69
0.40,0.83,0.27,-2.60,0.58,-0.87
0.40,0.84,0.28,-2.26,0.44,-0.53
0.40,0.84,0.28,-1.86,0.84,-0.37
0.39,0.84,0.28,-1.59,1.28,-0.38
0.40,0.83,0.28,-1.73,1.79,-0.50
0.40,0.83,0.28,-1.10,1.83,0.03
0.41,0.83,0.27,-0.64,1.39,0.99
0.40,0.84,0.28,-0.87,0.67,0.90
0.39,0.84,0.27,-0.84,0.18,0.73
0.39,0.84,0.27,-0.92,-0.31,0.82
0.39,0.84,0.29,-1.37,-0.21,0.81
0.38,0.84,0.29,-1.40,-0.21,0.23
0.38,0.83,0.29,-1.34,-0.52,0.02
0.38,0.84,0.28,-0.46,0.02,0.26
0.39,0.84,0.28,0.02,0.17,0.18
0.40,0.84,0.27,-0.05,0.46,0.18
0.40,0.84,0.27,-0.44,0.21,0.02
0.39,0.83,0.27,-0.87,-0.47,-0.52
0.39,0.83,0.27,-1.04,-1.15,-0.31
0.40,0.85,0.28,-0.76,-1.05,0.24
0.39,0.84,0.28,-0.72,-0.81,0.06
0.40,0.83,0.27,-0.96,0.14,-0.31
0.40,0.84,0.27,-0.99,-0.02,-0.21
0.40,0.84,0.28,-1.25,-0.24,-0.03
0.40,0.83,0.28,-1.56,-0.78,0.02
0.39,0.84,0.27,-2.05,-1.08,0.17
0.39,0.84,0.28,-2.11,-0.81,-0.11
0.40,0.85,0.27,-2.11,-0.66,0.26
0.39,0.84,0.28,-2.31,-0.15,0.31
0.40,0.84,0.27,-1.94,0.17,0.52
0.40,0.84,0.27,-2.00,0.50,0.63
0.39,0.83,0.28,-2.17,0.23,0.50
0.40,0.84,0.27,-2.46,0.00,0.53
0.40,0.84,0.27,-2.20,0.27,0.60
0.39,0.84,0.27,-2.32,0.40,0.35
0.39,0.84,0.28,-2.31,0.47,0.64
0.39,0.84,0.28,-2.44,0.41,0.40
0.39,0.84,0.28,-2.38,0.53,0.43
0.39,0.84,0.29,-2.29,0.05,0.21
0.39,0.83,0.27,-2.12,-0.15,0.34
0.40,0.84,0.28,-1.82,0.24,0.53
0.39,0.84,0.28,-2.08,-0.17,0.53
0.39,0.84,0.27,-1.44,-0.31,0.64
0.39,0.84,0.27,-1.54,-0.40,0.34
0.40,0.84,0.28,-1.57,-0.20,0.35
0.39,0.84,0.28,-1.31,-0.27,0.38
0.39,0.84,0.28,-1.37,-0.18,0.32
0.40,0.84,0.28,-1.30,-0.43,0.14
0.39,0.84,0.28,-1.68,-0.38,0.02
0.39,0.84,0.28,-1.39,-0.50,-0.12
0.39,0.84,0.28,-1.71,-0.79,0.08
0.39,0.83,0.28,-1.48,-0.52,-0.03
0.39,0.84,0.27,-1.77,-0.47,-0.14
0.40,0.85,0.27,-1.62,-0.52,-0.11
0.39,0.84,0.28,-1.80,-0.15,-0.06
0.39,0.84,0.27,-1.69,-0.66,0.32
0.39,0.84,0.27,-1.36,-0.37,0.23
0.40,0.84,0.27,-1.66,-0.29,-0.15
0.39,0.84,0.28,-1.91,-0.21,-1.19
0.39,0.83,0.28,-2.05,0.00,-1.16
0.39,0.84,0.28,-1.77,-0.56,-0.34
0.38,0.84,0.28,-2.44,-1.68,-1.13
0.39,0.84,0.29,-2.44,-1.44,-0.29
0.40,0.84,0.28,-1.57,-1.28,0.00
0.39,0.85,0.26,-4.00,-0.84,1.30
0.37,0.83,0.28,-4.98,-2.63,0.34
0.39,0.84,0.28,-3.53,-3.36,0.32
0.38,0.84,0.28,-3.62,-2.66,-1.25
0.39,0.85,0.28,-3.22,-1.07,-3.08
0.40,0.85,0.30,-2.99,0.41,-2.31
0.39,0.84,0.27,-2.70,-0.46,-1.42
0.38,0.82,0.28,-2.67,-1.91,-1.57
0.39,0.83,0.27,-2.92,-3.33,-2.20
0.38,0.84,0.27,-2.66,-3.83,-2.31
0.40,0.84,0.29,-2.49,-3.04,-0.98
0.39,0.84,0.28,-1.39,-2.21,-0.99
0.39,0.84,0.28,-1.73,-0.98,-2.12
0.38,0.83,0.28,-2.06,-1.86,-2.73
0.39,0.84,0.28,-2.90,-2.99,-2.72
0.38,0.84,0.28,-2.18,-4.14,-2.40
0.39,0.84,0.29,-2.92,-3.92,-2.05
0.36,0.85,0.29,-4.03,-4.11,-2.61
0.37,0.84,0.29,-4.55,-6.15,-2.79
0.39,0.85,0.28,-3.60,-7.01,-2.67
0.38,0.84,0.26,-5.25,-6.72,-1.91
0.38,0.85,0.28,-6.09,-8.58,-2.53
0.40,0.85,0.27,-6.11,-8.64,-2.61
0.40,0.85,0.27,-6.15,-8.63,-1.39
