acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z,temp
0.18,0.89,0.36,-2.29,-0.47,0.4,32.11
0.19,0.89,0.37,-1.66,0.12,1.04,32.06
0.18,0.89,0.36,-1.63,0.38,1.13,32.01
0.18,0.89,0.36,-1.91,-0.09,0.9,32.06
0.18,0.9,0.36,-1.65,-0.32,0.26,32.06
0.18,0.89,0.36,-1.8,-0.64,-0.18,32.01
0.18,0.89,0.37,-1.44,-0.4,0.14,32.06
0.18,0.9,0.38,-1.54,-0.08,0.2,32.11
0.19,0.9,0.36,-2.14,-0.08,0.23,32.06
0.19,0.9,0.36,-2.53,0.02,-0.02,32.01
0.19,0.89,0.36,-2.44,0.0,0.02,32.01
0.19,0.89,0.36,-2.35,0.56,0.05,32.06
0.18,0.9,0.37,-2.43,0.6,0.12,32.01
0.18,0.89,0.36,-2.56,0.53,0.17,32.11
0.19,0.89,0.36,-2.67,0.26,-0.09,32.06
0.18,0.89,0.36,-2.7,0.34,-0.02,32.11
0.17,0.89,0.37,-2.69,0.66,0.15,32.06
0.17,0.89,0.37,-2.66,0.17,0.0,32.01
0.18,0.89,0.36,-3.15,-0.6,-0.84,32.01
0.17,0.9,0.36,-2.84,-0.84,-1.07,32.06
0.18,0.89,0.37,-2.58,-1.27,-1.16,32.11
0.17,0.89,0.37,-1.57,-0.75,-0.03,32.11
0.17,0.88,0.38,0.09,0.18,1.18,32.06
0.18,0.89,0.37,-0.93,-0.38,0.78,32.11
0.18,0.89,0.36,-1.45,-1.18,-0.17,32.06
0.18,0.89,0.36,-1.79,-0.98,-0.78,32.01
0.19,0.9,0.37,-1.1,-0.31,-0.34,32.01
0.18,0.9,0.36,-1.85,-0.12,-0.41,31.97
0.17,0.91,0.36,-3.18,-1.44,-1.05,32.01
0.16,0.91,0.37,-3.76,-1.39,-0.78,32.06
0.17,0.91,0.36,-3.98,-0.29,-1.6,32.01
0.17,0.91,0.37,-4.55,-1.05,-0.75,31.92
0.16,0.91,0.36,-5.74,-2.26,-2.14,32.06
0.16,0.92,0.37,-5.45,-1.07,-3.28,32.01
0.18,0.91,0.37,-6.03,-0.78,-3.33,31.97
0.17,0.9,0.37,-6.9,-1.66,-3.59,32.15
0.17,0.9,0.38,-6.4,-0.58,-2.55,32.01
0.17,0.9,0.39,-6.11,1.27,-1.37,32.06
0.17,0.89,0.38,-6.63,2.03,-0.79,32.11
0.17,0.89,0.37,-6.98,1.44,-1.07,32.11
0.16,0.89,0.37,-6.99,0.35,-0.98,31.97
0.16,0.89,0.37,-5.91,1.37,0.76,32.11
0.17,0.91,0.36,-3.71,3.39,1.92,32.15
0.17,0.92,0.37,-4.17,2.31,2.5,32.01
0.16,0.92,0.36,-3.77,2.64,5.33,32.11
0.19,0.9,0.31,1.11,3.85,6.9,31.97
0.19,0.91,0.33,2.11,1.69,7.56,32.01
0.19,0.88,0.36,2.61,0.4,8.84,32.06
0.2,0.87,0.4,2.9,2.61,11.25,32.06
0.18,0.87,0.41,3.91,4.15,13.04,32.01
0.19,0.86,0.37,6.72,4.79,14.4,32.06
0.22,0.84,0.36,9.36,2.67,14.69,32.01
0.2,0.83,0.38,11.19,-0.81,15.36,32.11
0.18,0.81,0.44,13.66,0.73,17.22,32.06
0.17,0.8,0.42,17.91,2.26,18.32,32.11
0.15,0.81,0.42,21.34,-0.03,18.84,32.06
0.2,0.8,0.38,25.82,-2.73,20.5,32.01
0.22,0.82,0.36,29.4,-5.76,22.61,32.11
0.24,0.83,0.36,31.31,-5.53,24.27,32.06
0.25,0.84,0.34,30.93,-5.5,25.16,32.01
0.27,0.84,0.33,30.46,-7.79,22.92,31.97
0.24,0.87,0.33,30.09,-9.6,20.99,32.06
0.27,0.86,0.31,29.69,-9.85,19.53,32.11
0.27,0.86,0.32,27.88,-11.3,18.75,32.06
0.25,0.89,0.33,25.47,-11.4,16.52,32.11
0.26,0.89,0.32,27.07,-7.94,17.48,32.11
0.23,0.94,0.32,24.72,-7.98,17.25,32.06
0.21,0.98,0.32,19.19,-7.36,17.31,32.2
0.23,0.95,0.3,18.95,-3.02,19.68,32.06
0.25,0.93,0.3,17.59,-1.19,19.22,32.01
0.29,0.89,0.28,8.82,-3.76,14.79,32.11
0.31,0.88,0.29,6.38,-1.4,10.7,32.15
0.35,0.84,0.28,-1.51,1.69,5.42,32.2
0.32,0.9,0.29,-10.34,3.28,-0.76,32.15
0.28,0.92,0.34,-13.88,10.96,-3.5,32.15
0.23,0.98,0.31,-18.66,19.42,-5.82,32.2
0.25,0.89,0.27,-21.47,18.76,-6.38,32.15
0.21,0.93,0.26,-19.11,16.64,-5.56,32.2
0.18,0.96,0.25,-12.96,16.58,-5.37,32.2
0.18,1.0,0.28,-18.34,9.1,-13.76,32.15
0.23,0.94,0.29,-13.11,12.67,-12.63,32.2
0.22,0.96,0.29,-11.36,14.63,-14.66,32.25
0.15,1.01,0.31,-21.34,3.11,-23.37,32.29
0.18,0.97,0.33,-17.74,4.43,-19.1,32.29
0.14,0.99,0.34,-25.82,2.27,-28.31,32.25
0.19,0.92,0.33,-19.85,4.92,-23.07,32.11
0.19,0.94,0.32,-20.34,7.69,-24.82,32.29
0.21,0.91,0.35,-21.5,9.5,-25.5,32.25
0.19,0.92,0.33,-22.0,7.65,-25.18,32.2
0.2,0.94,0.36,-23.1,9.13,-26.9,32.25
0.19,0.93,0.37,-24.44,13.91,-29.08,32.25
0.2,0.93,0.34,-23.1,17.74,-29.05,32.29
0.19,0.93,0.33,-23.97,20.02,-29.54,32.15
0.2,0.93,0.36,-27.4,19.79,-31.36,32.2
0.22,0.91,0.42,-32.49,26.21,-32.85,32.29
0.21,0.91,0.39,-34.12,31.24,-29.63,32.25
0.17,0.9,0.39,-36.09,25.51,-26.47,32.11
0.16,0.91,0.39,-37.73,20.43,-25.57,32.25
0.15,0.9,0.43,-39.69,24.76,-24.58,32.25
0.13,0.89,0.41,-37.24,28.66,-20.15,32.29
0.11,0.89,0.39,-32.23,30.84,-17.77,32.25
0.12,0.83,0.4,-23.77,31.05,-13.51,32.2
0.11,0.84,0.42,-19.37,28.78,-11.68,32.2
0.1,0.84,0.44,-17.33,24.61,-12.7,32.25
0.11,0.86,0.44,-18.18,24.35,-14.5,32.39
0.12,0.87,0.43,-21.73,19.88,-15.76,32.25
0.09,0.87,0.44,-22.47,19.13,-16.66,32.34
0.1,0.86,0.43,-20.44,17.15,-17.34,32.2
0.1,0.85,0.42,-17.98,14.27,-19.21,32.15
0.1,0.85,0.43,-16.12,10.35,-18.03,32.2
0.1,0.84,0.41,-13.47,12.23,-16.98,32.29
0.12,0.87,0.43,-16.69,9.95,-17.3,32.25
0.11,0.88,0.45,-23.18,5.15,-16.76,32.39
0.08,0.87,0.45,-26.73,2.89,-15.89,32.25
0.09,0.86,0.43,-27.8,1.05,-16.64,32.29
0.09,0.86,0.44,-29.56,-1.44,-18.58,32.29
0.1,0.84,0.47,-32.26,-3.5,-18.93,32.34
0.07,0.83,0.48,-31.79,-3.69,-17.76,32.2
0.07,0.84,0.47,-29.89,-1.47,-16.85,32.34
0.08,0.83,0.48,-28.05,-4.05,-13.25,32.25
0.07,0.83,0.47,-20.72,-5.01,-11.54,32.2
0.07,0.83,0.47,-13.83,-2.08,-7.05,32.25
0.07,0.83,0.45,-16.24,-11.05,-5.97,32.2
0.07,0.8,0.44,-19.79,-18.75,-3.01,32.25
0.05,0.8,0.46,-17.16,-23.48,-1.22,32.25
0.04,0.78,0.46,-8.43,-24.38,0.92,32.29
0.06,0.81,0.46,-5.36,-27.62,0.93,32.25
0.09,0.79,0.46,6.02,-33.1,5.22,32.2
0.11,0.81,0.5,6.47,-30.03,6.03,32.25
0.08,0.8,0.45,10.92,-34.05,7.86,32.25
0.06,0.85,0.48,15.97,-32.85,9.04,32.29
0.09,0.87,0.51,14.12,-21.21,8.15,32.25
0.1,0.93,0.48,2.72,-22.21,-1.57,32.2
0.12,0.89,0.47,12.37,-27.13,3.92,32.29
0.07,1.01,0.53,3.63,-22.06,0.79,32.11
0.1,0.8,0.46,8.52,-16.21,6.41,32.29
0.09,1.01,0.51,-4.78,-10.08,-2.34,32.25
0.09,0.86,0.47,-9.18,-9.76,-5.16,32.11
0.08,0.82,0.45,-3.53,-14.2,-1.05,32.2
0.07,0.83,0.45,8.35,-11.4,6.05,32.25
0.07,0.87,0.39,31.94,8.14,18.06,32.2
0.06,0.87,0.53,17.28,-4.05,14.14,32.25
0.1,0.83,0.46,19.54,-11.56,19.85,32.15
0.12,0.81,0.42,24.27,-9.57,21.88,32.2
0.12,0.87,0.43,25.71,-6.02,20.31,32.25
0.15,0.87,0.42,27.48,-7.73,19.04,32.2
0.19,0.88,0.42,22.31,-11.16,14.31,32.29
0.19,0.92,0.45,11.27,-8.2,7.48,32.2
