acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z,temp
0.1,0.87,0.45,-0.87,-1.13,0.02,32.15
0.1,0.88,0.45,-1.33,-1.27,-0.72,32.2
0.11,0.87,0.44,-2.4,-0.41,-1.89,32.25
0.11,0.87,0.45,-3.18,0.05,-2.5,32.29
0.1,0.87,0.45,-3.27,-0.44,-2.47,32.25
0.09,0.87,0.44,-2.78,-1.62,-1.88,32.2
0.1,0.87,0.44,-1.98,-1.77,-1.53,32.2
0.11,0.86,0.44,-0.96,-1.37,-1.15,32.15
0.1,0.87,0.45,-0.66,-0.66,-1.33,32.29
0.11,0.87,0.44,-0.6,-0.15,-1.27,32.2
0.1,0.87,0.44,-0.29,-0.38,-0.82,32.25
0.1,0.87,0.44,-0.38,-0.38,-0.34,32.2
0.09,0.87,0.45,-0.58,-0.67,0.08,32.2
0.1,0.86,0.44,-0.47,-0.67,0.2,32.25
0.09,0.87,0.44,-0.03,-0.35,0.52,32.2
0.09,0.87,0.44,0.53,-0.49,0.67,32.25
0.1,0.86,0.44,0.15,-0.53,0.72,32.15
0.1,0.86,0.44,0.72,-0.66,1.45,32.2
0.1,0.86,0.44,1.21,-0.7,2.0,32.15
0.1,0.87,0.43,1.98,-0.66,2.4,32.25
0.1,0.87,0.44,2.61,-0.69,2.43,32.2
0.1,0.88,0.44,2.44,-0.53,2.73,32.2
0.1,0.87,0.45,2.47,-0.66,2.49,32.25
0.11,0.87,0.44,2.61,-0.18,3.21,32.29
0.1,0.87,0.43,2.81,-0.06,3.33,32.25
0.1,0.88,0.43,2.37,-0.9,3.57,32.15
0.1,0.87,0.43,2.49,-0.92,3.68,32.29
0.09,0.89,0.44,2.44,-0.72,3.45,32.2
0.1,0.88,0.43,2.09,-0.87,3.48,32.25
0.1,0.88,0.43,1.15,-1.73,3.16,32.29
0.09,0.88,0.43,0.85,-1.85,3.1,32.25
0.09,0.89,0.43,0.4,-1.85,3.36,32.25
0.09,0.89,0.43,-0.56,-2.37,3.05,32.11
0.07,0.89,0.44,-2.26,-4.27,3.15,32.25
0.07,0.9,0.44,-4.02,-5.73,3.16,32.15
0.06,0.9,0.44,-5.47,-8.85,1.97,32.29
0.06,0.9,0.44,-6.32,-12.76,4.14,32.25
0.09,0.88,0.42,-4.89,-13.76,4.09,32.25
0.11,0.87,0.41,-1.28,-13.82,5.71,32.2
0.13,0.86,0.42,1.54,-12.26,6.43,32.25
0.14,0.84,0.43,3.3,-10.67,8.82,32.2
0.15,0.86,0.42,3.69,-9.94,8.69,32.2
0.14,0.86,0.43,2.93,-10.76,8.72,32.25
0.14,0.86,0.42,2.18,-8.27,7.05,32.2
0.13,0.86,0.42,3.47,-7.94,7.25,32.2
0.14,0.85,0.42,6.64,-6.52,7.88,32.15
0.16,0.84,0.41,8.99,-4.89,7.79,32.2
0.16,0.86,0.4,9.47,-3.28,7.82,32.15
0.15,0.88,0.39,7.51,-4.18,8.75,32.25
0.17,0.88,0.38,6.37,-3.44,8.9,32.29
0.16,0.89,0.38,5.65,-2.56,9.91,32.25
0.15,0.89,0.4,4.4,-2.85,11.77,32.25
0.17,0.87,0.41,5.16,-0.67,11.86,32.2
0.2,0.83,0.43,7.6,4.41,10.87,32.15
0.2,0.81,0.43,9.54,8.58,11.36,32.2
0.21,0.79,0.43,11.92,12.08,11.1,32.15
0.23,0.77,0.43,14.4,16.67,10.89,32.25
0.21,0.78,0.41,17.18,22.5,8.81,32.11
0.21,0.72,0.48,25.37,29.71,11.37,32.2
0.19,0.78,0.47,32.7,36.27,16.61,32.25
0.18,0.83,0.46,36.79,43.92,18.89,32.2
0.19,0.88,0.46,36.12,50.27,19.04,32.25
