acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z,temp
0.08,0.86,0.46,-1.5,3.53,4.09,32.25
0.08,0.86,0.46,-0.43,1.8,4.18,32.34
0.09,0.85,0.46,0.56,0.32,3.88,32.15
0.08,0.86,0.45,1.27,-1.08,3.83,32.2
0.09,0.85,0.45,2.05,-2.58,3.22,32.25
0.08,0.86,0.47,1.57,-3.54,2.92,32.2
0.08,0.86,0.47,1.08,-4.73,2.98,32.29
0.07,0.85,0.47,0.69,-5.71,2.92,32.15
0.07,0.86,0.44,0.96,-6.67,2.52,32.2
0.09,0.86,0.44,1.71,-6.93,2.38,32.11
0.09,0.86,0.44,0.73,-7.3,1.69,32.25
0.09,0.86,0.46,-0.79,-6.7,1.04,32.2
0.1,0.86,0.46,-1.5,-5.51,0.82,32.29
0.09,0.87,0.46,-1.94,-3.98,0.64,32.15
0.08,0.88,0.46,-2.46,-3.79,0.82,32.29
0.08,0.88,0.45,-2.31,-2.95,0.41,32.15
0.1,0.86,0.46,-2.06,-1.69,-0.81,32.25
0.09,0.86,0.47,-1.73,-1.33,-0.58,32.15
0.09,0.86,0.46,-1.69,-1.42,-0.52,32.2
0.09,0.86,0.46,-1.33,-1.62,0.12,32.25
0.09,0.86,0.46,-1.27,-1.36,0.53,32.34
0.1,0.86,0.46,-1.34,-1.25,0.93,32.29
0.09,0.86,0.46,-0.95,-1.66,1.37,32.25
0.08,0.87,0.47,-1.47,-1.6,1.62,32.29
0.08,0.86,0.45,-1.25,-2.14,1.76,32.2
0.08,0.86,0.46,-1.15,-2.61,1.95,32.34
0.09,0.86,0.46,-0.69,-2.52,2.14,32.2
0.09,0.87,0.47,-0.76,-1.89,1.83,32.15
0.08,0.86,0.46,-0.66,-1.74,1.85,32.25
0.08,0.87,0.46,-1.3,-1.45,1.98,32.29
0.07,0.86,0.46,-0.96,-1.31,2.03,32.15
0.08,0.86,0.45,-0.61,-1.51,1.89,32.15
0.08,0.87,0.46,-1.98,-2.17,1.3,32.29
0.07,0.87,0.45,-4.53,-3.62,1.02,32.15
0.08,0.86,0.46,-4.49,-3.59,1.79,32.25
0.07,0.86,0.46,-2.89,-3.62,2.35,32.2
0.07,0.86,0.46,-0.72,-3.33,2.95,32.25
0.09,0.86,0.47,0.61,-3.51,3.92,32.25
0.07,0.86,0.48,0.21,-5.73,5.1,32.29
0.09,0.86,0.45,1.57,-6.82,5.21,32.15
0.07,0.85,0.47,4.06,-9.51,9.19,32.29
0.06,0.86,0.48,5.15,-11.91,12.35,32.2
0.1,0.84,0.44,9.77,-9.79,12.73,32.34
0.13,0.83,0.46,13.62,-7.53,13.77,32.2
0.18,0.81,0.43,15.8,-2.84,12.18,32.2
0.19,0.8,0.41,15.01,-1.34,11.31,32.15
0.19,0.8,0.4,14.66,-1.56,12.7,32.2
0.22,0.8,0.4,14.53,0.9,11.59,32.29
0.21,0.8,0.44,16.05,6.76,12.4,32.25
0.19,0.81,0.49,18.82,15.27,14.5,32.29
0.14,0.84,0.5,24.49,24.08,16.29,32.25
0.13,0.85,0.46,31.07,33.71,14.73,32.15
0.17,0.89,0.45,31.6,42.53,9.56,32.2
0.19,0.92,0.41,23.37,46.02,4.21,32.25
0.19,0.94,0.41,14.66,47.4,5.01,32.25
0.1,0.93,0.49,13.19,47.77,14.98,32.11
0.1,0.99,0.51,15.82,54.92,22.05,32.15
0.09,0.91,0.41,34.37,73.36,37.22,32.2
-0.33,1.34,0.34,21.59,70.56,17.22,32.25
-0.07,1.12,0.25,15.94,59.74,-3.76,32.25
-0.03,1.02,0.31,13.69,45.71,-6.93,32.2
-0.02,0.9,0.45,6.4,36.27,-1.98,32.11
0.05,0.94,0.38,4.7,32.12,-9.4,32.25
0.08,0.89,0.42,5.54,28.53,-6.02,32.2
0.03,0.89,0.38,-3.53,22.9,-13.22,32.15
0.07,0.92,0.41,-4.5,12.84,-16.27,32.15
0.04,0.93,0.43,-6.31,13.59,-18.0,32.29
0.06,0.89,0.42,-7.4,13.53,-18.9,32.25
0.04,0.87,0.42,-8.05,15.51,-20.85,32.15
0.09,0.81,0.4,-4.73,17.3,-18.38,32.2
0.06,0.85,0.42,-2.24,13.62,-15.1,32.25
0.05,0.88,0.4,-1.54,10.75,-11.97,32.2
0.06,0.88,0.39,-4.46,8.67,-9.27,32.2
0.05,0.86,0.42,-3.71,11.54,-8.43,32.25
0.03,0.88,0.42,-4.35,12.27,-10.96,32.11
0.02,0.91,0.39,-11.88,6.9,-13.05,32.2
0.01,0.91,0.43,-21.28,-3.3,-15.4,32.15
0.04,0.88,0.42,-22.7,-4.9,-15.37,32.29
0.02,0.88,0.43,-24.11,-4.98,-16.99,32.2
0.02,0.88,0.41,-25.65,-5.4,-18.27,32.25
0.02,0.89,0.44,-27.34,-4.87,-20.47,32.2
0.02,0.87,0.44,-28.78,-5.34,-22.24,32.25
0.02,0.86,0.44,-30.05,-6.95,-24.37,32.25
-0.0,0.87,0.46,-34.93,-10.82,-27.92,32.2
0.0,0.88,0.45,-40.34,-15.05,-33.91,32.15
0.01,0.83,0.43,-40.15,-18.49,-33.88,32.15
0.02,0.81,0.45,-35.85,-20.64,-31.6,32.2
0.02,0.82,0.48,-34.34,-20.9,-30.52,32.15
0.01,0.84,0.45,-32.99,-19.56,-28.98,32.15
0.01,0.86,0.46,-33.48,-20.46,-27.85,32.15
0.02,0.86,0.5,-35.97,-21.19,-26.67,32.15
0.02,0.82,0.48,-34.34,-21.18,-23.79,32.29
0.03,0.82,0.48,-31.07,-19.62,-20.46,32.29
0.03,0.81,0.51,-30.72,-19.11,-15.66,32.25
0.03,0.8,0.53,-38.08,-17.8,-10.61,32.29
0.15,0.9,0.4,-48.17,-16.49,-8.24,32.15
-0.01,0.85,0.32,-24.11,-18.53,0.43,32.25
0.02,0.84,0.5,-13.85,-10.93,2.15,32.2
0.01,0.79,0.53,-15.36,-7.4,7.53,32.25
-0.01,0.77,0.48,-8.72,-6.53,11.74,32.15
-0.04,0.74,0.44,6.31,-6.15,15.6,32.2
-0.05,0.72,0.48,16.61,-12.89,18.24,32.15
-0.03,0.72,0.46,27.37,-23.54,22.03,32.15
-0.0,0.73,0.45,38.69,-30.37,24.7,32.11
0.05,0.73,0.45,47.15,-33.68,26.92,32.15
0.05,0.82,0.39,59.56,-19.02,31.15,32.2
0.07,0.84,0.55,47.28,-26.89,26.24,32.2
0.06,0.86,0.49,32.92,-37.98,23.94,32.15
0.07,0.88,0.46,19.01,-48.44,26.02,32.11
0.0,1.02,0.48,12.92,-56.75,30.37,32.2
0.02,1.09,0.52,0.58,-65.65,36.52,32.25
0.06,1.05,0.51,-8.82,-58.69,34.23,32.11
0.07,1.05,0.49,-14.56,-51.34,28.05,32.15
0.03,1.04,0.52,-3.15,-36.9,30.37,32.15
0.09,0.94,0.49,15.24,-14.49,34.6,32.29
0.13,0.85,0.46,32.82,1.07,39.71,32.15
0.17,0.84,0.48,35.39,6.81,41.05,32.11
0.2,0.79,0.47,29.15,3.11,40.67,32.2
0.19,0.77,0.48,18.53,-5.16,37.3,32.15
0.19,0.76,0.49,11.05,-8.2,31.1,32.2
0.15,0.81,0.49,9.59,-9.25,25.95,32.15
0.12,0.83,0.47,11.85,-8.67,21.31,32.25
0.12,0.85,0.46,16.61,-5.42,19.34,32.2
0.14,0.85,0.44,19.65,-4.27,17.62,32.11
0.13,0.87,0.44,14.84,-9.21,13.57,32.34
0.13,0.85,0.46,13.1,-10.35,13.83,32.29
0.15,0.83,0.44,16.06,-9.01,9.8,32.25
0.16,0.84,0.45,17.08,-7.16,9.92,32.15
0.17,0.86,0.42,20.08,-5.18,6.21,32.2
0.2,0.86,0.44,24.24,3.1,6.79,32.25
0.21,0.85,0.45,25.3,9.02,7.85,32.25
0.22,0.85,0.43,24.75,14.63,8.78,32.29
0.22,0.86,0.44,23.85,22.35,8.24,32.25
0.22,0.85,0.43,24.49,32.98,5.53,32.29
0.24,0.84,0.44,25.73,41.76,7.73,32.29
0.26,0.88,0.41,18.34,50.89,6.52,32.25
0.25,0.89,0.4,11.45,54.43,2.99,32.29
0.19,0.91,0.36,12.75,59.82,4.12,32.29
-0.11,1.09,0.47,7.8,51.24,-3.42,32.34
0.05,0.97,0.33,17.86,59.1,1.48,32.29
0.09,1.05,0.26,13.79,48.84,-10.41,32.29
-0.16,1.16,0.33,-16.55,16.78,-33.02,32.34
0.1,0.93,0.39,-16.58,16.5,-20.06,32.2
0.06,0.95,0.24,-25.39,5.42,-23.28,32.34
-0.03,0.97,0.34,-30.72,-15.05,-28.0,32.25
0.16,0.98,0.21,-43.31,-20.02,-33.05,32.29
0.15,0.98,0.44,-42.84,-16.98,-32.26,32.25
0.12,0.96,0.44,-41.44,-4.66,-34.47,32.25
0.08,0.89,0.45,-32.69,5.48,-32.23,32.29
0.08,0.93,0.45,-28.43,11.04,-31.54,32.34
0.09,0.91,0.42,-30.89,10.46,-33.08,32.2
0.07,0.86,0.42,-33.36,5.6,-33.54,32.25
0.08,0.86,0.45,-35.83,-0.24,-33.94,32.25
0.08,0.91,0.44,-34.05,-0.58,-33.77,32.2
0.05,0.83,0.45,-27.37,0.49,-26.63,32.2
0.09,0.83,0.44,-19.76,2.56,-20.81,32.34
0.09,0.88,0.49,-20.11,3.45,-20.9,32.29
0.07,0.88,0.49,-24.76,3.33,-20.38,32.25
0.07,0.85,0.48,-25.6,3.47,-14.76,32.34
0.07,0.82,0.48,-26.6,5.89,-14.46,32.2
0.07,0.84,0.47,-26.14,6.64,-15.07,32.25
0.03,0.83,0.47,-25.13,5.45,-14.73,32.39
0.06,0.88,0.47,-23.69,7.28,-17.01,32.29
0.04,0.87,0.51,-25.69,8.99,-17.1,32.15
0.04,0.86,0.5,-26.58,9.42,-16.7,32.2
0.04,0.85,0.49,-29.1,10.87,-18.23,32.29
0.02,0.82,0.51,-27.62,10.14,-16.9,32.25
0.02,0.78,0.49,-24.0,8.6,-14.31,32.29
0.03,0.79,0.49,-20.53,7.37,-13.02,32.25
0.03,0.82,0.51,-22.66,2.78,-14.29,32.25
0.01,0.79,0.5,-24.46,-3.63,-12.73,32.29
0.01,0.8,0.63,-39.3,-17.31,-13.65,32.15
0.03,0.79,0.43,-24.32,-11.74,-11.53,32.34
-0.01,0.78,0.5,-14.37,-2.43,-10.44,32.2
0.02,0.78,0.53,-9.66,3.05,-7.13,32.25
0.03,0.79,0.51,-7.54,4.99,-4.98,32.39
0.01,0.81,0.51,-7.89,1.13,-2.69,32.25
0.0,0.81,0.51,-9.66,-2.17,-2.93,32.15
0.02,0.85,0.5,-11.92,-4.4,-5.85,32.29
