acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
-0.04,0.82,0.49,-0.90,-2.56,-0.32
-0.04,0.81,0.49,-1.48,-1.77,-0.34
-0.05,0.82,0.49,-2.14,-1.33,-0.49
-0.04,0.81,0.48,-1.73,-0.34,-0.18
-0.04,0.82,0.48,-1.66,-0.32,0.49
-0.04,0.82,0.49,-1.53,-0.21,1.10
-0.04,0.81,0.49,-1.95,-0.40,0.75
-0.04,0.82,0.49,-1.54,-0.73,0.75
-0.05,0.81,0.50,-1.45,-0.61,0.67
-0.05,0.81,0.50,-0.75,-1.04,0.35
-0.05,0.81,0.49,-0.49,-1.31,0.72
-0.04,0.82,0.49,-0.63,-1.15,1.25
-0.04,0.81,0.49,-1.07,-1.25,1.11
-0.03,0.81,0.49,-1.82,-0.29,0.32
-0.03,0.81,0.51,-2.17,-0.35,-0.35
-0.04,0.81,0.50,-1.62,0.18,-0.35
-0.04,0.82,0.49,-1.34,0.02,-0.41
-0.04,0.81,0.49,-0.93,-0.27,-0.23
-0.04,0.82,0.49,-1.25,-0.67,-0.35
-0.05,0.82,0.50,-1.36,-0.60,-0.49
-0.04,0.82,0.49,-1.08,-0.87,-0.43
-0.04,0.82,0.49,-1.04,-1.10,-0.14
-0.05,0.82,0.49,-0.81,-1.76,-0.37
-0.04,0.82,0.49,-0.93,-2.14,-0.06
-0.04,0.82,0.49,-1.44,-1.53,-0.02
-0.04,0.82,0.49,-2.26,-1.37,0.50
-0.04,0.82,0.49,-2.67,-1.63,0.85
-0.05,0.82,0.49,-2.73,-1.92,0.95
-0.05,0.82,0.49,-2.40,-2.26,0.23
-0.04,0.82,0.49,-2.24,-2.52,0.37
-0.04,0.82,0.48,-2.05,-2.53,0.66
-0.03,0.82,0.49,-2.08,-2.52,0.73
-0.03,0.82,0.48,-2.47,-1.95,1.40
-0.03,0.81,0.49,-2.05,-1.88,1.68
-0.03,0.81,0.48,-2.40,-1.77,1.83
-0.03,0.81,0.50,-2.02,-1.04,1.56
-0.04,0.82,0.50,-1.62,-0.98,1.16
-0.03,0.81,0.49,-1.45,-0.82,1.15
-0.04,0.81,0.49,-1.42,-0.69,0.90
-0.03,0.81,0.50,-1.19,-0.27,0.55
-0.03,0.80,0.49,-1.08,0.05,0.47
-0.02,0.81,0.50,-0.50,0.15,0.32
-0.03,0.81,0.49,-0.24,0.24,-0.72
-0.03,0.81,0.49,0.96,-0.09,-0.95
-0.04,0.82,0.49,0.92,-0.55,-0.23
-0.03,0.82,0.49,0.95,0.06,-0.15
-0.03,0.83,0.48,0.64,0.69,0.98
-0.04,0.82,0.50,1.10,0.43,0.75
-0.03,0.82,0.49,1.63,0.20,0.44
-0.02,0.82,0.49,2.20,-0.26,0.90
-0.02,0.80,0.49,3.31,-0.58,2.11
-0.01,0.80,0.50,4.20,0.00,3.44
0.00,0.80,0.49,4.56,1.82,4.92
0.00,0.80,0.49,5.21,3.53,3.57
-0.03,0.81,0.48,5.91,4.46,0.24
-0.05,0.81,0.47,6.69,4.02,-1.53
-0.06,0.82,0.48,6.38,3.51,-3.53
-0.06,0.82,0.48,5.36,3.56,-5.94
-0.06,0.82,0.47,4.09,3.42,-6.18
-0.06,0.83,0.48,2.99,3.19,-5.79
-0.05,0.82,0.48,3.01,4.17,-7.56
-0.05,0.82,0.48,3.63,3.63,-8.85
-0.06,0.82,0.48,4.49,2.52,-10.18
-0.05,0.82,0.48,4.70,2.40,-11.15
-0.06,0.82,0.47,4.05,1.97,-10.76
-0.07,0.82,0.48,4.09,2.79,-11.51
-0.07,0.83,0.48,3.56,3.47,-11.53
-0.05,0.78,0.45,0.02,16.34,-47.36
-0.07,0.84,0.44,0.03,4.15,-16.47
-0.08,0.80,0.45,2.08,5.69,-17.07
-0.09,0.81,0.45,2.85,3.51,-16.34
-0.09,0.83,0.46,3.01,2.64,-15.13
-0.10,0.82,0.47,3.65,1.73,-12.95
-0.10,0.82,0.45,4.02,0.14,-11.54
-0.10,0.80,0.45,3.66,0.43,-12.18
-0.11,0.81,0.46,3.24,-0.47,-11.97
-0.12,0.80,0.46,3.62,-2.20,-17.97
