acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z,temp
0.17,0.88,0.4,0.49,-0.52,0.26,32.29
0.17,0.88,0.39,1.19,-0.73,0.2,32.34
0.17,0.87,0.4,1.3,-0.5,0.6,32.29
0.18,0.88,0.39,2.2,-0.23,0.82,32.34
0.17,0.88,0.39,2.56,-0.56,0.69,32.29
0.17,0.89,0.39,2.37,-1.33,0.58,32.29
0.17,0.89,0.38,1.11,-0.89,0.72,32.25
0.17,0.89,0.4,0.63,-0.18,1.31,32.29
0.16,0.88,0.39,0.23,0.27,1.37,32.29
0.16,0.89,0.39,0.14,-0.18,1.15,32.34
0.17,0.89,0.38,-0.6,-0.89,0.32,32.29
0.17,0.89,0.39,-0.17,-1.34,-0.03,32.34
0.17,0.88,0.39,0.6,-1.04,0.35,32.34
0.18,0.87,0.39,1.53,-0.89,1.05,32.39
0.17,0.87,0.39,2.11,-0.69,1.69,32.25
0.18,0.89,0.39,2.46,-1.07,1.39,32.39
0.17,0.88,0.38,1.97,-1.02,0.89,32.29
0.17,0.89,0.37,1.3,-0.7,0.76,32.25
0.17,0.9,0.38,0.95,-0.46,0.72,32.2
0.17,0.89,0.37,0.82,-0.31,0.47,32.29
0.18,0.89,0.38,0.5,-0.46,0.23,32.34
0.17,0.9,0.38,-0.31,0.06,0.11,32.29
0.18,0.9,0.37,-5.08,-2.34,-0.72,32.29
0.17,0.89,0.37,-5.28,-3.01,-0.95,32.25
0.17,0.89,0.37,-4.69,-1.8,-0.37,32.29
0.17,0.89,0.39,-3.66,-1.57,-0.63,32.25
0.17,0.89,0.38,-1.77,-1.48,-0.27,32.34
0.17,0.89,0.38,1.79,-0.23,0.43,32.29
0.17,0.89,0.39,1.56,0.31,0.43,32.25
0.17,0.88,0.38,0.17,-0.31,0.67,32.29
0.17,0.89,0.38,-0.15,-0.32,0.67,32.29
0.17,0.88,0.4,1.71,1.37,3.07,32.29
0.18,0.88,0.37,2.81,3.16,4.0,32.2
0.17,0.9,0.36,1.98,0.93,2.69,32.34
0.17,0.89,0.37,0.53,-1.37,1.48,32.34
0.18,0.88,0.37,0.73,0.32,0.73,32.2
0.17,0.9,0.38,0.67,1.19,0.9,32.34
0.17,0.9,0.37,0.37,0.55,1.31,32.39
0.17,0.9,0.37,0.03,0.15,1.45,32.29
0.18,0.9,0.38,-0.09,1.28,1.4,32.25
0.16,0.9,0.38,-1.02,1.53,0.85,32.39
0.16,0.9,0.38,-2.26,1.53,0.66,32.34
0.16,0.89,0.38,-2.6,1.25,0.09,32.34
0.15,0.9,0.39,-3.28,1.22,0.35,32.29
0.16,0.9,0.38,-3.36,2.02,0.43,32.34
0.16,0.9,0.38,-3.57,2.96,0.23,32.29
0.15,0.91,0.38,-4.03,3.3,0.92,32.29
0.16,0.9,0.35,-2.52,2.85,0.72,32.25
0.18,0.89,0.36,-0.69,0.08,0.29,32.29
0.17,0.89,0.37,-1.07,-1.95,0.27,32.25
0.17,0.9,0.36,-0.52,0.66,1.83,32.29
0.17,0.92,0.36,0.76,1.92,3.57,32.29
0.17,0.91,0.36,0.41,0.93,4.7,32.25
0.17,0.91,0.36,0.52,-0.55,5.88,32.29
0.15,0.92,0.35,0.85,-0.17,5.77,32.44
0.17,0.91,0.35,1.44,-0.34,3.89,32.25
0.15,0.92,0.35,0.34,-3.83,1.05,32.29
0.15,0.91,0.37,-0.27,-4.2,0.44,32.25
0.14,0.9,0.36,0.23,-3.63,0.11,32.29
0.14,0.9,0.35,1.57,-5.57,-2.09,32.29
0.14,0.91,0.37,1.82,-7.01,-3.04,32.34
0.17,0.88,0.36,4.61,-5.08,-0.96,32.29
0.17,0.89,0.39,5.6,-3.22,0.95,32.44
0.17,0.88,0.39,5.76,-2.41,1.89,32.39
0.17,0.88,0.39,8.11,-3.01,2.12,32.39
0.17,0.85,0.39,12.37,-3.89,5.68,32.34
0.17,0.85,0.38,18.82,-2.47,9.5,32.39
0.21,0.82,0.35,26.38,-3.3,14.31,32.29
0.22,0.82,0.37,31.59,-5.44,18.75,32.34
0.23,0.82,0.37,36.38,-7.07,21.98,32.2
0.23,0.78,0.38,43.28,-8.12,29.28,32.25
0.24,0.74,0.39,50.43,-8.78,38.14,32.34
0.24,0.73,0.4,56.09,-7.24,46.67,32.39
0.25,0.75,0.41,57.48,-7.37,51.82,32.44
0.29,0.8,0.4,53.05,-5.44,51.05,32.39
0.31,0.8,0.36,53.85,-6.52,50.56,32.29
0.34,0.83,0.34,52.14,-4.99,50.26,32.39
0.35,0.87,0.32,46.02,-5.54,50.21,32.29
0.31,0.89,0.3,34.67,-6.82,46.95,32.25
0.29,0.99,0.23,33.68,-8.0,44.14,32.34
0.28,1.01,0.25,24.89,-3.18,39.11,32.39
0.27,0.97,0.22,17.74,-3.33,32.43,32.44
0.29,1.02,0.25,9.37,-2.43,28.84,32.48
0.26,0.99,0.22,8.35,-4.9,24.84,32.39
0.29,0.95,0.2,-3.25,-9.28,16.49,32.44
0.27,0.9,0.19,-5.16,-8.43,12.55,32.48
0.25,1.01,0.22,-14.99,-6.27,1.92,32.53
0.28,0.95,0.22,-27.71,-8.63,-3.53,32.44
0.3,0.95,0.26,-26.4,0.72,-1.44,32.39
0.31,0.92,0.28,-29.66,4.05,-6.03,32.44
0.31,0.94,0.29,-45.82,1.83,-15.19,32.48
0.28,0.94,0.3,-51.88,5.94,-19.97,32.48
0.26,0.96,0.29,-54.56,14.32,-22.96,32.53
0.29,0.91,0.27,-57.21,18.69,-24.85,32.58
0.31,0.9,0.24,-62.5,19.13,-29.18,32.53
0.31,0.87,0.24,-62.03,21.51,-31.54,32.48
0.31,0.9,0.24,-58.93,27.21,-31.25,32.67
0.26,0.9,0.32,-55.53,29.57,-31.04,32.53
0.2,0.92,0.31,-40.12,24.85,-28.9,32.39
0.1,0.97,0.35,-43.79,12.05,-35.39,32.58
0.16,0.94,0.36,-24.75,16.5,-27.01,32.53
0.23,0.9,0.35,-15.11,20.92,-23.21,32.58
0.18,0.94,0.35,-29.79,11.37,-34.85,32.53
0.35,0.8,0.42,-17.86,33.62,-28.34,32.53
0.21,0.91,0.36,-16.69,52.12,-30.26,32.67
0.38,0.8,0.25,-8.26,56.08,-24.78,32.53
0.37,0.74,0.35,-8.46,56.03,-23.92,32.48
0.18,0.92,0.34,-7.97,46.35,-27.22,32.58
0.2,0.88,0.42,-11.5,51.1,-26.2,32.53
0.15,0.9,0.44,-10.21,57.85,-22.66,32.48
0.16,0.88,0.41,-4.66,57.82,-17.54,32.53
0.17,0.87,0.41,0.44,55.31,-14.69,32.53
0.12,0.88,0.42,-2.7,46.66,-14.82,32.58
0.13,0.9,0.41,-4.38,43.65,-16.89,32.53
0.16,0.9,0.41,-0.34,49.36,-15.91,32.58
0.15,0.91,0.4,-2.23,48.24,-18.08,32.48
0.13,0.86,0.41,-4.09,39.21,-17.89,32.44
0.14,0.9,0.4,-9.48,37.71,-20.79,32.58
0.15,0.93,0.4,-14.2,37.37,-21.16,32.48
0.1,0.91,0.4,-15.04,26.66,-22.92,32.53
0.08,0.89,0.42,-14.37,22.23,-25.18,32.67
0.08,0.87,0.43,-13.47,23.94,-25.86,32.62
0.09,0.87,0.43,-16.99,17.56,-26.11,32.53
0.05,0.86,0.34,-14.2,12.29,-27.37,32.58
0.07,0.9,0.4,-21.11,8.18,-31.6,32.53
0.08,0.87,0.4,-20.53,-2.17,-34.21,32.48
0.06,0.91,0.41,-21.88,-1.63,-33.94,32.48
0.06,0.91,0.41,-27.69,-7.82,-37.19,32.48
0.04,0.89,0.46,-37.4,-11.98,-40.46,32.58
0.05,0.86,0.45,-46.44,-19.24,-41.98,32.53
0.06,0.86,0.41,-44.9,-18.18,-41.82,32.53
0.1,0.85,0.45,-43.6,-16.26,-36.17,32.48
0.07,0.86,0.48,-43.42,-13.92,-28.05,32.53
0.03,0.84,0.48,-45.37,-19.54,-25.37,32.48
0.05,0.82,0.46,-47.01,-21.92,-25.45,32.48
0.05,0.79,0.5,-49.16,-22.41,-21.98,32.53
0.04,0.75,0.52,-45.76,-31.59,-14.06,32.58
0.04,0.7,0.49,-38.32,-44.72,-11.04,32.53
0.02,0.69,0.5,-27.34,-53.08,-10.66,32.53
0.02,0.69,0.46,-9.86,-48.64,-6.67,32.48
0.08,0.89,0.48,-3.18,-37.95,-7.8,32.53
0.08,0.83,0.52,-3.01,-37.77,-7.85,32.48
0.02,0.84,0.52,-4.72,-39.34,-6.92,32.48
0.07,0.88,0.5,-6.89,-31.54,-7.88,32.53
0.04,0.87,0.52,-17.53,-32.63,-16.4,32.39
0.01,0.87,0.53,-7.39,-37.42,-9.63,32.48
0.01,0.91,0.52,-10.47,-29.73,-15.08,32.58
0.02,0.8,0.5,-8.93,-24.5,-12.81,32.58
0.04,0.83,0.53,-7.6,-20.03,-12.47,32.53
