acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.50,0.81,0.19,-1.62,0.14,1.30
0.50,0.81,0.20,-1.48,-0.49,1.57
0.51,0.82,0.19,-1.59,0.03,1.47
0.50,0.81,0.18,-1.15,0.55,1.33
0.50,0.82,0.19,-1.39,0.26,1.48
0.50,0.82,0.19,-1.37,-0.06,1.44
0.50,0.81,0.20,-0.85,0.31,1.24
0.50,0.81,0.19,-0.87,0.12,1.36
0.50,0.81,0.20,-0.47,-0.08,1.01
0.49,0.82,0.19,-0.52,-0.61,1.65
0.50,0.81,0.20,-0.61,-0.49,1.19
0.50,0.81,0.20,-1.25,-0.44,1.02
0.50,0.81,0.19,-1.24,-0.50,0.75
0.51,0.81,0.19,-1.02,-0.21,0.66
0.50,0.82,0.19,-1.18,-0.06,0.56
0.50,0.82,0.19,-1.36,-0.24,0.89
0.51,0.81,0.19,-1.44,0.11,0.89
0.51,0.81,0.20,-1.66,0.41,0.69
0.51,0.81,0.19,-1.86,0.26,0.49
0.50,0.81,0.20,-2.18,0.23,0.23
0.50,0.81,0.20,-2.11,-0.29,0.05
0.50,0.81,0.20,-2.06,0.41,0.24
0.50,0.82,0.19,-1.91,0.79,0.47
0.50,0.81,0.20,-1.85,0.93,0.52
0.50,0.82,0.20,-2.03,0.96,0.61
0.50,0.81,0.19,-2.23,0.82,0.20
0.50,0.81,0.20,-2.20,0.75,-0.05
0.50,0.81,0.19,-2.31,1.15,0.02
0.50,0.82,0.20,-2.47,1.51,0.11
0.51,0.81,0.20,-2.46,1.24,-0.06
0.50,0.81,0.20,-2.50,1.37,-0.60
0.50,0.80,0.20,-2.81,0.78,-0.60
0.50,0.81,0.19,-2.52,0.98,-0.09
0.50,0.81,0.19,-2.70,0.64,-0.34
0.50,0.81,0.19,-2.73,0.17,-1.65
0.50,0.81,0.20,-3.18,0.40,-2.03
0.50,0.81,0.20,-3.21,-0.18,-2.34
0.49,0.82,0.19,-3.22,-0.41,-2.32
0.50,0.81,0.19,-4.17,-0.40,-3.30
0.50,0.82,0.20,-4.14,-0.78,-3.22
0.50,0.82,0.20,-3.68,-0.43,-2.87
0.50,0.81,0.20,-3.74,0.09,-2.41
0.49,0.82,0.20,-3.44,0.12,-1.76
0.50,0.81,0.19,-3.07,-0.29,-1.94
0.50,0.82,0.20,-3.02,0.20,-1.15
0.50,0.82,0.20,-2.66,0.12,-0.96
0.49,0.81,0.20,-2.95,0.35,-1.44
0.49,0.80,0.19,-2.66,-0.02,-0.78
0.50,0.82,0.20,-2.58,-0.63,0.50
0.50,0.81,0.20,-1.95,-0.63,0.81
0.51,0.81,0.20,-1.82,-0.63,0.60
0.49,0.81,0.21,-2.47,0.81,-0.64
0.49,0.81,0.19,-3.77,-0.12,-1.33
0.49,0.82,0.20,-4.00,-0.69,-1.44
0.49,0.83,0.21,-3.89,-0.89,0.05
0.49,0.82,0.20,-2.31,-0.52,0.44
0.49,0.81,0.20,-1.80,1.69,-0.27
0.49,0.80,0.20,-2.37,2.18,-1.30
0.50,0.81,0.20,-3.30,1.18,-1.05
0.50,0.81,0.19,-4.05,-0.89,-0.95
0.49,0.82,0.21,-3.86,-1.48,-0.81
0.49,0.81,0.22,-3.37,-0.40,-0.95
0.49,0.81,0.21,-1.89,0.81,-0.89
0.49,0.81,0.21,-1.77,1.19,-0.89
0.49,0.81,0.21,-1.95,0.00,-0.96
0.49,0.81,0.20,-2.72,-1.28,-0.64
0.49,0.82,0.20,-2.52,-2.18,-0.78
0.49,0.81,0.20,-2.00,-1.65,-0.92
0.49,0.80,0.21,-1.91,-0.50,-1.08
0.49,0.81,0.20,-2.02,-1.07,-0.75
0.50,0.82,0.21,-2.63,-1.45,-0.58
0.50,0.82,0.21,-2.53,-1.48,-0.12
0.49,0.81,0.21,-2.52,-0.87,-0.08
0.50,0.81,0.21,-1.89,0.20,0.27
0.49,0.81,0.20,-1.74,0.12,0.08
0.49,0.82,0.21,-2.58,-0.99,-0.63
0.49,0.82,0.20,-3.22,-1.07,-0.99
0.49,0.81,0.20,-3.01,-0.61,-0.90
0.48,0.82,0.21,-3.08,-0.23,-1.28
0.48,0.82,0.21,-3.83,-1.40,-1.69
0.48,0.82,0.20,-3.07,-1.07,-1.53
0.49,0.82,0.21,-2.08,-0.46,-0.20
0.49,0.82,0.20,-1.53,-0.40,0.00
0.49,0.81,0.21,-2.21,-0.20,-0.63
