acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z,temp
0.07,0.87,0.45,-2.46,0.24,1.44,32.39
0.08,0.86,0.46,-2.12,-0.09,0.87,32.25
0.07,0.87,0.45,-2.56,-0.76,0.35,32.29
0.08,0.86,0.45,-1.74,-1.15,0.15,32.25
0.08,0.87,0.45,-1.47,-1.02,0.38,32.2
0.09,0.86,0.45,-0.79,-0.89,0.85,32.2
0.09,0.86,0.46,-0.35,-0.7,1.21,32.25
0.09,0.87,0.45,-0.84,-0.34,0.69,32.29
0.09,0.86,0.46,-1.65,-0.14,0.64,32.25
0.08,0.87,0.46,-2.17,-0.06,0.47,32.25
0.08,0.87,0.45,-2.38,0.56,0.56,32.29
0.08,0.87,0.46,-2.15,1.39,0.73,32.34
0.08,0.87,0.45,-1.62,1.62,0.7,32.25
0.07,0.87,0.46,-2.05,1.71,0.5,32.29
0.08,0.87,0.46,-2.55,1.02,0.35,32.34
0.08,0.87,0.45,-3.25,0.66,-0.02,32.15
0.08,0.86,0.45,-2.6,-0.24,-0.06,32.29
0.08,0.87,0.45,-2.99,-0.08,0.08,32.25
0.08,0.88,0.46,-3.18,0.0,-0.27,32.34
0.08,0.87,0.46,-2.92,0.03,-0.26,32.29
0.08,0.85,0.45,-2.58,-0.06,0.26,32.34
0.08,0.85,0.46,-2.05,0.43,0.58,32.25
0.08,0.86,0.46,-2.14,0.08,0.41,32.29
0.08,0.85,0.46,-2.26,0.03,0.23,32.34
0.08,0.86,0.46,-2.08,-0.18,0.61,32.25
0.08,0.86,0.46,-1.79,-0.18,0.64,32.29
0.08,0.87,0.46,-1.73,0.0,0.67,32.25
0.08,0.87,0.46,-1.79,0.38,0.82,32.29
0.08,0.86,0.46,-1.33,0.75,0.99,32.39
0.08,0.86,0.46,-1.1,1.01,1.45,32.34
0.08,0.86,0.46,-0.95,1.02,1.39,32.29
0.08,0.86,0.45,-0.67,0.87,1.48,32.2
0.08,0.86,0.45,-0.78,0.78,1.5,32.25
0.08,0.86,0.46,-0.56,0.61,1.31,32.29
0.08,0.86,0.46,-0.18,0.6,1.27,32.34
0.08,0.87,0.45,-0.34,0.6,1.45,32.25
0.08,0.86,0.46,-0.76,-0.03,1.22,32.39
0.08,0.87,0.46,-0.69,0.0,1.19,32.25
0.09,0.87,0.47,0.12,0.17,0.78,32.25
0.08,0.87,0.45,0.46,0.79,1.02,32.2
0.08,0.86,0.45,0.24,0.14,1.24,32.34
0.08,0.86,0.45,0.14,-0.27,1.53,32.25
0.08,0.87,0.46,0.0,-0.24,1.33,32.34
0.08,0.86,0.45,-0.12,0.24,1.27,32.25
0.08,0.86,0.46,0.09,0.92,1.95,32.2
0.09,0.86,0.46,0.64,1.71,2.69,32.39
0.08,0.85,0.46,1.88,2.46,3.5,32.25
0.08,0.85,0.46,3.22,2.63,4.24,32.2
0.09,0.86,0.45,4.7,2.6,5.11,32.25
0.1,0.86,0.45,5.97,2.96,5.83,32.25
0.08,0.87,0.46,6.46,2.35,6.15,32.29
0.08,0.87,0.45,5.66,1.37,6.05,32.34
0.07,0.89,0.46,4.9,-0.05,6.21,32.25
0.08,0.87,0.45,4.6,-0.38,5.47,32.29
0.08,0.87,0.45,4.47,-0.92,5.08,32.25
0.08,0.88,0.44,3.83,-1.76,4.61,32.25
0.08,0.87,0.44,3.07,-2.95,4.0,32.39
0.08,0.88,0.45,1.88,-3.79,3.76,32.25
0.07,0.88,0.45,1.51,-4.17,3.98,32.29
0.08,0.88,0.45,1.77,-3.89,3.69,32.29
0.09,0.88,0.45,0.93,-4.05,3.42,32.34
0.1,0.88,0.43,0.64,-4.37,3.69,32.29
0.1,0.87,0.43,1.77,-4.75,3.45,32.29
0.08,0.88,0.45,1.59,-6.21,4.46,32.34
0.1,0.88,0.45,1.53,-6.79,4.23,32.29
0.08,0.89,0.43,1.71,-6.99,4.87,32.34
0.09,0.88,0.43,4.0,-6.89,5.01,32.34
0.1,0.87,0.43,5.42,-5.71,5.74,32.29
0.1,0.88,0.43,4.64,-5.1,5.44,32.25
0.11,0.88,0.43,2.17,-5.68,4.81,32.34
0.11,0.86,0.43,0.55,-6.43,4.27,32.39
0.12,0.85,0.43,-0.09,-5.56,3.42,32.34
0.1,0.86,0.44,-0.14,-5.08,3.5,32.34
0.12,0.86,0.43,0.41,-3.33,2.93,32.34
0.09,0.87,0.44,-0.03,-5.22,3.8,32.25
0.11,0.88,0.43,1.07,-5.57,4.89,32.29
0.12,0.87,0.43,2.35,-3.89,5.1,32.29
0.12,0.88,0.42,3.45,-3.42,4.75,32.25
0.11,0.89,0.42,2.03,-5.71,5.66,32.2
0.13,0.88,0.41,1.71,-6.55,6.35,32.34
0.14,0.87,0.41,3.02,-5.36,6.76,32.34
0.16,0.85,0.41,4.14,-3.74,6.98,32.29
0.14,0.86,0.41,4.89,-3.48,9.94,32.25
0.11,0.91,0.41,2.85,-5.77,12.92,32.25
0.17,0.88,0.4,1.73,-3.53,13.66,32.2
0.18,0.83,0.45,3.71,1.53,15.33,32.25
0.2,0.79,0.46,5.79,7.56,17.86,32.34
0.22,0.75,0.47,9.16,15.37,16.35,32.2
0.2,0.75,0.47,11.82,20.93,15.05,32.25
0.19,0.74,0.46,17.19,25.34,14.17,32.39
0.2,0.71,0.49,28.4,33.69,16.87,32.29
0.18,0.75,0.53,39.66,43.22,23.27,32.34
0.22,0.81,0.48,42.81,55.01,19.69,32.29
0.23,0.87,0.45,41.24,67.28,12.35,32.2
0.18,0.99,0.44,33.28,66.93,13.28,32.34
-0.02,1.08,0.41,19.54,63.24,17.05,32.39
-0.0,1.08,0.26,14.31,54.81,11.07,32.34
-0.14,1.37,0.33,-0.37,48.38,-2.92,32.34
-0.06,1.14,0.23,-0.53,36.15,-8.98,32.39
-0.01,0.9,0.24,-1.22,29.88,-1.5,32.25
0.01,0.96,0.4,2.21,15.08,-1.44,32.25
0.11,0.82,0.43,1.48,30.99,4.92,32.29
0.11,0.93,0.4,8.98,33.86,5.1,32.34
0.01,0.96,0.26,4.09,18.23,-3.73,32.29
0.21,0.89,0.48,-0.76,26.14,-0.27,32.34
0.08,0.9,0.38,5.45,29.37,-0.95,32.34
0.11,0.89,0.36,5.24,29.71,-0.6,32.29
0.04,0.91,0.36,-4.73,19.4,-11.66,32.29
0.07,0.92,0.43,-2.82,25.57,-12.61,32.25
0.07,0.91,0.35,-8.95,22.24,-16.63,32.39
0.07,0.89,0.36,-15.65,7.65,-17.98,32.34
0.01,0.93,0.39,-17.89,4.73,-18.73,32.34
0.09,0.86,0.43,-9.24,15.97,-12.09,32.39
0.08,0.91,0.4,-9.77,16.32,-12.53,32.34
0.05,0.93,0.37,-19.97,8.24,-17.07,32.34
0.04,0.9,0.39,-25.74,-5.1,-21.56,32.29
0.04,0.9,0.42,-29.56,-4.64,-26.96,32.34
0.02,0.92,0.41,-35.51,-6.37,-34.15,32.29
0.03,0.89,0.41,-37.16,-8.18,-35.95,32.29
0.06,0.86,0.44,-35.74,-3.4,-32.93,32.34
0.05,0.87,0.46,-36.41,-1.85,-29.42,32.29
0.06,0.88,0.44,-35.59,-2.27,-25.3,32.29
0.04,0.89,0.44,-38.84,-0.44,-23.86,32.25
0.04,0.88,0.45,-42.84,0.08,-23.36,32.29
0.04,0.86,0.45,-45.73,1.82,-21.94,32.34
0.04,0.85,0.46,-49.24,1.79,-19.83,32.25
0.04,0.83,0.47,-50.9,-1.33,-17.19,32.29
0.03,0.83,0.49,-50.5,-2.99,-15.63,32.25
0.04,0.81,0.47,-47.6,-2.47,-13.91,32.29
0.02,0.81,0.48,-42.93,-2.05,-13.19,32.25
0.01,0.81,0.49,-39.83,-2.23,-14.78,32.25
-0.0,0.81,0.49,-37.68,-3.94,-16.08,32.29
0.02,0.81,0.48,-35.19,-4.85,-17.19,32.29
0.01,0.8,0.5,-32.06,-5.82,-16.79,32.34
-0.02,0.77,0.49,-26.35,-8.98,-13.94,32.29
0.0,0.76,0.48,-17.48,-9.44,-9.04,32.34
0.01,0.82,0.52,-16.72,-9.57,-7.37,32.25
-0.01,0.76,0.51,-11.66,-10.18,-0.87,32.29
-0.02,0.75,0.5,-2.27,-11.3,3.56,32.25
-0.02,0.72,0.49,9.28,-12.21,6.2,32.25
-0.04,0.7,0.45,22.55,-18.05,9.73,32.2
-0.05,0.69,0.43,36.17,-28.11,14.15,32.25
-0.12,0.65,0.52,44.5,-42.66,23.25,32.29
-0.02,0.8,0.47,37.21,-56.32,17.82,32.2
0.05,0.87,0.5,25.5,-72.32,8.7,32.25
0.05,0.92,0.46,11.25,-82.37,1.33,32.29
0.08,0.93,0.44,2.26,-87.13,2.14,32.25
-0.08,1.03,0.54,-8.84,-84.08,2.69,32.25
0.07,0.93,0.58,-8.23,-70.78,-1.62,32.29
0.07,0.93,0.58,-9.24,-54.05,3.63,32.34
0.06,0.92,0.57,-4.35,-41.56,11.11,32.25
0.07,0.82,0.53,15.94,-27.3,25.68,32.29
0.07,0.81,0.5,34.55,-13.88,39.62,32.25
0.12,0.82,0.46,42.79,-8.11,47.54,32.29
0.18,0.83,0.44,42.02,-7.18,46.03,32.25
0.19,0.83,0.48,33.59,-6.35,42.35,32.34
0.2,0.8,0.48,29.86,-8.99,41.62,32.2
0.16,0.77,0.5,31.45,-8.31,41.42,32.25
0.2,0.79,0.45,34.38,-2.27,39.15,32.25
0.18,0.81,0.49,33.91,-3.79,38.03,32.29
0.19,0.79,0.5,30.52,-4.15,37.85,32.34
0.18,0.81,0.49,28.26,-4.63,37.13,32.34
0.15,0.85,0.45,25.74,-6.87,33.98,32.29
0.18,0.84,0.43,23.04,-5.66,29.42,32.34
0.15,0.86,0.45,20.56,-10.06,26.21,32.39
0.17,0.85,0.43,20.67,-9.22,20.69,32.29
0.15,0.85,0.47,18.75,-8.03,20.9,32.25
0.18,0.88,0.41,15.71,-11.33,12.69,32.29
0.15,0.88,0.45,18.61,-7.33,9.98,32.29
0.18,0.89,0.42,21.42,-3.83,6.79,32.34
0.19,0.88,0.42,22.0,-1.63,4.9,32.39
0.19,0.88,0.43,20.73,0.6,3.04,32.34
0.23,0.84,0.43,21.39,7.83,2.81,32.34
0.24,0.84,0.45,23.02,17.19,1.62,32.29
0.24,0.88,0.46,22.09,30.81,-0.66,32.34
0.24,0.89,0.46,19.68,43.95,-3.48,32.34
0.2,0.93,0.44,10.56,45.95,-8.5,32.39
0.2,0.94,0.35,4.63,47.25,-9.07,32.34
0.15,0.96,0.35,4.49,46.37,-2.87,32.39
0.04,1.04,0.33,2.58,46.34,-1.3,32.44
0.05,1.05,0.3,6.85,45.51,1.39,32.34
0.06,1.05,0.38,0.31,41.25,-4.47,32.48
0.05,0.85,0.33,15.82,44.63,2.78,32.39
0.1,0.93,0.36,17.8,47.25,5.62,32.44
0.47,0.75,0.31,-3.8,41.44,-6.14,32.48
0.22,0.96,0.26,-7.22,29.94,-13.71,32.34
0.5,0.79,0.41,-18.34,25.3,-10.82,32.34
0.13,0.88,0.36,-9.54,24.47,-6.81,32.39
-0.04,0.97,0.37,-17.33,4.21,-18.87,32.44
0.19,0.84,0.45,-16.34,3.57,-12.26,32.34
0.12,0.87,0.44,-4.03,11.28,-6.09,32.39
0.01,0.98,0.37,-12.93,8.09,-13.3,32.53
0.17,0.95,0.34,-26.5,-0.11,-22.03,32.34
0.05,0.93,0.44,-31.11,-11.44,-29.04,32.29
0.09,0.93,0.4,-35.44,-10.64,-34.84,32.34
0.11,0.87,0.38,-33.02,-16.08,-35.15,32.39
0.14,0.83,0.43,-31.66,-14.66,-29.45,32.39
0.11,0.85,0.43,-29.44,-13.88,-24.5,32.34
0.09,0.93,0.44,-33.89,-16.26,-28.49,32.39
0.1,0.98,0.44,-43.79,-18.38,-36.96,32.29
0.07,0.79,0.39,-42.79,-17.62,-34.56,32.34
-0.56,-3.12,-0.42,136.12,-162.84,315.25,32.39
0.64,2.84,0.93,-41.54,-202.23,155.69,32.39
1.33,1.23,-0.02,-123.51,-10.43,-160.24,32.44
-0.14,0.64,0.17,-132.87,-60.78,-93.62,32.29
0.09,0.69,0.81,-133.25,-108.85,-37.31,32.25
0.21,0.85,0.73,-92.37,-25.98,-32.82,32.44
