acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z,temp
0.19,0.89,0.35,-2.24,-0.44,-0.43,32.62
0.19,0.89,0.36,-1.92,-0.21,-0.47,32.58
0.2,0.9,0.36,-2.32,-0.27,-0.61,32.62
0.19,0.9,0.36,-2.18,-0.26,-0.32,32.67
0.2,0.89,0.36,-1.45,0.09,-0.24,32.58
0.19,0.89,0.36,-1.6,0.06,-0.11,32.62
0.18,0.89,0.35,-1.98,-0.6,-0.31,32.58
0.19,0.89,0.35,-1.98,-0.58,-0.41,32.58
0.19,0.9,0.36,-1.88,-0.35,-0.49,32.62
0.19,0.9,0.36,-1.77,-0.78,-0.79,32.58
0.19,0.89,0.36,-1.76,-0.9,-0.76,32.62
0.19,0.89,0.36,-1.54,-0.81,-0.47,32.62
0.19,0.89,0.37,-1.47,-0.92,-0.49,32.67
0.19,0.89,0.37,-1.02,-0.76,0.06,32.53
0.2,0.89,0.36,-0.64,-0.79,-0.15,32.48
0.19,0.89,0.36,-1.01,-1.04,-0.29,32.58
0.2,0.89,0.36,-0.37,-0.82,-0.38,32.67
0.18,0.9,0.37,-0.7,-1.79,-0.27,32.62
0.19,0.9,0.37,-1.04,-1.5,-0.5,32.58
0.19,0.89,0.36,-0.46,-0.26,0.4,32.58
0.19,0.9,0.35,0.15,-0.63,1.6,32.53
0.19,0.9,0.35,-0.35,-1.04,0.96,32.58
0.19,0.91,0.36,-1.66,-1.19,-0.84,32.58
0.18,0.91,0.35,-2.64,-1.68,-1.83,32.62
0.18,0.9,0.36,-2.44,-1.71,-1.47,32.58
0.18,0.89,0.36,-1.79,-1.42,-0.72,32.53
0.19,0.89,0.36,-1.3,-1.19,-1.04,32.62
0.19,0.9,0.36,-1.39,-1.66,-2.05,32.67
0.19,0.89,0.36,-1.5,-1.82,-2.0,32.53
0.2,0.89,0.36,-0.76,-1.92,-1.25,32.62
0.19,0.88,0.35,0.15,-2.14,-0.14,32.58
0.19,0.89,0.35,0.69,-1.8,-0.21,32.72
0.19,0.89,0.35,0.44,-1.5,-0.09,32.72
0.18,0.9,0.36,0.12,-1.5,-0.49,32.58
0.18,0.9,0.35,-0.58,-2.11,-1.02,32.62
0.18,0.9,0.35,-1.18,-1.73,-1.54,32.62
0.18,0.91,0.36,-2.02,-1.76,-2.09,32.48
0.18,0.9,0.35,-1.08,-1.3,-0.7,32.62
0.17,0.92,0.36,-1.31,-1.11,-1.24,32.67
0.17,0.93,0.34,-2.99,-2.05,-2.99,32.67
0.18,0.93,0.34,-4.21,-3.19,-5.01,32.53
0.17,0.93,0.34,-4.0,-3.69,-5.97,32.58
0.16,0.93,0.33,-4.46,-5.25,-7.51,32.58
0.16,0.92,0.33,-4.43,-6.53,-8.99,32.62
0.17,0.93,0.32,-2.41,-6.49,-8.96,32.67
0.19,0.92,0.29,1.02,-5.11,-6.09,32.67
0.21,0.92,0.29,4.12,-2.23,-2.03,32.53
0.25,0.87,0.3,11.28,2.14,6.2,32.77
0.22,0.91,0.34,10.92,3.62,7.45,32.67
0.18,0.88,0.39,4.43,2.02,3.53,32.62
0.16,0.8,0.45,5.28,3.65,2.5,32.58
0.17,0.67,0.5,17.82,8.2,10.87,32.58
0.2,0.63,0.5,35.79,11.94,24.85,32.62
0.25,0.66,0.47,51.63,13.68,41.27,32.62
0.31,0.72,0.42,50.15,11.22,46.08,32.58
0.31,0.81,0.43,40.78,13.47,43.37,32.62
0.25,0.97,0.41,21.66,18.23,29.48,32.62
0.23,0.94,0.34,17.44,23.97,24.61,32.67
0.18,1.05,0.34,10.47,26.11,21.56,32.72
0.21,0.97,0.27,6.81,25.16,19.42,32.62
0.19,1.05,0.22,-6.67,16.7,6.49,32.67
0.15,1.11,0.16,-26.24,-0.21,-12.61,32.62
0.12,1.05,0.27,-24.55,-1.19,-16.55,32.62
0.18,0.88,0.34,-7.74,12.27,-5.31,32.67
0.2,0.96,0.31,-9.19,13.59,-8.55,32.72
0.19,1.01,0.25,-20.0,3.16,-16.72,32.62
0.22,0.95,0.29,-28.44,0.35,-21.89,32.67
0.19,0.98,0.37,-32.24,12.82,-28.99,32.62
0.18,0.91,0.35,-29.5,22.46,-26.79,32.72
0.13,0.94,0.32,-32.52,15.83,-29.8,32.67
0.17,0.89,0.31,-33.8,9.56,-31.27,32.62
0.17,0.9,0.34,-31.63,15.15,-29.92,32.72
0.16,0.93,0.39,-33.1,18.4,-30.85,32.77
0.15,0.94,0.37,-35.94,17.83,-33.1,32.72
0.14,0.95,0.35,-39.95,11.33,-35.92,32.72
0.16,0.96,0.36,-46.56,8.17,-44.34,32.77
0.14,0.94,0.38,-52.23,2.78,-46.55,32.72
0.16,0.94,0.4,-58.92,-3.6,-44.6,32.62
0.16,0.9,0.43,-63.02,-4.73,-39.83,32.67
0.16,0.87,0.41,-60.23,-0.43,-32.32,32.72
