acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.28,0.79,0.48,-2.37,0.67,0.03
0.29,0.78,0.48,-2.53,0.64,0.61
0.29,0.78,0.48,-2.27,0.03,0.85
0.29,0.78,0.48,-1.74,-0.24,0.82
0.28,0.77,0.47,-1.31,-0.66,0.98
0.29,0.78,0.47,-1.39,-0.60,1.18
0.28,0.77,0.47,-1.69,-0.26,1.39
0.29,0.78,0.47,-1.65,0.40,1.16
0.29,0.78,0.47,-1.51,0.15,1.40
0.29,0.77,0.48,-0.84,-0.26,1.16
0.29,0.77,0.48,-0.43,-0.56,1.15
0.29,0.78,0.48,-0.52,-0.46,0.31
0.29,0.76,0.48,-0.40,-0.20,-0.73
0.29,0.77,0.48,-0.55,0.24,-1.15
0.28,0.77,0.48,-0.60,0.75,-1.31
0.28,0.78,0.47,-1.13,1.48,-1.39
0.28,0.78,0.46,-1.45,1.30,-1.40
0.28,0.78,0.48,-1.37,1.11,-2.05
0.29,0.78,0.47,-0.35,0.32,-2.38
0.29,0.78,0.48,0.08,-0.82,-1.98
0.28,0.79,0.48,0.18,-1.05,-1.28
0.28,0.78,0.48,-0.61,-0.72,-1.10
0.28,0.78,0.49,-1.48,0.21,-1.22
0.29,0.78,0.48,-2.21,0.76,-1.02
0.28,0.77,0.47,-2.24,1.18,-1.18
0.28,0.78,0.48,-2.20,1.30,-1.08
0.28,0.77,0.47,-2.11,0.52,-1.51
0.28,0.77,0.47,-1.68,0.15,-1.36
0.27,0.78,0.47,-1.92,-1.15,-1.30
0.26,0.77,0.47,-2.21,-1.74,-1.65
0.26,0.77,0.48,-3.13,-1.86,-2.61
0.27,0.77,0.50,-3.44,-1.27,-4.24
0.27,0.77,0.50,-3.51,-0.92,-5.83
0.27,0.77,0.49,-2.34,-1.44,-10.44
0.27,0.76,0.48,-0.75,-3.33,-12.27
0.29,0.78,0.48,-0.38,-4.14,-9.69
0.28,0.79,0.48,-1.10,-3.11,-6.75
0.29,0.80,0.48,-1.97,-2.47,-4.08
0.28,0.80,0.48,-1.97,-2.70,-1.92
0.28,0.79,0.46,-1.21,-3.02,-0.14
0.29,0.78,0.46,-0.66,-3.39,1.01
0.28,0.79,0.47,-0.41,-3.79,1.62
0.28,0.79,0.47,-0.72,-3.71,2.50
0.28,0.79,0.47,-0.96,-3.53,2.44
0.28,0.78,0.48,-0.92,-4.08,3.11
0.27,0.78,0.49,-0.95,-4.38,3.44
0.27,0.77,0.48,-0.89,-4.21,3.39
0.28,0.78,0.48,-1.30,-4.02,4.08
0.28,0.78,0.48,-2.05,-2.84,4.18
0.28,0.79,0.48,-2.90,-2.21,4.35
0.28,0.79,0.46,-3.69,-1.77,4.90
0.29,0.79,0.47,-4.05,-2.09,5.76
0.28,0.79,0.46,-3.71,-2.99,6.47
0.29,0.79,0.47,-3.30,-4.21,7.65
0.29,0.78,0.47,-3.19,-4.75,7.82
0.29,0.78,0.48,-3.07,-4.70,8.05
0.29,0.78,0.48,-3.73,-3.94,8.29
0.30,0.77,0.48,-4.53,-2.93,8.67
0.29,0.77,0.47,-4.17,-2.46,9.08
0.30,0.77,0.48,-3.94,-2.66,8.49
0.30,0.76,0.48,-2.93,-2.27,7.59
0.31,0.76,0.48,-2.52,-2.87,7.01
0.29,0.77,0.48,-1.80,-3.22,6.17
0.29,0.77,0.48,-1.68,-2.52,4.52
0.29,0.77,0.48,-1.91,-2.20,4.98
0.31,0.77,0.47,-2.26,-1.57,5.79
0.30,0.77,0.46,-1.65,-1.04,6.08
0.31,0.77,0.47,-0.93,-1.18,5.94
0.32,0.77,0.46,0.06,-1.86,6.08
0.31,0.77,0.46,0.78,-2.11,5.39
0.31,0.78,0.47,0.99,-2.17,5.62
0.31,0.79,0.47,-0.24,-1.68,5.40
0.30,0.78,0.47,-0.81,-0.95,5.16
0.31,0.76,0.47,-0.50,0.26,3.30
0.31,0.76,0.47,-0.18,0.31,4.26
0.32,0.77,0.46,0.32,1.44,5.85
0.32,0.77,0.47,0.63,0.31,5.56
0.32,0.78,0.47,1.40,0.17,4.64
0.31,0.76,0.46,2.00,2.20,2.55
0.30,0.75,0.46,2.20,1.04,1.73
0.31,0.75,0.47,2.23,1.51,2.02
0.30,0.75,0.47,2.37,3.21,-0.55
0.30,0.76,0.47,2.64,3.16,-1.40
0.30,0.76,0.48,2.81,3.24,-2.87
0.30,0.77,0.49,3.40,2.89,-5.04
0.29,0.76,0.48,4.23,2.18,-8.44
0.29,0.77,0.47,5.10,3.01,-13.31
0.28,0.75,0.46,5.22,4.58,-21.19
0.28,0.75,0.47,5.54,5.66,-30.32
0.33,0.73,0.47,6.56,10.20,-41.39
0.37,0.69,0.45,11.36,17.15,-50.06
0.30,0.73,0.40,14.11,18.34,-49.13
0.24,0.79,0.48,13.18,17.79,-57.27
0.25,0.82,0.53,12.50,17.16,-67.22
0.22,0.86,0.49,11.98,14.15,-73.44
0.22,0.87,0.46,7.94,10.64,-70.73
0.16,0.88,0.44,1.34,8.55,-63.63
0.22,0.85,0.46,-1.39,9.47,-53.40
0.22,0.81,0.44,-0.31,9.83,-40.60
0.21,0.82,0.44,-0.34,8.93,-25.44
0.19,0.81,0.46,-1.76,9.44,-14.09
0.21,0.84,0.47,-2.38,10.64,-7.10
0.22,0.85,0.45,-1.39,15.31,-4.95
0.18,0.84,0.46,-1.56,8.78,-7.30
0.16,0.84,0.47,0.55,5.62,-6.81
0.14,0.82,0.48,1.62,1.36,-4.60
0.13,0.81,0.48,1.33,1.21,-2.49
0.18,0.83,0.48,-2.81,2.58,-2.90
0.17,0.81,0.46,-5.42,3.94,-2.67
0.19,0.83,0.46,-4.96,2.79,-2.38
0.20,0.84,0.47,-3.69,0.92,-3.22
0.18,0.84,0.46,-1.63,-0.85,-3.53
0.16,0.83,0.46,-0.61,-2.78,-1.89
0.15,0.81,0.46,-1.80,-2.76,0.60
0.14,0.80,0.47,-3.37,-1.86,3.62
0.15,0.81,0.46,-4.60,-1.80,5.04
0.17,0.82,0.46,-5.34,-2.11,6.23
0.18,0.84,0.46,-5.53,-3.11,5.01
0.18,0.83,0.45,-3.65,-4.32,2.84
0.17,0.81,0.46,-1.77,-7.24,3.76
0.18,0.82,0.47,-2.44,-7.47,4.99
0.16,0.82,0.47,-4.12,-7.11,6.60
0.15,0.80,0.47,-4.44,-8.15,9.54
0.16,0.79,0.47,-3.19,-9.79,13.77
0.15,0.79,0.46,-2.46,-12.03,18.38
0.17,0.79,0.47,-2.60,-12.38,21.08
0.17,0.78,0.47,-2.92,-13.15,23.86
0.18,0.79,0.46,-2.38,-14.98,27.08
0.17,0.79,0.46,-2.38,-19.18,29.97
0.18,0.79,0.46,-1.02,-17.19,37.40
0.19,0.80,0.45,-3.36,-17.77,39.44
0.22,0.81,0.44,-7.01,-14.99,36.55
0.26,0.83,0.44,-10.56,-12.63,31.91
0.29,0.85,0.45,-12.47,-9.94,24.47
0.31,0.84,0.46,-12.76,-7.74,16.26
0.31,0.83,0.47,-10.69,-7.97,12.17
0.31,0.82,0.47,-8.95,-7.89,8.06
0.29,0.81,0.47,-7.28,-7.68,6.24
0.28,0.80,0.48,-6.73,-6.72,5.76
0.27,0.79,0.48,-7.31,-4.93,5.05
0.26,0.79,0.48,-7.86,-3.51,5.40
0.27,0.78,0.48,-7.63,-2.67,5.45
0.27,0.79,0.49,-6.99,-2.66,4.81
0.27,0.79,0.48,-6.12,-3.07,3.77
0.26,0.77,0.48,-4.93,-3.15,3.39
0.27,0.78,0.47,-4.67,-3.62,3.13
0.27,0.78,0.49,-3.51,-4.12,3.31
0.29,0.76,0.50,-1.18,-4.79,4.66
0.29,0.75,0.50,1.91,-4.43,7.60
0.29,0.75,0.51,4.32,-4.00,10.06
0.29,0.77,0.52,5.65,-3.59,9.48
0.28,0.77,0.53,6.72,-3.05,6.99
0.28,0.77,0.52,7.79,-2.49,3.68
0.33,0.80,0.49,7.97,1.19,-1.01
0.35,0.81,0.42,8.11,6.35,-3.82
0.36,0.83,0.41,8.35,8.70,-6.64
0.36,0.84,0.40,11.45,10.40,-11.31
0.35,0.85,0.41,14.21,11.44,-16.05
0.30,0.83,0.43,14.06,12.02,-19.22
0.26,0.81,0.45,11.82,18.52,-16.55
0.20,0.81,0.47,5.89,16.49,-25.42
0.20,0.76,0.47,3.40,20.06,-27.22
0.19,0.76,0.44,1.66,20.76,-26.69
0.16,0.77,0.45,0.52,18.55,-23.95
0.15,0.76,0.45,1.16,16.50,-21.47
0.16,0.76,0.43,1.45,17.25,-24.89
0.15,0.79,0.45,-0.31,14.78,-23.40
0.15,0.79,0.45,-1.63,13.86,-20.84
0.12,0.77,0.44,-0.73,8.17,-17.79
0.12,0.77,0.45,0.52,2.20,-13.98
0.12,0.78,0.47,0.31,-1.79,-10.00
0.13,0.78,0.48,-1.57,-3.24,-5.39
0.12,0.79,0.47,-4.29,-4.43,-0.23
0.11,0.80,0.46,-8.50,-9.01,7.86
0.11,0.82,0.46,-13.28,-12.50,18.05
0.14,0.85,0.46,-24.72,-16.69,22.15
0.20,0.86,0.47,-35.28,-10.76,14.24
0.27,0.83,0.45,-42.03,-5.19,5.08
0.34,0.82,0.45,-40.32,-0.50,-1.98
0.36,0.80,0.45,-30.87,-0.60,-7.45
0.34,0.80,0.46,-18.17,-2.40,-9.45
0.29,0.81,0.46,-8.11,-3.57,-9.11
0.24,0.81,0.47,-4.12,-3.31,-7.66
0.19,0.81,0.47,-5.44,-0.38,-6.24
0.19,0.81,0.48,-7.28,2.14,-6.34
0.18,0.80,0.50,-8.00,0.60,-6.11
0.19,0.80,0.50,-7.48,-0.98,-5.27
0.20,0.80,0.50,-9.11,-1.76,-4.12
0.20,0.81,0.48,-12.21,0.41,-3.53
0.18,0.82,0.49,-15.33,0.49,-2.21
0.20,0.81,0.51,-16.26,0.93,-0.49
0.20,0.83,0.50,-14.17,0.78,0.35
0.21,0.83,0.50,-10.96,-3.40,2.84
0.22,0.81,0.51,-8.29,-5.97,4.32
0.22,0.80,0.50,-8.47,-7.44,4.96
0.18,0.79,0.47,-10.61,-8.29,5.36
0.19,0.79,0.48,-13.86,-7.34,3.69
0.19,0.81,0.49,-16.52,-6.24,1.98
0.22,0.78,0.51,-15.82,-6.87,1.91
0.23,0.78,0.51,-14.21,-8.00,2.72
0.25,0.80,0.52,-13.94,-9.10,3.51
0.26,0.76,0.53,-14.06,-7.21,2.37
0.24,0.76,0.53,-13.89,-7.02,4.09
0.22,0.78,0.52,-13.76,-5.74,4.38
0.22,0.79,0.51,-12.75,-5.71,5.05
0.24,0.80,0.52,-10.44,-7.80,7.34
0.24,0.80,0.53,-7.22,-10.76,9.36
0.24,0.77,0.53,-4.69,-12.15,9.50
0.25,0.76,0.53,-4.05,-12.15,10.40
0.23,0.76,0.53,-6.46,-11.05,10.27
0.26,0.75,0.53,-9.13,-6.60,11.44
0.26,0.77,0.51,-11.19,-3.02,12.21
0.24,0.75,0.52,-11.10,-2.87,11.13
0.24,0.76,0.54,-9.10,-4.31,10.82
0.25,0.77,0.53,-5.51,-6.05,10.85
0.27,0.76,0.53,-3.80,-7.04,12.38
0.27,0.76,0.52,-4.23,-5.45,13.80
0.27,0.75,0.52,-4.82,-3.28,14.08
0.26,0.73,0.50,-3.05,-1.79,12.82
0.25,0.75,0.51,-1.89,-4.24,12.84
0.24,0.77,0.51,-1.51,-4.34,12.02
0.26,0.76,0.51,-0.75,-5.37,10.81
0.25,0.77,0.52,-0.26,-6.15,9.91
0.27,0.75,0.52,0.63,-5.79,9.86
0.28,0.74,0.51,2.00,-5.69,11.42
0.28,0.75,0.50,2.44,-5.18,14.38
0.29,0.75,0.52,2.50,-2.53,15.48
0.28,0.75,0.50,2.37,-0.70,16.89
0.29,0.77,0.51,0.93,0.40,18.02
0.28,0.76,0.50,0.46,1.54,18.96
0.28,0.76,0.51,0.56,0.87,20.34
0.26,0.77,0.52,-0.08,-0.72,20.03
0.27,0.75,0.53,-0.23,-0.63,18.99
0.28,0.75,0.52,-1.42,0.37,18.63
0.28,0.73,0.52,-2.89,2.96,17.66
0.28,0.72,0.52,-3.50,5.59,17.34
0.28,0.72,0.53,-3.71,5.69,17.16
0.29,0.72,0.53,-2.37,6.14,16.44
0.29,0.72,0.52,-0.98,7.57,16.60
0.27,0.73,0.52,-0.87,6.44,17.13
0.27,0.73,0.54,-1.15,6.15,16.20
0.28,0.72,0.52,-0.38,6.87,14.05
0.29,0.71,0.52,1.28,6.47,13.71
0.28,0.70,0.51,3.18,5.98,12.06
0.28,0.70,0.51,5.40,6.12,9.98
0.28,0.69,0.51,7.95,6.17,8.09
0.29,0.68,0.51,10.41,6.92,7.60
0.31,0.71,0.54,11.73,7.98,7.22
0.29,0.75,0.54,10.29,8.43,9.28
0.28,0.79,0.55,7.51,7.33,11.25
0.29,0.78,0.55,5.50,4.11,10.47
0.28,0.78,0.54,4.89,2.49,7.19
0.29,0.76,0.53,4.90,-0.18,3.85
0.30,0.74,0.53,5.30,-1.85,3.98
0.31,0.73,0.52,6.21,-0.35,4.26
0.32,0.73,0.51,6.05,2.05,3.02
0.34,0.76,0.49,4.52,4.44,1.92
0.32,0.78,0.50,3.36,5.15,1.31
0.29,0.78,0.49,2.92,2.98,0.96
0.27,0.78,0.51,2.61,-0.79,-0.37
0.29,0.76,0.52,2.75,-1.56,-2.32
0.29,0.74,0.51,1.89,-2.55,-2.64
0.29,0.74,0.52,1.33,-2.38,-1.95
0.30,0.74,0.51,0.92,-1.56,-0.55
0.31,0.75,0.51,0.67,-0.75,0.60
0.31,0.75,0.51,0.69,0.63,0.11
0.31,0.76,0.50,0.49,0.12,0.55
0.32,0.76,0.51,0.29,0.23,1.54
0.31,0.77,0.51,0.15,0.00,2.34
0.30,0.76,0.50,0.14,-0.64,2.90
0.32,0.76,0.52,0.18,-2.12,3.69
0.30,0.74,0.53,1.07,-2.56,2.63
0.30,0.75,0.52,1.86,-2.98,2.11
0.30,0.74,0.51,1.48,-2.63,1.42
0.30,0.75,0.51,0.49,-1.65,2.21
0.30,0.76,0.49,-0.61,0.29,3.53
0.31,0.77,0.49,-1.24,0.49,4.09
0.32,0.77,0.50,-1.21,0.05,3.83
0.31,0.76,0.50,-0.63,-1.25,3.97
0.31,0.75,0.49,-0.06,-2.26,5.10
0.31,0.76,0.50,-0.50,-2.98,5.79
0.30,0.77,0.50,-1.85,-3.05,5.91
0.30,0.76,0.50,-2.27,-3.57,5.21
0.31,0.75,0.50,-2.85,-4.03,4.09
0.30,0.74,0.51,-2.29,-4.63,3.42
0.31,0.75,0.50,-2.17,-4.61,2.76
0.32,0.75,0.50,-2.52,-3.88,2.06
0.32,0.76,0.50,-3.21,-3.54,2.37
0.32,0.75,0.50,-3.44,-3.31,2.21
0.32,0.75,0.50,-3.08,-3.79,2.46
0.32,0.74,0.51,-2.00,-4.85,1.92
0.32,0.74,0.50,-1.53,-4.58,1.37
0.32,0.74,0.50,-1.57,-3.27,0.43
