acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z,temp
0.2,0.88,0.41,-2.35,0.11,0.27,33.61
0.19,0.87,0.42,-2.14,-0.02,0.43,33.57
0.2,0.87,0.41,-2.06,-0.47,0.29,33.47
0.2,0.87,0.42,-1.91,-0.44,0.64,33.52
0.19,0.87,0.41,-1.88,-0.43,0.56,33.57
0.2,0.87,0.42,-2.03,-0.08,0.27,33.57
0.19,0.87,0.43,-2.41,0.34,-0.09,33.52
0.2,0.86,0.42,-2.32,0.73,0.15,33.52
0.19,0.86,0.42,-2.05,0.35,0.76,33.57
0.19,0.86,0.42,-1.74,0.58,0.82,33.61
0.2,0.86,0.42,-1.1,0.85,1.53,33.61
0.19,0.87,0.42,-0.56,1.24,1.63,33.57
0.19,0.87,0.42,-0.47,1.16,1.56,33.57
0.2,0.86,0.42,0.21,1.08,1.92,33.52
0.2,0.87,0.41,0.29,0.85,1.76,33.57
0.21,0.87,0.42,0.06,0.78,1.74,33.57
0.2,0.89,0.39,-1.3,1.6,0.72,33.57
0.19,0.88,0.4,-2.41,0.76,-0.31,33.57
0.19,0.88,0.41,-3.71,0.61,-1.15,33.61
0.19,0.87,0.41,-3.69,1.85,-0.96,33.61
0.2,0.87,0.42,-3.25,2.26,0.14,33.57
0.2,0.87,0.43,-3.66,2.06,-0.23,33.66
0.2,0.86,0.42,-3.73,1.83,-0.49,33.52
0.2,0.87,0.42,-3.65,2.4,-0.95,33.57
0.19,0.87,0.41,-3.98,2.12,-0.93,33.57
0.19,0.86,0.42,-3.69,1.51,0.37,33.52
0.2,0.87,0.43,-3.47,2.11,0.26,33.57
0.19,0.86,0.43,-5.28,2.41,-0.92,33.57
0.2,0.86,0.44,-6.79,2.34,-1.07,33.52
0.2,0.85,0.45,-8.72,3.77,-1.97,33.52
0.2,0.84,0.45,-7.79,6.08,0.55,33.57
0.2,0.84,0.45,-6.05,7.69,4.5,33.52
0.21,0.85,0.43,-7.83,8.46,5.44,33.57
0.21,0.87,0.44,-11.13,9.16,4.17,33.57
0.21,0.89,0.43,-15.11,10.78,1.1,33.57
0.19,0.88,0.42,-16.05,10.5,-0.64,33.52
0.17,0.9,0.4,-16.6,8.27,-3.07,33.47
