acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.20,0.80,0.47,-2.29,0.58,-1.18
0.20,0.80,0.46,-1.15,-0.56,-1.68
0.20,0.80,0.47,-0.60,-0.46,-2.23
0.20,0.80,0.46,-0.55,-0.47,-2.08
0.20,0.81,0.45,-1.69,0.38,-2.05
0.20,0.81,0.45,-2.53,1.95,-0.89
0.21,0.81,0.48,-2.89,2.08,0.96
0.21,0.80,0.48,-1.73,1.31,2.69
0.21,0.79,0.48,-0.27,0.93,2.56
0.19,0.80,0.47,-0.56,0.61,1.02
0.18,0.81,0.49,-1.80,0.05,-0.24
0.19,0.80,0.48,-2.12,0.34,-1.95
0.18,0.81,0.46,-2.12,-1.19,-2.78
0.18,0.81,0.47,-1.92,-2.76,-3.44
0.20,0.82,0.46,-1.11,-2.79,-2.67
0.21,0.82,0.46,-0.89,-3.19,-1.33
0.20,0.80,0.47,-0.31,-2.50,-2.27
0.21,0.80,0.47,-0.37,-1.76,-2.49
0.21,0.80,0.46,-1.15,-1.30,-1.88
0.20,0.81,0.47,-2.15,0.14,-1.30
0.21,0.81,0.46,-2.35,0.31,-1.73
0.21,0.81,0.46,-2.17,-0.75,-1.63
0.21,0.81,0.47,-1.40,-1.74,-1.37
0.21,0.81,0.45,-0.73,-2.53,-0.99
0.20,0.81,0.47,-0.98,-1.76,-1.50
0.21,0.82,0.46,-1.45,-0.70,-1.83
0.20,0.81,0.46,-1.62,0.46,-1.28
0.21,0.81,0.46,-1.25,0.92,-1.15
0.21,0.81,0.46,-0.40,0.52,-0.81
0.20,0.81,0.46,0.06,0.55,-0.50
0.20,0.80,0.48,-0.20,1.04,-0.43
0.20,0.81,0.48,-0.64,1.71,0.17
0.19,0.80,0.47,-0.89,2.09,-0.02
0.19,0.80,0.47,-0.84,1.89,-0.41
0.19,0.80,0.47,-0.47,1.45,-0.14
0.19,0.79,0.46,0.06,1.24,-0.38
0.19,0.80,0.47,0.40,0.99,-0.43
0.19,0.81,0.46,0.03,1.33,-0.41
0.20,0.81,0.45,-0.08,1.57,-0.84
0.19,0.81,0.47,0.49,1.33,-1.25
0.19,0.81,0.47,0.64,0.66,-1.21
0.19,0.81,0.46,1.11,0.02,-1.08
0.19,0.82,0.47,0.75,-0.15,-0.63
0.18,0.81,0.47,0.09,-0.66,-0.53
0.20,0.82,0.47,-0.70,-0.40,-0.31
0.20,0.83,0.46,-0.99,0.14,0.03
0.20,0.81,0.46,-1.54,0.52,0.61
0.21,0.81,0.47,-1.34,0.46,0.47
0.20,0.81,0.46,-1.36,0.20,0.49
0.19,0.81,0.47,-1.19,-0.40,0.02
0.19,0.81,0.47,-1.27,-0.85,0.14
0.19,0.81,0.47,-1.34,-0.93,-0.38
0.19,0.81,0.47,-1.54,-1.07,-0.27
