acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z,temp
0.2,0.87,0.42,-1.97,-0.55,0.4,32.86
0.19,0.87,0.43,-1.65,-0.14,0.23,32.91
0.19,0.87,0.42,-1.4,-0.46,0.78,32.77
0.2,0.87,0.42,-1.62,-0.79,0.38,32.91
0.19,0.87,0.42,-1.86,-0.55,0.14,32.77
0.2,0.86,0.42,-1.59,-0.26,0.31,32.86
0.19,0.87,0.41,-1.47,-0.2,0.44,32.81
0.2,0.87,0.42,-1.69,-0.72,0.08,32.86
0.19,0.86,0.42,-1.83,-0.92,0.05,32.86
0.2,0.86,0.42,-1.95,-1.15,0.08,32.91
0.2,0.86,0.42,-1.86,-0.82,0.05,32.77
0.2,0.86,0.42,-2.18,-0.49,-0.17,32.86
0.2,0.86,0.42,-1.44,-0.23,0.26,32.81
0.2,0.86,0.42,-1.05,-0.63,0.29,32.86
0.2,0.86,0.43,-0.92,-0.82,0.41,32.86
0.2,0.86,0.42,-0.27,-0.85,0.63,32.91
0.2,0.86,0.43,0.84,-0.73,2.44,32.91
0.19,0.87,0.43,1.42,-0.31,2.67,32.77
0.19,0.87,0.42,1.36,-0.63,2.41,32.86
0.2,0.87,0.42,1.31,-0.85,2.64,32.91
0.2,0.86,0.42,1.5,-0.78,3.1,32.95
0.2,0.86,0.42,2.03,-0.15,3.18,32.86
0.21,0.86,0.42,2.84,0.52,4.15,32.91
0.21,0.86,0.42,3.39,1.05,5.6,32.77
0.21,0.86,0.41,4.63,2.23,7.59,32.77
0.21,0.85,0.42,5.76,3.42,8.89,32.81
0.21,0.86,0.41,6.34,4.05,9.88,32.86
0.21,0.87,0.42,5.4,4.43,9.33,32.86
0.2,0.87,0.42,5.45,4.5,10.17,32.91
0.21,0.85,0.42,8.6,6.18,12.67,32.86
0.21,0.89,0.41,7.02,7.53,9.65,32.77
0.21,0.91,0.4,1.05,5.01,4.21,32.81
0.2,0.9,0.4,-4.61,1.51,-0.72,32.91
0.2,0.9,0.4,-8.72,1.34,-6.15,32.86
0.21,0.88,0.41,-9.82,2.64,-8.09,32.81
0.2,0.87,0.43,-11.74,2.61,-8.43,32.91
0.21,0.88,0.44,-16.05,3.27,-11.47,32.95
0.21,0.87,0.43,-17.4,6.26,-12.93,32.81
0.21,0.88,0.43,-19.54,9.88,-16.85,32.81
0.2,0.87,0.43,-22.73,11.82,-19.28,32.86
0.19,0.85,0.42,-24.09,11.95,-20.27,32.81
0.18,0.87,0.4,-25.86,7.36,-20.6,32.81
0.19,0.85,0.43,-25.39,4.37,-20.4,32.86
0.16,0.85,0.45,-21.73,5.54,-19.71,32.91
0.17,0.85,0.43,-15.27,7.16,-17.22,32.81
0.17,0.86,0.43,-12.81,7.04,-15.47,32.95
0.18,0.87,0.44,-16.11,4.43,-15.82,32.81
0.17,0.87,0.44,-20.72,2.53,-18.84,32.81
0.17,0.86,0.45,-20.84,3.25,-18.92,32.86
0.16,0.86,0.45,-18.29,4.61,-16.61,32.81
0.14,0.87,0.45,-18.99,5.18,-16.14,32.81
0.14,0.88,0.45,-22.63,4.92,-18.99,32.95
0.13,0.86,0.45,-23.04,3.02,-17.95,32.86
0.11,0.85,0.46,-18.81,-0.23,-13.88,32.91
0.12,0.87,0.44,-16.14,-0.85,-13.69,32.86
0.12,0.85,0.46,-13.63,-2.11,-13.97,32.91
0.13,0.83,0.47,-11.91,-6.12,-12.82,32.81
0.13,0.83,0.46,-10.61,-9.79,-12.11,32.86
0.13,0.81,0.47,-7.11,-11.5,-10.34,32.95
0.14,0.8,0.48,-1.79,-12.78,-5.71,32.72
0.15,0.8,0.47,3.07,-13.89,-0.37,32.86
0.14,0.79,0.49,9.51,-16.08,8.96,32.91
0.12,0.78,0.49,17.5,-18.78,19.57,32.81
0.12,0.78,0.5,29.15,-20.5,32.37,32.81
0.12,0.78,0.47,44.15,-22.43,47.22,32.86
0.14,0.77,0.44,60.64,-25.85,64.64,32.81
0.16,0.8,0.44,71.69,-31.69,77.63,32.86
0.19,0.77,0.44,78.61,-35.53,86.49,32.91
0.22,0.82,0.45,82.56,-34.85,89.74,32.81
0.24,0.93,0.4,71.6,-33.62,76.03,32.81
0.23,1.06,0.33,41.13,-34.96,45.6,32.77
0.27,1.04,0.22,17.63,-38.4,21.6,32.91
0.29,0.99,0.28,-0.38,-36.47,7.51,32.91
0.29,0.93,0.37,-8.2,-27.74,3.02,32.77
0.27,0.89,0.43,-7.54,-17.63,3.91,32.81
0.27,0.89,0.43,-5.82,-10.63,4.17,32.81
0.26,0.91,0.4,-7.47,-8.37,2.41,32.77
0.26,0.91,0.38,-11.1,-7.85,-0.73,32.91
0.28,0.88,0.4,-12.95,-2.0,-4.2,32.81
0.3,0.84,0.42,-12.6,4.67,-5.36,32.95
0.3,0.82,0.44,-11.76,9.27,-6.08,32.91
0.31,0.81,0.43,-10.75,12.34,-7.66,32.81
0.32,0.8,0.41,-9.91,15.74,-9.83,32.95
0.35,0.77,0.38,-8.15,19.51,-11.18,32.91
0.38,0.77,0.37,-6.09,24.06,-13.65,32.91
0.37,0.8,0.36,-7.69,28.69,-18.34,32.86
0.34,0.85,0.36,-13.5,31.08,-24.44,32.81
0.28,0.9,0.38,-21.1,33.13,-30.73,32.91
0.23,0.95,0.43,-26.43,37.69,-35.95,32.95
0.16,0.97,0.44,-29.04,41.28,-36.76,32.91
0.09,0.99,0.46,-31.01,38.78,-33.44,32.91
0.04,0.97,0.43,-31.76,31.16,-27.56,32.86
0.06,0.94,0.42,-30.61,22.73,-22.4,32.91
0.08,0.88,0.42,-26.12,14.06,-16.18,32.91
0.15,0.83,0.43,-21.6,10.46,-11.69,32.86
0.21,0.81,0.46,-20.26,11.79,-10.52,32.81
0.22,0.79,0.49,-19.21,15.3,-9.59,32.91
0.2,0.79,0.49,-14.96,17.88,-4.89,32.77
0.17,0.83,0.47,-11.27,18.17,-1.4,32.91
0.14,0.82,0.45,-7.15,15.33,3.1,32.81
0.13,0.83,0.44,-2.14,11.11,7.62,32.77
0.11,0.84,0.45,2.15,5.05,11.73,32.91
0.09,0.84,0.46,5.6,-3.62,16.75,32.91
0.05,0.86,0.49,12.0,-14.89,25.71,32.86
0.03,0.87,0.48,22.43,-26.38,37.37,32.95
0.09,0.87,0.44,33.66,-33.42,47.57,32.91
0.17,0.95,0.41,25.34,-38.81,39.68,32.95
0.25,0.97,0.39,5.62,-42.23,23.21,32.95
0.29,0.91,0.4,-8.12,-39.59,13.08,32.91
0.25,0.91,0.45,-15.94,-33.1,8.52,32.95
0.28,0.85,0.4,-16.21,-24.93,5.28,32.86
0.29,0.8,0.39,-13.76,-21.56,6.58,32.91
0.3,0.79,0.41,-13.11,-20.21,7.8,32.95
0.3,0.77,0.41,-7.68,-17.25,9.82,32.95
0.3,0.79,0.4,-0.92,-12.66,11.95,32.91
0.3,0.79,0.4,3.86,-8.08,13.5,32.86
0.31,0.79,0.41,8.06,-5.73,15.31,32.86
0.31,0.8,0.41,10.44,-2.32,15.68,32.91
0.29,0.8,0.44,11.11,2.18,15.36,32.95
0.25,0.82,0.44,10.09,3.89,12.85,32.95
0.29,0.81,0.4,13.57,8.63,11.1,32.91
0.3,0.8,0.43,15.48,14.78,8.52,32.91
0.32,0.79,0.41,13.04,19.42,2.11,32.95
0.35,0.79,0.39,7.82,25.65,-6.73,32.81
0.34,0.8,0.4,0.98,31.6,-16.81,32.91
0.28,0.84,0.39,-5.62,33.65,-24.26,32.86
0.24,0.86,0.37,-8.14,31.66,-24.79,32.81
0.18,0.92,0.39,-6.21,27.56,-19.44,32.91
0.11,0.98,0.44,-3.36,24.05,-13.31,33.05
0.07,0.99,0.49,0.96,21.89,-7.8,32.91
0.06,1.01,0.52,-1.34,19.66,-8.23,32.91
0.09,0.97,0.47,-8.09,12.44,-11.36,33.05
0.14,0.93,0.43,-16.31,2.02,-17.56,32.91
0.19,0.88,0.4,-19.62,-6.43,-19.77,32.91
0.23,0.83,0.41,-16.35,-8.17,-18.49,32.86
0.25,0.84,0.44,-14.93,-4.52,-19.08,32.95
0.24,0.84,0.46,-15.08,-0.09,-19.56,33.0
0.22,0.85,0.46,-15.88,3.01,-18.38,32.95
0.21,0.85,0.45,-17.53,4.15,-17.27,32.91
0.19,0.85,0.46,-19.16,4.47,-16.89,32.91
0.18,0.84,0.46,-19.94,4.34,-15.76,32.95
0.17,0.84,0.46,-18.55,4.4,-14.38,32.95
0.18,0.81,0.46,-13.82,4.78,-11.15,32.81
0.18,0.83,0.46,-11.16,4.49,-9.18,32.95
0.17,0.85,0.45,-10.81,3.56,-8.35,32.91
0.18,0.86,0.47,-12.64,3.4,-9.34,32.81
0.17,0.85,0.47,-12.75,4.02,-8.11,32.95
0.17,0.84,0.46,-10.37,4.63,-5.62,32.95
0.17,0.84,0.47,-8.02,4.35,-3.4,32.91
0.17,0.84,0.47,-7.97,4.03,-3.48,32.91
0.17,0.84,0.47,-7.39,3.59,-2.67,32.95
0.16,0.84,0.46,-6.05,2.55,-2.08,32.91
0.16,0.85,0.46,-7.05,1.85,-3.53,32.81
0.17,0.84,0.47,-7.47,1.97,-4.66,32.95
0.16,0.82,0.48,-5.56,1.69,-2.52,32.91
0.16,0.83,0.47,-3.44,0.81,-0.67,32.91
0.17,0.84,0.49,-3.51,0.23,-0.73,32.95
0.17,0.83,0.48,-1.86,0.56,0.43,32.91
0.17,0.82,0.46,0.29,1.02,2.09,32.91
0.17,0.85,0.47,-0.87,0.47,1.13,32.95
0.17,0.86,0.48,-3.39,-0.06,-0.38,32.86
0.16,0.84,0.47,-2.43,-0.08,0.11,32.91
0.16,0.86,0.47,-2.49,0.34,-1.19,32.86
0.16,0.85,0.47,-3.57,0.11,-1.57,32.86
0.15,0.85,0.47,-2.29,-0.93,-0.5,32.91
0.16,0.84,0.46,0.17,-2.24,1.77,32.86
0.16,0.84,0.47,1.62,-2.92,2.52,32.86
0.16,0.84,0.47,2.52,-2.93,3.33,32.91
0.16,0.85,0.47,2.89,-2.6,3.44,32.91
0.16,0.85,0.46,2.24,-2.7,3.21,32.86
0.17,0.86,0.48,0.84,-2.31,1.79,33.0
0.18,0.85,0.47,-1.36,-1.34,-0.14,32.91
0.18,0.84,0.48,-1.33,-0.52,0.37,32.95
0.17,0.85,0.47,-1.68,-0.52,-0.44,32.81
0.17,0.85,0.47,-3.36,-1.5,-2.34,32.91
0.16,0.84,0.47,-2.78,-2.31,-1.79,32.86
0.16,0.84,0.47,-1.48,-2.78,-1.27,32.81
0.16,0.84,0.46,-0.46,-3.02,-0.64,32.91
0.17,0.84,0.46,0.95,-3.15,-0.32,32.86
0.17,0.84,0.47,0.73,-3.4,-0.52,33.0
0.18,0.84,0.47,0.44,-3.11,-0.55,32.91
0.18,0.84,0.47,1.11,-2.06,-0.06,32.86
0.17,0.84,0.47,1.88,-1.15,0.73,32.86
0.17,0.85,0.47,1.11,-1.36,0.7,32.91
0.17,0.85,0.46,-0.73,-1.6,-0.69,32.86
0.17,0.86,0.47,-1.71,-1.56,-1.37,32.91
0.17,0.85,0.47,-2.17,-1.27,-2.15,32.91
0.16,0.86,0.46,-3.74,-1.62,-3.62,32.86
0.17,0.85,0.45,-5.1,-2.64,-4.6,32.86
0.16,0.84,0.46,-4.37,-2.99,-4.95,32.91
0.16,0.83,0.47,-2.14,-2.73,-3.4,32.81
0.17,0.84,0.47,-1.1,-2.6,-2.49,32.86
0.17,0.85,0.47,-1.59,-2.46,-2.53,32.81
0.18,0.84,0.48,-1.66,-1.71,-2.12,32.91
0.17,0.84,0.48,-0.41,-0.72,-0.58,32.77
0.17,0.85,0.47,0.29,-0.02,-0.11,32.91
0.17,0.84,0.47,0.06,-0.31,0.2,32.81
0.17,0.84,0.47,-0.21,-0.95,0.06,32.86
0.17,0.86,0.47,-1.18,-1.56,-0.93,32.91
0.16,0.85,0.47,-1.57,-1.6,-1.01,32.81
0.16,0.86,0.47,-1.88,-1.73,-1.4,32.77
0.17,0.85,0.47,-1.51,-1.56,-1.79,32.86
0.16,0.85,0.46,-0.87,-1.53,-1.36,32.81
0.17,0.85,0.47,0.27,-1.47,-0.31,32.86
0.16,0.84,0.47,1.28,-1.54,0.41,32.86
0.16,0.85,0.47,1.51,-1.69,1.36,32.81
0.16,0.85,0.46,1.51,-1.56,1.97,32.77
0.16,0.85,0.46,1.28,-1.66,1.65,32.77
0.16,0.84,0.46,1.56,-1.88,1.94,32.91
0.16,0.85,0.46,1.4,-1.97,2.08,32.77
0.16,0.86,0.45,0.99,-2.11,2.17,32.86
0.16,0.85,0.46,0.24,-1.77,1.71,32.72
0.17,0.83,0.47,0.7,-1.33,1.77,32.86
0.17,0.84,0.47,1.79,-0.99,1.98,32.86
0.17,0.85,0.46,2.46,-0.72,1.74,32.81
0.17,0.85,0.46,1.83,-1.39,0.81,32.95
0.17,0.85,0.46,1.39,-1.92,0.84,32.86
0.17,0.84,0.46,2.06,-1.71,1.5,32.91
0.16,0.85,0.47,2.82,-1.3,2.31,32.86
0.17,0.85,0.46,2.92,-1.27,2.11,32.86
0.17,0.85,0.46,2.47,-1.8,2.02,32.91
0.17,0.85,0.45,2.7,-2.34,2.08,32.86
0.17,0.85,0.45,2.63,-2.53,1.88,32.77
0.17,0.85,0.47,2.26,-2.34,1.53,32.91
0.16,0.86,0.46,1.69,-1.76,1.18,32.86
0.17,0.87,0.46,0.72,-0.96,0.18,32.86
0.18,0.86,0.45,0.5,-0.26,0.53,32.91
0.17,0.85,0.46,0.52,-0.2,0.82,32.86
0.17,0.85,0.45,0.23,0.09,0.63,32.86
0.17,0.86,0.45,0.35,0.23,0.9,32.81
0.17,0.85,0.46,0.37,0.2,0.84,32.77
0.17,0.85,0.46,0.35,0.08,0.81,32.86
0.17,0.85,0.45,0.09,0.2,0.34,32.81
0.17,0.85,0.45,1.47,-0.21,0.79,32.91
0.17,0.85,0.45,2.49,-0.61,0.92,32.86
0.17,0.86,0.45,1.69,-0.93,0.5,32.91
0.18,0.86,0.45,0.5,-1.27,0.29,32.91
0.17,0.86,0.44,0.37,-1.24,1.11,32.77
0.17,0.86,0.45,0.41,-1.1,1.19,32.81
0.17,0.85,0.45,0.2,-0.75,0.56,32.81
0.16,0.86,0.44,0.96,-1.07,0.63,32.86
0.17,0.85,0.45,0.99,-1.65,0.5,32.91
0.17,0.86,0.44,0.29,-2.61,-0.31,32.81
0.18,0.85,0.45,-0.15,-1.85,-0.95,32.77
0.17,0.84,0.45,1.45,-1.62,0.69,32.91
0.18,0.85,0.45,2.58,-1.63,1.6,32.81
0.18,0.86,0.45,2.02,-1.8,0.95,32.86
0.18,0.85,0.45,1.27,-1.94,0.47,32.81
0.18,0.86,0.45,2.18,-2.02,0.85,32.81
0.17,0.86,0.44,2.26,-2.12,1.01,32.77
0.17,0.86,0.45,2.29,-2.63,0.9,32.81
0.17,0.86,0.44,2.27,-2.63,0.82,32.81
0.17,0.86,0.44,2.49,-2.24,0.98,32.86
0.17,0.87,0.45,1.92,-2.24,0.64,32.91
0.17,0.87,0.44,0.76,-2.46,-0.23,32.81
0.17,0.86,0.44,-0.23,-1.88,-0.56,32.95
0.17,0.85,0.44,0.73,-1.59,0.15,32.81
0.18,0.86,0.43,1.39,-1.59,0.99,32.81
0.17,0.86,0.45,1.62,-1.42,0.92,32.95
0.18,0.86,0.44,0.95,-1.79,0.78,32.81
0.17,0.86,0.45,0.38,-1.28,0.38,32.81
0.18,0.85,0.44,0.09,-0.78,0.27,32.95
0.17,0.86,0.43,0.73,-0.5,0.41,32.81
0.17,0.86,0.44,1.13,-0.69,0.79,32.91
0.18,0.86,0.44,1.04,-1.04,0.72,32.86
0.17,0.86,0.44,0.52,-1.59,0.61,32.91
0.18,0.86,0.43,0.85,-1.57,0.73,32.91
0.18,0.86,0.44,1.54,-0.76,1.13,32.86
0.18,0.86,0.43,1.36,-0.98,0.85,32.91
0.17,0.87,0.43,1.1,-1.07,0.2,32.72
0.18,0.86,0.43,0.81,-1.19,0.08,32.86
0.17,0.86,0.44,1.25,-1.13,0.35,32.91
0.18,0.86,0.43,0.55,-0.98,-0.61,32.81
0.17,0.86,0.44,0.12,-0.41,-1.65,32.86
0.18,0.87,0.42,0.21,-0.52,-1.3,32.81
0.18,0.87,0.43,-0.78,-0.49,-1.91,32.81
0.17,0.86,0.42,-0.44,-0.31,-0.95,32.77
0.17,0.87,0.43,-0.47,-0.05,-0.2,32.91
0.18,0.88,0.44,-1.02,0.73,-0.81,32.81
0.17,0.86,0.44,-1.5,1.27,-0.96,32.86
0.17,0.86,0.42,-1.13,1.01,-0.06,32.81
0.17,0.86,0.44,-0.5,0.5,0.64,32.81
0.17,0.87,0.43,-0.38,0.06,0.78,32.77
0.18,0.87,0.44,-0.66,-0.2,0.75,32.81
0.17,0.86,0.45,-1.18,-0.03,0.69,32.81
0.17,0.86,0.44,-1.16,0.12,0.93,32.86
0.17,0.87,0.42,-1.07,0.02,1.76,32.81
0.17,0.86,0.45,-0.78,-0.17,1.45,32.81
0.16,0.86,0.44,-0.41,-0.23,1.85,32.77
0.16,0.87,0.44,-0.67,-0.38,1.54,32.81
0.16,0.87,0.44,-1.62,-0.2,0.37,32.81
0.16,0.85,0.43,-0.61,-0.98,1.76,32.77
0.17,0.86,0.44,-0.02,-2.34,2.7,32.81
0.17,0.87,0.43,0.2,-2.85,2.6,32.91
0.16,0.88,0.43,-1.22,-2.78,1.79,32.77
0.17,0.87,0.42,-2.03,-3.11,1.48,32.81
0.17,0.87,0.44,-1.95,-3.27,1.74,32.72
0.17,0.85,0.44,-1.59,-3.4,1.74,32.77
0.18,0.85,0.43,-1.69,-2.66,0.78,32.81
