acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z,temp
0.18,0.9,0.33,0.23,-0.56,1.24,32.53
0.18,0.91,0.33,-0.61,-1.34,0.6,32.53
0.18,0.91,0.34,-1.42,-0.87,-0.03,32.62
0.19,0.91,0.35,-0.24,-0.32,0.85,32.58
0.19,0.91,0.33,-0.17,-0.78,0.96,32.53
0.18,0.9,0.34,-1.11,-0.63,0.43,32.48
0.19,0.9,0.33,-1.36,-0.58,0.84,32.58
0.19,0.9,0.34,-0.95,-0.34,0.89,32.53
0.19,0.9,0.34,-0.89,0.08,0.93,32.53
0.18,0.91,0.33,-1.51,-0.23,0.63,32.48
0.18,0.91,0.32,-1.94,-0.47,0.41,32.53
0.19,0.91,0.33,-3.36,-1.6,0.27,32.58
0.19,0.89,0.34,-3.44,-2.06,1.22,32.48
0.19,0.89,0.35,-2.35,-0.34,1.54,32.53
0.19,0.9,0.34,-1.34,1.01,1.27,32.58
0.2,0.91,0.33,-1.51,-0.06,0.37,32.67
0.19,0.9,0.33,-1.57,-0.53,0.35,32.48
0.19,0.9,0.33,-1.66,-0.26,-0.11,32.53
0.19,0.91,0.33,-2.47,-0.17,-0.66,32.48
0.19,0.91,0.33,-2.87,-0.02,-1.01,32.48
0.19,0.91,0.33,-2.84,-0.06,-0.66,32.53
0.19,0.91,0.33,-3.18,-0.34,-0.63,32.67
0.19,0.91,0.33,-3.33,-0.05,-0.53,32.48
0.19,0.91,0.33,-3.11,0.15,-0.56,32.44
0.18,0.9,0.33,-3.05,0.2,-0.4,32.48
0.19,0.9,0.34,-2.49,0.44,-0.23,32.44
0.19,0.9,0.33,-2.44,0.34,-0.35,32.53
0.19,0.9,0.34,-3.28,-0.29,-0.79,32.48
0.19,0.9,0.33,-2.55,-0.08,-0.32,32.53
0.18,0.91,0.33,-1.34,0.29,-0.18,32.62
0.19,0.91,0.33,-2.06,-0.24,-0.58,32.58
0.18,0.91,0.32,-2.78,-0.18,-0.58,32.53
0.18,0.91,0.32,-1.83,0.56,0.29,32.58
0.18,0.92,0.3,0.15,1.24,2.12,32.48
0.17,0.94,0.29,2.69,0.84,2.85,32.44
0.15,0.96,0.29,4.2,0.61,3.4,32.58
0.16,0.95,0.29,6.06,1.92,4.98,32.58
0.17,0.93,0.31,7.69,3.54,6.98,32.44
0.18,0.92,0.35,5.15,2.9,5.97,32.48
0.15,0.91,0.37,3.04,-0.76,4.63,32.53
0.15,0.86,0.37,6.24,-1.53,4.61,32.53
0.2,0.79,0.37,17.31,0.98,9.56,32.48
0.26,0.72,0.39,24.14,1.34,15.86,32.53
0.32,0.68,0.38,34.14,-0.23,25.68,32.48
0.36,0.69,0.42,36.89,0.26,31.54,32.48
0.36,0.71,0.42,36.87,5.88,36.47,32.53
0.37,0.75,0.4,35.4,13.56,39.88,32.62
0.32,0.82,0.4,28.47,19.02,37.54,32.58
0.29,0.83,0.36,32.44,29.37,42.55,32.62
0.23,1.0,0.34,17.08,35.44,31.21,32.48
0.22,0.98,0.28,5.6,34.75,23.39,32.58
0.14,1.11,0.25,-4.34,29.48,14.17,32.53
0.12,1.08,0.18,-9.5,22.96,4.98,32.58
0.11,1.1,0.17,-14.41,11.86,-4.56,32.58
0.22,0.96,0.2,-13.85,6.05,-8.76,32.62
0.24,0.96,0.24,-11.59,8.14,-11.54,32.58
0.25,0.92,0.32,-18.73,6.92,-16.06,32.62
0.15,1.07,0.3,-19.98,12.29,-19.89,32.62
0.22,0.94,0.29,-21.44,14.24,-21.94,32.58
0.19,0.96,0.35,-25.25,19.88,-24.32,32.62
0.18,1.02,0.29,-35.63,23.27,-32.15,32.62
0.18,0.96,0.31,-38.46,25.76,-39.33,32.67
0.16,0.94,0.35,-37.57,31.05,-36.84,32.72
0.17,0.96,0.31,-32.03,42.93,-35.73,32.62
0.15,0.91,0.36,-32.84,38.06,-32.09,32.67
0.13,0.88,0.35,-30.24,26.6,-26.87,32.62
0.15,0.95,0.37,-31.48,29.76,-30.27,32.67
0.15,0.99,0.37,-38.99,37.39,-37.95,32.58
0.13,1.01,0.37,-49.71,30.05,-44.08,32.62
0.14,0.99,0.37,-65.47,20.6,-55.05,32.58
0.13,1.01,0.41,-79.57,20.23,-66.17,32.58
0.12,0.96,0.42,-86.99,19.21,-69.44,32.62
0.09,0.92,0.43,-86.24,21.79,-67.02,32.58
0.07,0.84,0.42,-75.28,21.76,-56.99,32.67
0.09,0.82,0.47,-69.51,23.83,-49.13,32.62
0.07,0.77,0.44,-53.83,22.02,-34.21,32.58
0.1,0.81,0.45,-41.59,24.53,-23.31,32.58
0.11,0.82,0.44,-35.65,17.88,-15.56,32.53
0.09,0.84,0.48,-34.35,14.24,-9.89,32.58
0.06,0.81,0.47,-32.38,13.3,-5.21,32.67
0.06,0.83,0.44,-31.36,6.66,-7.4,32.58
0.03,0.82,0.44,-31.83,-2.63,-14.84,32.67
0.01,0.78,0.46,-31.33,-16.82,-16.5,32.62
0.0,0.72,0.45,-24.44,-31.28,-14.44,32.62
0.0,0.72,0.47,-19.27,-40.18,-12.31,32.67
0.0,0.74,0.46,-10.66,-54.79,-7.1,32.58
0.01,0.77,0.45,3.16,-57.74,-3.19,32.67
0.02,0.87,0.49,12.61,-59.89,1.47,32.67
0.09,0.86,0.49,27.59,-51.56,10.44,32.62
0.12,0.92,0.5,11.86,-43.91,-0.75,32.72
0.14,0.69,0.48,31.31,-36.56,17.74,32.67
0.13,0.98,0.52,3.91,-26.85,1.68,32.62
0.11,0.92,0.52,-6.23,-18.26,-1.91,32.58
0.11,1.0,0.54,-1.48,-7.18,0.9,32.58
0.13,0.95,0.46,1.57,4.4,-2.93,32.62
0.1,0.88,0.52,-5.77,-1.48,-3.65,32.62
0.08,0.8,0.49,-1.94,-7.66,2.03,32.67
0.09,0.79,0.46,8.98,-0.72,9.88,32.62
0.08,0.82,0.47,13.15,0.99,11.98,32.58
0.1,0.83,0.46,14.12,-2.14,12.09,32.67
0.11,0.84,0.47,14.93,-2.9,11.05,32.53
0.11,0.84,0.48,15.98,0.52,11.37,32.72
0.11,0.83,0.48,17.02,0.76,13.07,32.58
0.08,0.83,0.47,18.95,-3.37,16.29,32.53
0.07,0.83,0.46,21.39,-7.08,18.47,32.67
0.07,0.85,0.46,25.71,-4.37,20.32,32.58
0.09,0.85,0.46,24.44,-3.44,19.54,32.62
0.1,0.84,0.43,25.73,-8.34,20.43,32.58
0.11,0.8,0.42,27.86,-15.85,21.73,32.58
0.1,0.81,0.43,32.49,-20.15,24.61,32.62
0.11,0.82,0.43,37.88,-19.95,27.31,32.58
0.12,0.86,0.43,38.52,-17.51,28.2,32.58
0.12,0.92,0.43,31.6,-16.4,25.89,32.62
0.14,0.9,0.41,27.95,-18.11,24.89,32.58
0.14,0.91,0.41,22.75,-20.21,21.91,32.67
0.16,0.96,0.44,12.52,-18.31,17.97,32.62
0.16,0.93,0.44,9.45,-11.36,14.82,32.58
0.17,0.91,0.4,3.98,-10.18,12.58,32.48
0.16,0.88,0.41,7.31,-9.36,12.67,32.62
0.16,0.9,0.41,8.96,-7.68,10.27,32.62
0.16,0.89,0.41,9.54,-6.6,8.76,32.67
