acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z,temp
0.2,0.87,0.4,-1.34,-0.72,0.52,33.42
0.2,0.87,0.41,-1.44,-0.66,0.32,33.57
0.2,0.87,0.41,-1.47,-0.63,0.23,33.52
0.2,0.87,0.41,-1.69,-0.44,0.47,33.47
0.2,0.88,0.41,-2.14,-0.27,0.08,33.57
0.21,0.88,0.41,-2.75,-0.03,-0.11,33.52
0.2,0.88,0.4,-2.64,0.21,-0.15,33.52
0.2,0.88,0.41,-2.6,0.0,-0.12,33.47
0.2,0.87,0.4,-2.5,0.08,-0.12,33.52
0.2,0.87,0.4,-2.24,-0.17,-0.31,33.52
0.2,0.87,0.4,-2.49,-0.06,-0.49,33.47
0.2,0.87,0.41,-2.64,-0.09,-0.6,33.47
0.2,0.87,0.41,-2.09,-0.18,-0.92,33.52
0.21,0.87,0.4,-1.48,-0.4,-0.66,33.57
0.19,0.87,0.4,-1.8,-0.4,-0.6,33.47
0.19,0.88,0.41,-1.89,-0.18,-0.29,33.52
0.21,0.87,0.4,-1.21,-1.6,-1.34,33.57
0.2,0.87,0.41,-0.61,-1.66,-0.26,33.52
0.21,0.87,0.4,-0.46,-1.5,-0.95,33.42
0.2,0.87,0.4,-0.12,-1.44,-0.35,33.47
0.21,0.86,0.39,0.26,-1.71,0.17,33.52
0.2,0.87,0.4,1.11,-1.63,0.35,33.42
0.2,0.87,0.41,1.48,-1.57,0.89,33.47
0.2,0.87,0.4,1.76,-1.37,1.24,33.47
0.19,0.86,0.4,2.02,-1.47,1.98,33.42
0.19,0.87,0.41,2.26,-1.53,2.69,33.52
0.18,0.88,0.41,2.78,-1.92,4.18,33.57
0.18,0.88,0.41,3.74,-1.31,5.39,33.52
0.19,0.88,0.4,5.22,0.24,6.82,33.57
0.21,0.87,0.4,4.47,0.41,5.86,33.47
0.23,0.87,0.4,1.88,-0.11,3.25,33.47
0.22,0.86,0.41,0.84,1.01,3.02,33.42
0.22,0.86,0.4,1.54,3.28,3.91,33.57
0.22,0.87,0.39,1.08,3.82,3.8,33.57
0.21,0.88,0.38,0.21,3.5,3.44,33.42
0.21,0.91,0.4,-0.99,4.81,1.34,33.52
0.2,0.92,0.4,-2.49,6.46,-0.66,33.47
0.19,0.9,0.4,-3.65,6.9,-1.6,33.47
0.2,0.87,0.39,-2.99,7.15,-1.1,33.42
0.21,0.89,0.39,-5.51,4.15,-4.38,33.47
0.21,0.89,0.39,-8.24,2.18,-6.79,33.47
0.21,0.88,0.4,-9.47,3.02,-9.21,33.52
0.2,0.88,0.4,-11.28,4.43,-11.74,33.52
0.21,0.93,0.42,-21.53,5.57,-21.37,33.47
0.19,0.9,0.44,-28.02,6.35,-23.79,33.57
0.18,0.88,0.43,-27.83,8.08,-21.68,33.42
0.19,0.88,0.43,-31.07,11.18,-24.95,33.47
0.18,0.87,0.45,-34.66,12.52,-27.36,33.57
0.2,0.88,0.45,-38.66,14.76,-32.14,33.42
0.16,0.86,0.46,-39.19,13.65,-29.33,33.52
0.15,0.89,0.45,-42.58,15.16,-31.53,33.47
0.15,0.87,0.45,-43.51,17.24,-30.03,33.47
0.14,0.92,0.51,-51.1,20.17,-38.38,33.52
0.14,0.83,0.5,-47.42,23.5,-32.08,33.47
0.12,0.82,0.4,-37.71,17.05,-25.1,33.57
0.09,0.81,0.4,-32.12,10.46,-24.6,33.42
0.13,0.89,0.43,-32.82,12.58,-32.67,33.47
0.1,0.87,0.46,-30.24,13.51,-31.59,33.47
0.1,0.85,0.44,-25.05,10.24,-26.73,33.42
0.07,0.84,0.43,-17.27,2.34,-20.09,33.52
0.07,0.85,0.43,-11.6,-4.96,-20.2,33.57
0.06,0.84,0.46,-8.12,-11.57,-19.44,33.47
0.08,0.8,0.48,-3.57,-16.84,-14.44,33.42
0.09,0.74,0.51,3.94,-20.63,-2.56,33.42
0.1,0.72,0.51,12.56,-22.87,10.67,33.47
0.13,0.74,0.5,21.25,-22.06,22.05,33.42
0.13,0.75,0.49,29.85,-24.99,35.48,33.52
0.09,0.76,0.5,37.98,-33.76,50.21,33.47
0.07,0.79,0.45,50.64,-40.21,62.95,33.47
0.08,0.82,0.43,64.95,-41.3,70.26,33.42
0.14,0.86,0.43,71.97,-38.18,71.62,33.52
0.21,0.77,0.52,83.01,-27.25,78.99,33.47
0.13,0.73,0.56,97.83,-21.5,93.74,33.52
0.19,0.77,0.47,108.02,-21.1,108.46,33.57
0.16,1.02,0.35,90.69,-34.08,90.63,33.47
0.3,1.15,0.3,45.76,-39.77,44.26,33.47
0.32,1.07,0.37,18.21,-29.54,25.07,33.42
0.29,0.94,0.4,9.21,-15.97,18.55,33.52
0.29,0.89,0.35,8.06,-8.37,14.12,33.47
0.26,0.89,0.32,5.95,-12.08,13.5,33.52
0.27,0.89,0.33,5.34,-16.53,14.43,33.42
0.31,0.89,0.34,5.95,-7.76,8.87,33.47
0.31,0.89,0.36,2.72,-1.13,3.22,33.47
0.32,0.87,0.37,-1.94,4.4,-0.64,33.52
0.3,0.87,0.4,-5.8,8.03,-2.31,33.47
0.28,0.87,0.39,-6.52,11.34,-1.88,33.47
0.29,0.87,0.37,-6.63,14.2,-2.27,33.42
0.31,0.83,0.34,-5.19,15.25,-2.47,33.52
0.34,0.82,0.32,-5.42,15.82,-4.08,33.57
0.36,0.79,0.33,-6.64,16.58,-6.53,33.38
0.34,0.81,0.33,-8.69,16.99,-10.24,33.52
0.32,0.83,0.34,-9.25,18.09,-12.61,33.52
0.28,0.89,0.36,-11.37,17.97,-15.02,33.57
0.23,0.92,0.4,-12.37,23.16,-18.46,33.52
0.16,0.96,0.43,-12.09,27.18,-18.49,33.52
0.1,0.99,0.43,-13.45,25.11,-16.95,33.47
0.1,0.99,0.41,-15.18,18.87,-16.11,33.57
0.13,0.96,0.38,-16.87,11.86,-14.23,33.52
0.16,0.91,0.37,-15.79,5.95,-11.02,33.57
0.19,0.89,0.38,-14.55,1.54,-9.66,33.57
0.22,0.87,0.38,-13.22,1.44,-8.96,33.52
0.23,0.87,0.4,-14.34,3.77,-8.98,33.47
0.23,0.86,0.42,-15.04,6.78,-6.23,33.47
0.21,0.87,0.44,-14.61,8.85,-2.7,33.52
0.18,0.85,0.43,-11.4,8.27,3.04,33.61
0.14,0.85,0.44,-5.82,3.63,10.84,33.57
0.12,0.87,0.42,2.29,-3.19,19.42,33.47
0.15,0.87,0.41,8.72,-9.57,24.7,33.42
0.17,0.89,0.41,9.24,-16.87,26.06,33.42
0.23,0.88,0.36,8.31,-20.08,23.25,33.47
0.26,0.9,0.38,1.13,-21.57,13.69,33.57
0.29,0.88,0.39,-1.51,-19.53,11.39,33.52
0.28,0.9,0.4,-6.46,-15.3,6.7,33.57
0.26,0.88,0.39,-9.53,-14.75,5.82,33.47
0.25,0.85,0.39,-8.92,-15.15,7.59,33.52
0.26,0.81,0.4,-2.53,-13.88,12.63,33.61
0.28,0.79,0.38,1.63,-10.15,13.62,33.57
0.29,0.8,0.4,2.87,-9.57,13.18,33.57
0.32,0.81,0.38,3.57,-6.98,11.51,33.52
0.31,0.82,0.38,3.37,-2.75,9.25,33.57
0.29,0.84,0.4,3.18,1.3,7.94,33.57
0.28,0.83,0.39,6.37,4.37,8.96,33.52
0.29,0.83,0.36,9.07,5.16,9.27,33.61
0.32,0.82,0.36,10.56,7.91,8.11,33.57
