acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.34,0.82,0.36,-3.53,2.18,1.30
0.35,0.82,0.36,-1.28,2.40,1.36
0.34,0.82,0.36,-1.97,3.05,1.02
0.35,0.82,0.35,-2.00,3.86,1.31
0.34,0.82,0.37,-1.40,3.86,0.81
0.34,0.82,0.36,-1.33,3.01,0.09
0.34,0.82,0.35,-1.08,1.74,0.17
0.35,0.82,0.37,-2.09,1.11,-0.38
0.34,0.83,0.36,-2.46,0.56,-0.50
0.34,0.82,0.36,-2.55,0.55,-0.29
0.33,0.82,0.37,-1.76,0.17,0.27
0.34,0.82,0.37,-0.98,0.44,1.05
0.34,0.83,0.37,-1.42,0.29,1.48
0.33,0.83,0.34,-4.61,0.40,-0.15
0.32,0.80,0.38,-1.16,-2.35,0.14
0.34,0.83,0.36,-1.71,-0.99,0.79
0.35,0.83,0.37,-1.22,-0.47,1.74
0.34,0.83,0.37,-1.07,1.28,1.68
0.34,0.81,0.36,-1.15,1.50,1.83
0.34,0.82,0.37,-0.93,0.38,2.47
0.34,0.81,0.36,-0.76,-0.92,2.37
0.34,0.82,0.37,-0.92,-2.02,2.40
0.35,0.83,0.36,-1.11,-1.37,2.66
0.34,0.83,0.37,-1.10,-0.43,2.34
0.34,0.82,0.37,-1.24,-0.09,2.08
0.34,0.82,0.36,-0.61,-0.69,2.32
0.34,0.83,0.36,-0.63,-1.01,2.63
0.35,0.83,0.36,-0.72,-1.44,2.81
0.35,0.82,0.36,-1.02,-1.07,2.78
0.35,0.83,0.37,-1.63,-0.98,2.63
0.35,0.82,0.36,-1.94,-1.36,1.98
0.34,0.82,0.37,-2.20,-1.57,2.63
0.34,0.82,0.37,-1.88,-1.16,2.75
0.35,0.83,0.36,-2.12,0.21,3.11
0.35,0.82,0.36,-2.12,1.16,2.95
0.35,0.82,0.36,-2.21,1.27,2.53
0.35,0.82,0.37,-2.67,0.69,2.56
0.35,0.81,0.36,-2.49,-0.67,1.94
0.35,0.81,0.36,-2.41,-1.22,2.26
0.34,0.82,0.37,-2.32,-0.95,2.20
0.35,0.82,0.36,-1.88,-0.63,2.70
0.35,0.81,0.37,-1.83,-0.69,2.34
0.34,0.82,0.36,-1.73,-0.78,1.91
0.35,0.82,0.36,-1.51,-1.30,2.23
0.36,0.82,0.36,-1.54,-1.40,2.31
0.36,0.82,0.36,-1.95,-1.89,2.27
0.35,0.81,0.36,-1.88,-2.43,1.91
0.35,0.81,0.36,-1.82,-2.35,1.13
0.35,0.82,0.36,-1.15,-1.82,0.70
0.34,0.81,0.36,-1.02,-1.21,-0.12
0.34,0.83,0.35,-1.08,-0.41,-0.70
0.34,0.83,0.35,-0.73,-0.98,-0.90
0.34,0.83,0.35,-2.14,-1.05,-0.58
0.33,0.84,0.35,-3.63,-3.39,-2.23
0.34,0.84,0.38,-4.47,-5.65,-3.47
0.35,0.83,0.36,-4.81,-5.59,-2.58
0.35,0.81,0.35,-4.72,-3.73,-1.80
0.35,0.80,0.36,-3.16,-3.25,-1.88
0.34,0.81,0.36,-2.89,-4.00,-3.59
0.32,0.82,0.37,-3.94,-6.61,-7.01
0.33,0.81,0.38,-3.16,-7.80,-12.29
0.35,0.82,0.36,-4.99,-5.85,-13.05
0.35,0.82,0.37,-2.87,-3.24,-11.36
0.36,0.81,0.37,-2.38,-2.84,-9.68
0.37,0.82,0.35,-1.71,-3.77,-7.56
0.35,0.83,0.34,-1.60,-4.37,-5.76
0.33,0.83,0.36,-2.43,-5.74,-5.65
0.35,0.83,0.36,-2.05,-5.05,-4.67
0.36,0.82,0.35,-1.21,-2.67,-3.68
0.35,0.83,0.35,-1.39,-0.34,-2.56
0.34,0.84,0.37,-1.79,-0.32,-1.30
0.35,0.82,0.36,-0.49,-0.87,-0.87
0.35,0.81,0.35,-1.44,-0.47,-0.43
0.36,0.83,0.35,-0.70,0.32,0.17
0.35,0.83,0.36,-0.99,0.52,1.57
0.36,0.84,0.37,-2.21,0.38,1.69
0.34,0.83,0.35,-2.31,0.20,0.27
0.34,0.82,0.36,-2.90,0.02,1.24
0.34,0.81,0.35,-1.66,-0.02,2.11
0.34,0.82,0.36,-1.44,1.94,0.82
0.34,0.81,0.36,-1.31,2.11,0.85
0.34,0.83,0.38,-0.89,2.32,1.33
0.33,0.82,0.38,-0.92,0.37,0.98
0.34,0.83,0.35,-1.45,1.36,0.93
0.34,0.82,0.38,-1.15,1.19,1.05
0.34,0.83,0.36,-1.28,1.98,1.68
0.33,0.84,0.37,-1.50,1.51,2.27
0.34,0.82,0.36,-1.77,1.63,1.95
0.31,0.81,0.34,-1.36,0.63,0.60
0.31,0.81,0.37,-0.81,-2.70,0.52
0.31,0.81,0.38,1.16,-4.98,0.58
0.33,0.82,0.36,0.67,-4.14,-0.41
0.33,0.83,0.35,1.07,-3.42,-2.00
0.33,0.82,0.36,-0.81,-1.57,-4.00
0.34,0.81,0.36,-0.60,-2.06,-3.04
0.35,0.83,0.35,0.61,-1.40,-0.47
0.34,0.83,0.39,-0.96,-0.84,-0.58
0.30,0.84,0.36,1.18,-4.60,-2.40
0.34,0.83,0.38,-3.15,-2.98,-3.60
0.33,0.82,0.36,-1.05,-2.64,-3.65
0.34,0.84,0.37,-1.50,0.50,-3.36
0.31,0.83,0.37,-1.39,-0.50,-6.73
0.33,0.85,0.36,-2.66,3.01,-7.27
0.35,0.84,0.35,-0.29,6.72,-7.98
0.30,0.81,0.38,0.17,4.46,-9.95
0.31,0.80,0.34,1.33,4.95,-8.79
0.36,0.82,0.33,3.65,5.25,-6.08
0.35,0.83,0.33,4.41,5.18,-3.02
0.33,0.83,0.36,3.13,4.76,-2.32
0.32,0.81,0.35,4.95,2.64,-1.74
0.33,0.81,0.36,3.45,2.66,-0.44
0.35,0.83,0.35,2.58,2.46,-0.02
0.36,0.83,0.36,-1.63,0.64,0.40
0.33,0.82,0.34,0.26,-3.18,1.24
0.32,0.81,0.35,0.79,-6.72,2.20
0.33,0.81,0.36,-0.47,-5.66,2.78
0.35,0.81,0.35,-0.32,-2.95,3.57
0.35,0.80,0.34,-1.71,-2.79,3.71
0.36,0.80,0.35,-1.37,-8.23,3.94
0.35,0.82,0.35,-0.95,-14.12,5.02
0.34,0.82,0.34,0.76,-16.24,6.06
0.33,0.81,0.35,2.26,-15.79,7.21
0.35,0.81,0.37,2.81,-12.95,9.08
0.36,0.84,0.34,3.10,-8.93,10.67
0.36,0.81,0.34,3.68,-8.78,10.69
0.37,0.85,0.31,2.21,-7.30,11.91
0.39,0.85,0.34,1.50,-3.15,16.85
0.39,0.84,0.34,1.04,-0.29,18.93
0.40,0.81,0.36,2.82,4.99,21.82
0.42,0.80,0.38,3.24,7.79,23.74
0.43,0.79,0.38,5.76,7.01,20.89
0.39,0.79,0.36,5.37,5.47,16.93
0.38,0.80,0.33,6.60,4.29,13.34
0.35,0.82,0.33,6.06,2.24,10.41
0.30,0.85,0.33,2.43,-1.47,6.55
0.30,0.86,0.36,2.24,-5.02,5.28
0.34,0.85,0.36,5.22,-3.51,7.51
0.36,0.84,0.34,7.37,3.15,8.81
0.36,0.83,0.33,8.15,7.19,8.56
0.34,0.83,0.32,7.65,7.57,6.03
0.34,0.83,0.33,6.00,4.87,2.40
0.33,0.84,0.33,4.26,2.05,-1.62
0.34,0.83,0.34,3.15,2.00,-2.96
0.36,0.85,0.35,2.90,2.26,-0.38
0.35,0.85,0.33,3.65,3.66,0.58
0.35,0.84,0.32,3.18,3.97,1.10
0.36,0.84,0.33,2.09,4.12,1.57
0.36,0.84,0.32,0.92,4.78,1.48
0.36,0.83,0.33,0.17,4.56,0.79
0.36,0.82,0.33,-0.56,2.56,-0.50
0.36,0.83,0.33,-0.96,1.97,-0.72
0.37,0.84,0.33,-1.07,2.64,0.23
0.38,0.85,0.33,-2.26,4.02,1.60
0.36,0.83,0.35,-1.92,4.40,1.30
0.36,0.82,0.33,-2.89,3.83,0.63
0.36,0.82,0.32,-2.69,3.07,-0.27
0.35,0.82,0.34,-2.29,1.92,-0.92
0.35,0.82,0.33,-2.02,0.35,-1.63
0.35,0.82,0.33,-2.15,-0.84,-2.35
0.35,0.82,0.35,-1.60,-1.57,-2.58
0.36,0.83,0.34,-1.97,-0.99,-2.43
0.36,0.85,0.34,-1.45,-0.11,-1.54
0.35,0.83,0.33,-1.48,1.42,-1.82
0.36,0.83,0.35,-0.85,2.67,-1.02
0.35,0.82,0.32,-0.79,0.76,-1.33
0.35,0.83,0.32,-0.50,-0.89,-1.21
0.35,0.81,0.32,-0.31,-3.74,-2.49
0.35,0.81,0.34,0.40,-4.66,-3.86
0.34,0.81,0.32,1.69,-5.24,-5.22
0.33,0.81,0.33,3.42,-4.38,-6.72
0.33,0.82,0.32,4.12,-4.73,-8.32
0.33,0.83,0.33,4.23,-5.74,-10.38
0.33,0.84,0.33,3.77,-7.39,-12.29
0.33,0.84,0.33,2.70,-8.32,-14.55
0.35,0.85,0.33,2.24,-7.42,-14.15
0.37,0.87,0.33,2.58,-5.11,-8.92
0.37,0.87,0.31,3.47,-3.53,-3.02
0.37,0.87,0.31,2.76,-2.18,0.52
0.36,0.84,0.31,1.11,-2.00,0.67
0.35,0.84,0.32,0.44,-3.47,-0.98
0.35,0.83,0.31,-0.26,-4.00,-2.26
0.36,0.83,0.31,0.11,-3.21,-2.55
0.36,0.84,0.31,0.37,-1.42,-3.01
0.37,0.84,0.31,0.08,0.76,-2.15
0.36,0.85,0.31,-0.47,1.02,-2.09
0.36,0.84,0.32,-1.45,-0.03,-2.95
0.36,0.84,0.31,-2.82,-0.46,-3.60
0.35,0.84,0.33,-2.61,-0.75,-3.94
0.35,0.84,0.31,-2.34,-0.50,-3.98
0.35,0.85,0.32,-3.05,0.08,-3.63
0.35,0.85,0.33,-2.87,1.04,-3.25
0.35,0.84,0.32,-2.61,1.79,-3.48
0.35,0.84,0.32,-3.10,1.86,-2.64
0.36,0.84,0.32,-3.15,2.47,-2.18
0.35,0.84,0.31,-4.18,1.91,-2.27
0.35,0.84,0.33,-3.95,1.50,-2.32
0.34,0.84,0.31,-2.87,1.27,-1.83
0.34,0.84,0.32,-2.84,1.63,-0.82
0.34,0.85,0.31,-2.56,1.76,-0.11
0.34,0.85,0.30,-2.06,2.67,0.24
0.34,0.85,0.29,-1.22,5.42,1.40
0.34,0.85,0.30,-1.19,8.92,2.84
0.33,0.84,0.34,-0.60,8.99,2.43
0.34,0.83,0.34,-1.04,7.98,1.27
0.34,0.84,0.32,-1.01,7.27,0.84
0.35,0.84,0.33,-0.52,7.71,2.14
0.34,0.85,0.33,-0.95,7.21,3.36
0.34,0.85,0.35,-1.45,4.90,3.48
0.34,0.85,0.35,-0.98,2.67,3.57
0.34,0.84,0.34,-1.63,1.80,2.66
0.34,0.85,0.32,-1.69,1.33,2.12
0.33,0.84,0.34,-1.97,0.41,1.60
0.34,0.84,0.34,-2.60,-0.64,0.81
0.34,0.83,0.34,-2.99,-1.98,-0.64
0.34,0.84,0.33,-3.77,-3.19,-1.42
0.34,0.84,0.32,-3.76,-3.53,-1.48
0.34,0.84,0.32,-2.79,-2.53,-0.64
0.34,0.84,0.33,-2.12,-1.94,0.52
0.35,0.84,0.33,-1.65,-1.69,1.04
0.34,0.84,0.32,-2.20,-1.10,1.33
0.34,0.84,0.32,-1.85,-1.68,0.96
0.33,0.84,0.33,-2.06,-1.89,0.31
0.34,0.83,0.34,-1.97,-2.43,-0.03
0.33,0.84,0.32,-1.71,-3.01,0.20
0.34,0.84,0.33,-1.54,-2.60,0.41
0.34,0.84,0.32,-1.47,-1.82,0.12
0.34,0.84,0.32,-1.91,-1.89,-0.58
0.33,0.85,0.32,-1.74,-2.14,-0.69
0.34,0.84,0.32,-1.85,-2.69,-0.63
0.34,0.84,0.32,-2.09,-2.50,-0.61
0.34,0.85,0.32,-1.86,-1.63,-0.79
0.34,0.84,0.32,-1.47,-0.64,-0.67
0.34,0.84,0.32,-1.76,0.50,0.12
0.35,0.84,0.34,-1.63,0.34,0.78
0.34,0.84,0.33,-1.77,-0.43,1.40
0.35,0.85,0.32,-1.59,-0.15,1.92
0.35,0.84,0.33,-2.14,0.55,2.73
0.35,0.84,0.34,-2.12,0.96,2.20
0.34,0.84,0.33,-2.78,0.47,1.31
0.34,0.84,0.33,-2.84,0.24,1.13
0.35,0.84,0.34,-3.08,-0.15,1.08
