acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z,temp
0.18,0.89,0.37,-2.79,-0.32,0.21,32.39
0.17,0.9,0.37,-2.53,0.55,0.4,32.34
0.17,0.9,0.37,-2.56,0.58,0.43,32.39
0.18,0.9,0.36,-2.18,0.24,0.08,32.34
0.18,0.9,0.36,-2.32,-0.05,0.34,32.34
0.17,0.89,0.36,-2.12,0.15,0.66,32.39
0.18,0.89,0.37,-2.32,0.5,0.92,32.34
0.18,0.9,0.37,-2.2,0.58,0.66,32.34
0.18,0.9,0.36,-2.72,0.2,0.12,32.39
0.17,0.9,0.36,-3.24,-0.06,-0.05,32.44
0.17,0.89,0.37,-3.53,-0.24,0.24,32.44
0.17,0.89,0.38,-3.19,-0.17,0.37,32.29
0.18,0.88,0.37,-2.38,-0.34,0.21,32.44
0.18,0.89,0.36,-1.83,-0.9,-0.34,32.44
0.18,0.89,0.37,-1.34,-1.48,0.02,32.39
0.19,0.89,0.37,-0.79,-0.96,0.06,32.34
0.17,0.89,0.37,-1.85,-0.14,0.14,32.44
0.17,0.89,0.36,-2.12,0.15,0.47,32.44
0.18,0.9,0.37,-2.24,0.32,0.21,32.29
0.18,0.9,0.38,-2.06,0.35,0.21,32.44
0.17,0.9,0.38,-2.64,0.43,0.02,32.44
0.18,0.89,0.37,-2.41,0.6,0.23,32.29
0.17,0.9,0.37,-2.02,0.66,0.52,32.44
0.17,0.89,0.37,-1.91,0.34,0.24,32.44
0.18,0.89,0.38,-2.03,0.35,0.09,32.39
0.17,0.9,0.37,-2.18,0.56,-0.31,32.44
0.17,0.9,0.36,-2.09,0.44,-0.31,32.44
0.17,0.9,0.37,-2.82,0.47,-0.44,32.29
0.17,0.9,0.38,-4.58,0.79,-0.67,32.44
0.17,0.9,0.37,-4.92,1.94,0.2,32.44
0.17,0.9,0.38,-4.35,2.5,0.78,32.29
0.18,0.89,0.37,-4.47,2.72,1.34,32.44
0.18,0.89,0.36,-5.04,2.85,0.84,32.44
0.18,0.9,0.37,-5.69,2.29,-0.21,32.39
0.18,0.9,0.38,-5.89,2.32,-0.27,32.29
0.17,0.89,0.37,-4.82,3.05,0.32,32.34
0.17,0.91,0.37,-4.78,3.27,-0.08,32.39
0.16,0.91,0.35,-5.15,1.85,-0.9,32.48
0.16,0.9,0.37,-4.76,0.37,-2.23,32.34
0.16,0.91,0.38,-5.54,0.14,-2.44,32.39
0.16,0.92,0.37,-6.15,1.48,-2.84,32.39
0.16,0.91,0.37,-5.22,2.15,-1.86,32.25
0.15,0.92,0.38,-7.51,1.25,-2.47,32.39
0.16,0.92,0.36,-8.75,1.66,-3.94,32.39
0.16,0.92,0.36,-10.03,2.17,-4.76,32.44
0.15,0.93,0.38,-11.47,2.09,-5.08,32.39
0.14,0.94,0.37,-13.57,1.89,-6.26,32.29
0.15,0.92,0.37,-12.44,2.35,-5.22,32.34
0.16,0.92,0.35,-11.6,1.83,-5.19,32.39
0.15,0.91,0.39,-11.07,0.03,-5.37,32.39
0.17,0.89,0.38,-10.66,1.19,-6.06,32.44
0.17,0.9,0.37,-9.73,1.19,-6.89,32.39
0.15,0.9,0.4,-8.44,-0.03,-5.3,32.29
0.13,0.89,0.42,-7.62,0.38,-5.27,32.34
0.15,0.86,0.38,-1.71,1.97,-3.53,32.39
0.16,0.87,0.4,2.82,1.22,0.96,32.29
0.15,0.86,0.4,5.25,1.28,2.14,32.34
0.17,0.83,0.38,13.62,2.0,5.33,32.34
0.17,0.82,0.4,20.44,1.45,9.79,32.39
0.21,0.8,0.41,25.69,0.15,14.61,32.34
0.22,0.78,0.42,32.4,0.52,21.01,32.29
0.22,0.76,0.42,40.85,0.49,27.8,32.39
0.2,0.75,0.41,47.57,-1.73,34.72,32.34
0.19,0.74,0.4,52.34,-4.18,39.51,32.34
0.21,0.73,0.39,53.77,-3.28,45.18,32.39
0.22,0.75,0.39,54.99,-3.53,49.6,32.44
0.21,0.78,0.41,55.15,-7.18,52.85,32.39
0.24,0.8,0.39,57.57,-5.69,56.32,32.39
0.27,0.82,0.35,59.45,-4.93,57.86,32.44
0.3,0.81,0.34,60.75,-6.2,57.82,32.34
0.3,0.86,0.34,55.97,-8.52,56.37,32.39
0.3,0.9,0.3,51.5,-9.33,52.61,32.34
0.31,0.89,0.27,40.46,-7.65,48.93,32.39
0.29,0.98,0.25,38.73,-6.23,47.69,32.39
0.3,1.0,0.24,28.15,-5.69,43.13,32.34
0.31,0.97,0.23,22.69,-5.05,37.6,32.44
0.3,0.99,0.22,10.85,-6.82,29.73,32.58
0.27,0.99,0.21,11.07,-6.03,27.59,32.44
0.27,0.97,0.23,3.79,-5.74,21.71,32.39
0.27,1.0,0.22,-3.24,-6.58,13.28,32.58
0.25,1.0,0.23,-13.31,-8.44,7.02,32.53
0.29,0.95,0.22,-10.52,-5.25,6.82,32.53
0.25,1.05,0.26,-28.08,-7.59,-6.49,32.58
0.31,0.94,0.25,-24.11,-0.6,-5.63,32.62
0.3,0.94,0.29,-29.56,3.42,-9.56,32.39
0.29,0.94,0.31,-33.33,5.1,-11.01,32.48
0.26,0.94,0.3,-36.52,8.79,-10.78,32.62
0.3,0.9,0.25,-36.87,13.16,-14.0,32.72
0.33,0.89,0.2,-41.71,12.21,-20.56,32.58
0.37,0.87,0.21,-45.82,9.4,-29.04,32.53
0.34,0.91,0.24,-47.15,11.56,-34.29,32.58
0.29,0.95,0.23,-44.31,12.99,-36.82,32.67
0.22,0.95,0.27,-47.4,11.63,-46.56,32.53
0.22,0.93,0.32,-31.8,12.9,-35.91,32.62
0.14,0.95,0.36,-26.09,9.42,-30.26,32.67
0.14,1.01,0.42,-30.35,11.69,-34.41,32.62
0.24,0.91,0.34,-19.07,24.69,-26.75,32.67
0.23,0.94,0.32,-20.52,21.21,-29.69,32.67
0.22,0.93,0.3,-23.05,12.96,-29.98,32.72
0.12,0.96,0.35,-27.19,18.32,-31.98,32.62
0.23,0.92,0.37,-14.84,37.91,-28.29,32.67
0.22,0.9,0.34,-15.53,33.34,-28.09,32.58
0.27,0.81,0.42,-20.78,30.49,-24.38,32.62
0.22,0.89,0.36,-18.43,40.14,-23.33,32.67
0.19,0.91,0.39,-22.52,38.12,-27.48,32.67
0.17,0.9,0.4,-20.41,41.95,-23.66,32.62
0.17,0.89,0.38,-17.25,44.31,-21.95,32.58
0.17,0.9,0.38,-15.82,41.04,-20.05,32.67
0.17,0.92,0.38,-16.92,37.77,-20.73,32.62
0.19,0.87,0.4,-15.59,42.85,-19.34,32.67
0.18,0.9,0.42,-13.45,50.34,-18.34,32.67
0.18,0.91,0.44,-13.68,56.0,-17.1,32.62
0.16,0.91,0.41,-14.56,54.32,-14.49,32.58
0.14,0.91,0.42,-13.47,48.92,-13.79,32.67
0.12,0.9,0.41,-11.04,48.0,-15.53,32.53
0.13,0.91,0.4,-13.24,44.4,-19.86,32.58
0.12,0.91,0.37,-18.61,31.73,-26.15,32.77
0.11,0.94,0.41,-28.5,17.08,-33.45,32.53
0.11,0.89,0.4,-38.58,9.34,-38.99,32.62
0.1,0.9,0.38,-39.97,10.78,-43.77,32.67
0.09,0.87,0.42,-44.46,-2.23,-45.98,32.62
0.08,0.81,0.43,-40.2,-6.72,-42.46,32.62
0.12,0.82,0.46,-36.38,4.24,-34.38,32.58
0.09,0.87,0.46,-39.15,0.96,-32.06,32.62
0.07,0.85,0.46,-37.73,-6.15,-31.02,32.62
0.08,0.84,0.45,-33.82,-6.31,-31.16,32.58
0.07,0.79,0.49,-29.42,-1.48,-21.8,32.62
0.06,0.78,0.48,-26.37,2.82,-11.33,32.62
0.07,0.83,0.47,-34.32,-6.89,-12.64,32.58
0.03,0.85,0.46,-42.95,-20.73,-18.06,32.58
0.02,0.85,0.5,-49.77,-28.24,-20.44,32.53
0.03,0.74,0.49,-47.71,-29.91,-18.63,32.58
0.01,0.72,0.51,-38.08,-30.31,-14.23,32.58
0.03,0.73,0.49,-32.87,-33.21,-16.41,32.62
0.02,0.74,0.48,-25.53,-37.24,-16.46,32.67
0.04,0.76,0.5,-17.21,-31.5,-14.23,32.67
0.06,0.8,0.51,-14.84,-29.45,-13.22,32.62
0.06,0.84,0.48,-12.14,-35.6,-12.21,32.58
0.09,0.87,0.52,-12.61,-28.96,-12.32,32.58
0.09,0.86,0.53,-11.53,-24.79,-9.01,32.53
0.05,0.83,0.5,-7.39,-28.81,-7.42,32.62
0.01,0.8,0.49,-1.18,-32.69,-6.08,32.58
-0.01,0.88,0.53,-0.14,-24.11,-6.84,32.62
0.01,0.86,0.55,1.25,-14.75,-6.81,32.58
0.06,0.93,0.55,-4.58,-8.64,-11.94,32.58
0.07,0.8,0.52,-2.02,-12.72,-9.76,32.53
0.07,0.8,0.51,1.11,-13.37,-8.17,32.62
0.06,0.84,0.5,-2.32,-11.08,-10.52,32.58
0.05,0.79,0.5,-0.7,-13.77,-7.89,32.53
0.06,0.84,0.52,0.56,-12.93,-5.92,32.58
0.05,0.83,0.52,-1.07,-10.03,-4.6,32.58
0.06,0.82,0.51,-1.18,-9.15,-2.92,32.62
0.07,0.8,0.52,1.48,-8.81,-0.43,32.62
0.06,0.83,0.52,0.05,-10.7,-1.69,32.58
0.05,0.81,0.51,3.53,-11.34,0.69,32.53
0.05,0.8,0.5,7.13,-10.35,2.61,32.58
0.06,0.84,0.52,7.3,-9.74,3.19,32.58
0.07,0.81,0.52,8.7,-6.82,4.0,32.53
0.07,0.78,0.52,11.15,-7.82,7.51,32.53
0.06,0.78,0.51,19.27,-7.33,10.11,32.58
0.05,0.86,0.54,23.18,-2.38,14.55,32.53
0.07,0.85,0.53,20.5,-5.02,13.07,32.48
0.08,0.89,0.51,11.4,-6.17,8.78,32.48
0.07,0.83,0.49,13.42,-9.11,11.37,32.53
0.06,0.83,0.49,11.44,-14.81,11.68,32.53
0.05,0.82,0.49,17.19,-12.58,15.63,32.58
0.05,0.82,0.48,22.02,-9.48,17.91,32.44
0.09,0.84,0.48,23.02,-7.86,18.67,32.48
0.14,0.82,0.49,22.24,-5.85,19.8,32.58
0.12,0.86,0.5,15.34,-7.42,18.82,32.62
0.1,0.86,0.47,12.06,-8.35,18.06,32.62
0.12,0.87,0.49,14.32,-3.13,18.34,32.58
0.12,0.88,0.49,13.54,1.5,14.76,32.44
0.13,0.87,0.47,9.19,-2.47,12.53,32.58
0.1,0.86,0.46,17.33,-0.41,13.1,32.58
0.11,0.86,0.45,19.62,-1.77,13.65,32.53
0.12,0.89,0.46,15.82,-0.34,12.96,32.53
0.13,0.88,0.45,10.66,1.21,11.39,32.58
0.12,0.86,0.46,8.03,-0.08,10.9,32.53
0.12,0.87,0.45,6.31,-0.35,10.32,32.48
0.12,0.87,0.45,5.07,0.92,9.34,32.58
0.12,0.87,0.45,5.42,1.5,9.97,32.53
0.12,0.86,0.45,5.51,0.06,9.82,32.53
0.12,0.86,0.44,6.47,-1.63,9.8,32.48
0.13,0.87,0.46,6.08,-1.47,8.73,32.48
0.12,0.86,0.45,6.26,-1.44,8.34,32.53
0.13,0.86,0.45,7.13,-0.38,8.46,32.48
0.13,0.88,0.44,0.08,-3.71,6.5,32.48
0.13,0.86,0.44,0.12,-4.35,6.46,32.53
0.13,0.86,0.44,-0.99,-6.35,7.16,32.48
0.13,0.87,0.44,1.11,-5.13,7.48,32.58
0.12,0.88,0.44,2.85,-3.53,7.69,32.53
0.13,0.87,0.44,4.21,-3.3,7.18,32.48
0.13,0.89,0.44,3.95,-2.75,6.41,32.58
0.13,0.9,0.43,3.11,-1.42,4.85,32.53
0.13,0.89,0.44,3.44,0.47,4.44,32.48
0.13,0.87,0.44,1.36,-0.96,4.15,32.48
0.14,0.87,0.44,0.43,-1.24,3.42,32.53
0.13,0.85,0.44,1.92,-1.07,3.83,32.48
0.14,0.86,0.44,2.75,-0.02,3.82,32.58
0.15,0.89,0.44,1.3,-0.18,2.5,32.53
0.15,0.88,0.44,0.06,-1.3,2.06,32.58
0.15,0.88,0.44,-1.45,-1.37,0.69,32.39
0.14,0.86,0.44,-1.04,-0.63,1.45,32.53
0.14,0.86,0.43,1.11,-0.85,3.13,32.58
0.14,0.86,0.43,1.66,-1.15,3.42,32.48
0.14,0.87,0.45,1.18,-0.72,1.76,32.62
0.14,0.87,0.43,0.81,-0.64,2.44,32.48
0.14,0.87,0.43,-0.82,-1.71,1.56,32.48
0.14,0.88,0.44,-0.67,-0.6,1.01,32.44
0.14,0.9,0.44,-3.25,0.09,-1.37,32.48
0.14,0.87,0.45,-3.63,-0.7,-1.13,32.39
0.14,0.86,0.43,-1.69,-1.37,-0.43,32.53
0.13,0.86,0.43,-0.96,-0.66,-0.15,32.48
0.14,0.85,0.42,0.96,-0.55,0.6,32.48
0.14,0.86,0.42,2.66,-1.53,1.31,32.44
0.14,0.87,0.43,3.8,-2.15,1.57,32.48
0.15,0.86,0.43,4.72,-2.24,2.7,32.39
0.15,0.87,0.43,5.54,-1.79,3.6,32.62
0.15,0.89,0.43,4.38,-0.55,3.01,32.48
0.14,0.9,0.43,-1.82,-2.11,1.33,32.39
0.14,0.88,0.41,-4.4,-3.51,1.01,32.53
0.13,0.87,0.43,-0.53,-1.02,1.57,32.48
0.14,0.87,0.42,1.02,-0.35,1.24,32.48
0.14,0.87,0.42,2.47,0.37,0.38,32.44
0.15,0.87,0.43,0.6,-1.1,-0.31,32.48
0.15,0.86,0.43,-0.12,-1.66,0.02,32.48
0.14,0.86,0.43,0.7,-1.54,1.37,32.44
0.15,0.86,0.43,1.79,-1.01,1.71,32.48
0.15,0.87,0.43,2.15,-0.67,0.56,32.48
0.15,0.86,0.43,2.56,-2.18,0.12,32.44
0.15,0.87,0.42,3.4,-2.73,-0.05,32.39
0.15,0.86,0.43,4.32,-2.4,0.82,32.48
0.14,0.87,0.43,4.34,-1.88,1.71,32.53
0.15,0.88,0.42,3.1,-1.54,0.89,32.58
0.14,0.87,0.42,3.15,-1.77,1.48,32.48
0.15,0.86,0.42,3.63,-1.88,1.42,32.44
0.14,0.85,0.42,4.96,-2.32,2.34,32.48
0.15,0.85,0.41,7.28,-2.64,3.63,32.44
0.14,0.87,0.42,8.2,-1.88,5.28,32.39
0.15,0.91,0.41,-2.08,-4.73,1.89,32.48
0.15,0.88,0.41,-4.46,-4.05,1.51,32.44
0.15,0.86,0.41,-3.22,-4.18,2.89,32.44
0.15,0.85,0.42,0.75,-4.55,4.34,32.48
0.15,0.85,0.41,6.37,-3.79,6.08,32.53
0.14,0.86,0.42,10.9,-4.31,7.48,32.39
