acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z,temp
0.19,0.89,0.35,-6.53,-3.1,-0.76,31.97
0.17,0.89,0.36,-5.54,-2.32,-0.79,31.92
0.17,0.9,0.37,-3.63,-0.67,-0.31,31.97
0.18,0.9,0.37,-3.27,-1.16,-0.89,31.92
0.19,0.89,0.37,-0.38,-1.24,-0.47,31.87
0.18,0.9,0.37,2.08,0.29,-0.06,31.92
0.19,0.89,0.36,0.06,-0.64,-0.26,32.01
0.18,0.89,0.35,-0.67,-1.08,-0.35,31.87
0.18,0.89,0.36,-0.52,-0.66,-0.44,31.97
0.18,0.89,0.37,-0.27,-0.5,-0.32,31.92
0.19,0.89,0.37,0.06,-1.11,-0.15,31.97
0.18,0.89,0.37,0.41,-1.34,-0.38,32.01
0.18,0.89,0.37,0.14,-1.25,-0.44,31.92
0.18,0.89,0.37,0.0,-0.92,-0.52,31.87
0.18,0.89,0.36,0.46,-0.87,-0.17,31.97
0.18,0.89,0.35,0.18,-0.98,-0.15,32.01
0.18,0.9,0.36,-0.63,-0.98,-0.7,31.92
0.18,0.9,0.35,-0.85,-1.4,-0.81,31.97
0.18,0.9,0.36,-0.89,-1.24,-0.6,32.01
0.18,0.89,0.36,-0.66,-1.05,-0.32,32.01
0.18,0.9,0.36,-1.07,-0.84,-0.34,31.87
0.18,0.9,0.36,-1.66,-0.76,-0.47,32.01
0.18,0.9,0.36,-3.07,-0.75,-1.53,31.92
0.17,0.89,0.36,-3.71,-0.93,-1.44,31.97
0.17,0.9,0.35,-4.43,-0.4,-1.85,32.01
0.18,0.89,0.36,-4.5,-0.56,-1.63,31.97
0.18,0.88,0.36,-3.5,-0.53,-0.99,31.97
0.18,0.89,0.36,-2.63,-0.82,-1.18,32.01
0.18,0.9,0.36,-2.11,-1.11,-1.48,31.97
0.18,0.89,0.36,-2.23,-1.27,-1.79,31.97
0.18,0.9,0.36,-2.63,-1.02,-1.25,31.92
0.18,0.89,0.36,-3.02,-0.17,-0.87,31.97
0.17,0.89,0.35,-2.81,0.09,-0.6,31.97
0.18,0.9,0.35,-2.92,-0.12,-0.49,31.92
0.17,0.91,0.36,-3.89,-0.17,-1.13,31.97
0.18,0.9,0.37,-4.58,-0.14,-1.56,31.97
0.17,0.89,0.36,-4.5,0.06,-1.44,32.01
0.17,0.9,0.36,-4.66,0.14,-1.68,31.97
0.17,0.9,0.37,-4.58,0.18,-1.51,31.82
0.17,0.9,0.37,-4.73,0.4,-1.36,31.82
0.17,0.9,0.36,-4.5,1.11,-1.24,31.87
0.17,0.9,0.36,-5.08,1.1,-2.18,32.01
0.17,0.9,0.36,-5.02,0.81,-1.57,31.92
0.17,0.91,0.36,-4.43,0.64,-0.76,31.97
0.17,0.91,0.34,-3.47,1.48,-0.93,32.01
0.17,0.91,0.34,-2.38,2.27,-0.08,31.92
0.17,0.92,0.34,-2.02,1.88,-0.41,31.97
0.17,0.93,0.34,-3.27,0.81,-2.14,31.92
0.16,0.93,0.36,-7.21,0.5,-4.53,32.01
0.15,0.92,0.38,-9.31,1.91,-5.37,31.87
0.14,0.91,0.39,-10.24,3.36,-5.01,32.01
0.15,0.91,0.38,-11.05,3.94,-4.58,31.92
0.17,0.89,0.36,-11.44,3.71,-5.28,31.97
0.14,0.92,0.39,-12.99,1.19,-5.74,31.92
0.15,0.9,0.38,-14.38,1.37,-5.48,32.11
0.17,0.89,0.35,-7.98,4.49,-4.06,31.97
0.16,0.9,0.37,-7.27,1.89,-3.05,32.01
0.15,0.9,0.37,-5.65,1.3,-1.28,31.92
0.16,0.88,0.38,-2.9,1.56,0.58,31.87
0.15,0.88,0.41,-0.7,2.87,3.74,32.01
0.16,0.89,0.4,2.0,4.9,6.92,31.87
0.17,0.88,0.36,4.05,4.23,5.97,31.92
0.18,0.88,0.36,7.19,1.65,5.74,31.92
0.19,0.85,0.37,9.34,0.27,6.21,31.97
0.19,0.85,0.36,12.43,1.07,7.42,31.97
0.19,0.85,0.37,17.48,0.99,11.63,32.01
0.21,0.79,0.39,24.03,-1.65,18.96,31.97
0.19,0.76,0.43,32.03,-3.89,27.56,31.92
0.18,0.75,0.42,40.17,-3.11,37.15,31.92
0.2,0.76,0.39,46.53,-4.87,43.95,31.97
0.21,0.79,0.37,50.63,-8.43,48.73,31.97
0.22,0.84,0.38,47.94,-9.37,47.4,31.92
0.22,0.85,0.34,45.13,-9.19,43.25,31.97
0.22,0.87,0.35,44.02,-9.02,40.03,32.01
0.25,0.83,0.33,44.34,-11.91,41.92,32.01
0.25,0.84,0.34,44.08,-12.98,39.21,31.97
0.26,0.88,0.34,42.12,-11.19,40.11,32.01
0.27,0.9,0.31,38.93,-11.18,37.05,32.01
0.27,0.92,0.33,37.02,-9.95,38.26,31.97
0.29,0.93,0.3,32.06,-8.12,37.8,32.01
0.31,0.93,0.28,27.89,-7.05,38.64,32.01
0.32,0.92,0.28,26.67,-4.49,39.48,32.06
0.27,0.96,0.25,22.6,-3.21,35.66,32.01
0.28,0.96,0.22,17.02,-3.19,29.07,32.2
0.29,0.87,0.26,5.01,-3.16,19.59,32.06
0.32,0.88,0.23,3.94,0.24,18.7,32.11
0.29,0.97,0.23,0.84,2.17,15.08,32.06
0.27,0.94,0.25,-19.83,-5.4,-2.03,32.15
0.31,0.94,0.28,-22.02,2.76,-4.26,32.11
0.3,0.98,0.3,-26.79,12.53,-6.32,32.25
0.24,1.07,0.27,-48.7,5.02,-22.95,32.15
0.27,0.97,0.28,-48.9,7.15,-22.49,32.2
0.28,0.93,0.3,-48.11,20.12,-22.63,32.25
0.28,0.94,0.29,-53.33,23.16,-25.16,32.29
0.3,0.92,0.25,-56.81,17.18,-26.72,32.2
0.29,0.89,0.25,-57.71,10.84,-28.56,32.25
0.24,0.91,0.26,-54.76,4.72,-30.66,32.29
0.24,0.91,0.27,-44.55,5.08,-29.13,32.25
0.33,0.8,0.29,-38.73,8.44,-28.81,32.11
0.21,0.95,0.36,-32.11,21.15,-27.39,32.2
0.25,0.94,0.33,-48.64,3.68,-39.95,32.25
0.25,0.91,0.39,-40.27,9.08,-31.01,32.25
0.22,0.92,0.38,-32.78,22.93,-27.83,32.29
0.21,0.93,0.38,-32.5,27.22,-29.13,32.25
0.22,0.96,0.38,-38.49,26.14,-35.51,32.2
0.19,0.93,0.41,-40.26,31.19,-37.82,32.2
0.16,0.91,0.39,-33.13,39.74,-34.38,32.34
0.16,0.91,0.4,-29.54,43.13,-32.6,32.29
0.16,0.9,0.4,-27.05,42.29,-32.0,32.2
0.19,0.9,0.43,-25.31,48.29,-32.93,32.34
0.18,0.88,0.44,-25.21,49.91,-31.22,32.2
0.16,0.88,0.42,-19.24,46.27,-28.81,32.29
0.16,0.86,0.43,-18.14,41.51,-28.17,32.25
0.16,0.86,0.42,-16.37,43.07,-28.87,32.2
0.15,0.86,0.43,-18.73,42.95,-28.17,32.2
0.16,0.9,0.43,-21.45,43.59,-29.62,32.25
0.13,0.9,0.44,-32.82,35.68,-33.98,32.2
0.14,0.84,0.4,-32.11,33.79,-36.4,32.2
0.14,0.82,0.44,-28.23,33.62,-33.86,32.25
0.12,0.83,0.49,-25.53,39.77,-30.41,32.2
0.09,0.85,0.46,-27.21,32.56,-28.89,32.29
0.08,0.87,0.42,-24.84,26.73,-34.58,32.25
0.07,0.83,0.44,-26.34,19.68,-34.87,32.2
0.04,0.85,0.47,-28.4,19.31,-36.87,32.29
0.07,0.88,0.45,-28.69,20.75,-38.75,32.25
0.04,0.87,0.45,-32.55,9.86,-38.24,32.2
0.05,0.83,0.45,-34.69,-0.14,-40.29,32.29
0.04,0.83,0.49,-34.46,5.42,-41.42,32.15
0.03,0.84,0.48,-32.44,2.6,-39.13,32.29
0.02,0.84,0.46,-36.58,-3.76,-38.44,32.2
0.02,0.83,0.48,-43.05,-9.57,-38.27,32.15
0.04,0.84,0.47,-44.12,-9.24,-36.47,32.2
0.04,0.77,0.5,-33.63,-6.46,-21.24,32.25
0.03,0.77,0.51,-26.24,-6.08,-10.41,32.25
0.02,0.8,0.51,-22.46,-7.71,-3.25,32.2
-0.0,0.78,0.49,-20.44,-10.89,4.37,32.25
-0.02,0.77,0.5,-18.24,-16.73,8.73,32.15
-0.0,0.77,0.49,-12.18,-21.88,8.76,32.11
-0.01,0.76,0.5,-3.85,-28.29,9.16,32.15
-0.03,0.77,0.47,5.3,-34.4,9.19,32.15
-0.04,0.77,0.5,11.5,-44.73,6.72,32.2
-0.07,0.73,0.45,21.15,-56.61,4.35,32.15
-0.06,0.74,0.42,31.28,-70.38,0.52,32.15
-0.08,0.78,0.46,46.02,-76.46,5.57,32.11
-0.03,0.86,0.5,51.11,-57.91,9.25,32.15
0.05,1.01,0.59,38.72,-27.42,4.27,32.06
0.11,0.97,0.62,16.2,-18.6,-2.85,32.2
0.15,1.01,0.6,-4.32,-19.3,-13.77,32.15
0.18,0.97,0.55,-22.52,-16.81,-25.19,32.15
0.11,0.85,0.55,-20.47,-16.02,-21.5,32.2
0.06,0.76,0.56,-10.02,-14.44,-13.36,32.15
0.03,0.77,0.54,-0.84,-8.44,-7.88,32.2
0.04,0.8,0.51,1.37,-6.67,-6.46,32.11
0.06,0.81,0.5,1.31,-4.15,-4.81,32.15
0.08,0.8,0.52,3.4,-2.78,-1.22,32.11
0.07,0.8,0.54,1.4,-3.91,-0.67,32.06
0.08,0.79,0.51,5.44,-5.79,3.62,32.15
0.08,0.8,0.52,10.6,-6.17,7.48,32.11
0.07,0.81,0.51,14.44,-5.11,10.35,32.15
0.07,0.83,0.51,16.26,-2.75,12.18,32.2
0.07,0.83,0.51,16.52,-2.98,13.71,32.2
0.07,0.85,0.48,15.94,-4.43,12.55,32.15
0.03,0.85,0.48,17.18,-5.24,12.79,32.15
0.06,0.86,0.48,11.11,-6.89,9.57,32.2
0.05,0.86,0.49,9.76,-6.06,9.47,32.06
0.05,0.87,0.48,5.86,-6.14,7.77,32.2
0.04,0.85,0.47,5.95,-7.21,7.15,32.2
0.04,0.86,0.48,8.44,-5.98,5.97,32.15
0.05,0.86,0.48,9.28,-5.92,4.66,32.11
0.04,0.85,0.48,11.97,-6.47,3.15,32.11
0.03,0.87,0.48,11.13,-10.69,-2.98,32.06
0.06,0.88,0.45,13.33,-6.75,-7.8,32.2
0.1,0.89,0.46,10.55,-6.26,-7.88,32.06
0.11,0.88,0.47,7.28,-5.69,-4.32,32.15
0.1,0.88,0.48,3.63,-5.34,-0.55,32.11
0.1,0.88,0.47,0.41,-5.68,1.85,32.06
0.1,0.86,0.45,-1.16,-3.8,4.06,32.15
0.09,0.86,0.47,-0.47,-1.89,7.73,32.11
0.09,0.84,0.47,4.02,1.44,12.75,32.06
0.09,0.85,0.46,7.3,4.47,16.4,32.06
0.09,0.86,0.46,10.37,6.31,19.07,32.11
0.09,0.88,0.46,8.95,5.08,19.39,32.15
0.09,0.89,0.46,4.31,4.96,17.15,32.11
0.07,0.88,0.46,2.96,4.11,14.96,32.11
0.05,0.86,0.44,3.4,1.76,11.66,32.06
0.06,0.87,0.44,4.79,0.64,9.28,32.11
0.08,0.86,0.46,6.27,0.4,9.11,32.11
0.08,0.86,0.45,6.93,-0.38,9.53,32.15
0.09,0.86,0.44,7.37,-1.11,10.66,32.11
0.1,0.87,0.45,6.67,-0.44,11.05,32.06
0.11,0.89,0.45,4.02,1.28,10.89,32.01
0.11,0.9,0.46,0.05,3.71,10.0,32.11
0.1,0.9,0.44,-3.44,4.75,8.79,32.15
0.09,0.89,0.45,-5.21,4.41,7.44,32.15
0.09,0.87,0.44,-3.71,4.12,7.66,32.2
0.09,0.86,0.45,-1.73,3.45,8.09,32.06
0.09,0.86,0.45,0.12,3.36,9.05,32.11
0.1,0.86,0.44,1.56,2.49,9.94,32.2
0.09,0.86,0.44,2.41,1.48,10.9,32.06
0.1,0.87,0.45,3.37,0.63,11.98,32.11
0.1,0.87,0.45,3.83,0.76,12.64,32.01
0.11,0.86,0.44,4.67,0.93,12.58,32.06
0.12,0.85,0.44,4.78,0.49,11.71,32.01
0.12,0.84,0.44,5.73,-1.33,11.66,32.06
0.12,0.83,0.43,8.44,-3.15,12.06,32.06
0.11,0.83,0.44,11.6,-4.31,12.81,32.11
0.12,0.84,0.43,14.21,-4.95,13.54,32.06
0.12,0.88,0.44,13.59,-4.76,12.61,32.15
0.12,0.89,0.44,11.31,-4.37,10.72,32.01
0.12,0.88,0.43,10.64,-4.84,10.81,31.97
0.12,0.9,0.43,7.42,-4.52,9.76,32.11
0.12,0.89,0.42,-1.07,-8.06,7.24,32.11
0.12,0.88,0.43,-3.53,-9.63,7.57,31.97
0.11,0.87,0.42,-2.27,-7.74,7.36,32.11
0.12,0.89,0.43,-1.59,-6.03,6.43,32.01
0.13,0.88,0.42,0.66,-5.1,5.63,32.01
0.13,0.89,0.43,-0.2,-6.12,3.66,32.01
0.14,0.89,0.43,0.27,-6.09,3.01,32.06
0.14,0.88,0.43,2.44,-3.45,3.4,32.06
0.13,0.87,0.43,3.08,-1.11,3.76,32.11
0.14,0.87,0.42,0.87,-1.83,3.11,32.15
0.14,0.87,0.41,0.21,-2.4,3.11,32.01
0.14,0.87,0.42,0.37,-2.21,3.21,32.11
0.13,0.88,0.42,0.52,-2.09,2.37,32.15
0.14,0.87,0.43,1.48,-2.35,1.92,32.01
0.14,0.87,0.42,2.0,-3.02,1.65,32.01
0.14,0.87,0.43,0.89,-2.81,0.49,32.06
0.14,0.88,0.43,1.01,-2.27,1.53,32.01
0.15,0.87,0.42,2.21,-1.62,2.27,32.01
0.15,0.87,0.41,2.5,-1.62,2.26,32.06
0.15,0.87,0.41,2.53,-2.12,2.08,32.01
0.14,0.87,0.42,2.95,-1.53,2.87,32.11
0.15,0.9,0.41,2.05,-0.53,2.63,32.06
0.14,0.88,0.42,1.07,-1.08,1.59,32.01
0.14,0.88,0.41,0.55,-1.68,2.11,32.06
