acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z,temp
0.18,0.89,0.38,-0.7,-0.76,0.73,34.46
0.18,0.89,0.38,-1.19,-0.89,0.27,34.55
0.18,0.89,0.39,-1.76,-0.72,0.03,34.41
0.18,0.89,0.38,-1.53,-0.41,-0.2,34.37
0.18,0.89,0.38,-1.82,-0.41,-0.32,34.55
0.18,0.89,0.38,-1.88,-0.72,-0.24,34.41
0.19,0.89,0.38,-1.92,-0.76,-0.24,34.46
0.18,0.89,0.38,-1.74,-0.23,0.0,34.37
0.18,0.89,0.38,-1.54,-0.31,-0.24,34.51
0.18,0.89,0.38,-2.0,-0.75,-0.41,34.41
0.18,0.88,0.38,-1.02,-0.79,0.23,34.46
0.18,0.88,0.38,-0.55,-0.6,0.23,34.41
0.18,0.89,0.38,-0.44,-1.11,-0.03,34.51
0.18,0.89,0.38,-0.66,-1.56,-0.34,34.46
0.18,0.89,0.38,-0.31,-1.48,0.0,34.46
0.18,0.89,0.38,0.03,-1.39,-0.27,34.51
0.18,0.89,0.38,0.29,-2.03,-0.4,34.46
0.18,0.89,0.37,0.34,-1.86,-0.43,34.41
0.18,0.89,0.38,0.66,-1.63,-0.35,34.51
0.18,0.88,0.38,0.61,-1.92,-0.21,34.46
0.18,0.89,0.37,0.87,-2.02,-0.18,34.41
0.18,0.89,0.37,1.22,-1.74,0.06,34.51
0.18,0.89,0.37,1.28,-1.71,0.26,34.55
0.18,0.89,0.37,1.24,-1.59,-0.08,34.46
0.18,0.89,0.38,1.05,-1.8,-0.35,34.41
0.18,0.89,0.38,0.46,-2.26,-1.22,34.46
0.18,0.89,0.37,0.24,-2.15,-1.3,34.46
0.18,0.89,0.37,-0.17,-2.21,-1.39,34.55
0.17,0.89,0.37,-0.17,-2.34,-1.53,34.41
0.18,0.89,0.38,0.29,-2.26,-1.07,34.46
0.18,0.89,0.38,0.92,-1.54,-0.2,34.46
0.17,0.88,0.37,1.48,-1.05,0.55,34.51
0.18,0.88,0.38,2.32,-0.7,1.56,34.51
0.19,0.89,0.37,1.86,-1.24,1.48,34.46
0.18,0.9,0.35,-0.5,-1.47,-0.06,34.46
0.19,0.89,0.37,0.47,-0.14,0.24,34.51
0.16,0.89,0.38,1.69,0.2,2.79,34.46
0.17,0.91,0.37,1.73,-1.51,1.91,34.46
0.18,0.9,0.36,1.89,-2.02,0.95,34.46
0.17,0.89,0.36,3.13,-1.11,2.09,34.41
0.18,0.89,0.36,4.18,-0.41,2.08,34.46
0.17,0.91,0.38,1.65,-0.93,2.31,34.55
0.16,0.91,0.37,0.32,-2.12,0.79,34.41
0.15,0.92,0.37,0.26,-1.95,0.67,34.41
0.16,0.89,0.39,0.93,-0.93,2.61,34.46
0.14,0.88,0.42,1.31,-1.22,4.58,34.46
0.16,0.87,0.38,5.54,-0.96,8.27,34.41
0.22,0.86,0.32,12.32,-0.66,11.24,34.55
0.26,0.89,0.25,17.69,-4.55,11.51,34.46
0.25,0.9,0.27,20.21,-9.08,14.55,34.41
0.24,0.83,0.36,25.79,-6.93,21.33,34.41
0.23,0.8,0.39,35.54,-0.34,27.42,34.46
0.25,0.8,0.39,41.19,4.67,31.02,34.46
0.28,0.78,0.36,42.38,6.9,33.28,34.41
0.3,0.78,0.42,37.69,8.78,34.6,34.51
0.31,0.75,0.45,36.17,16.43,34.9,34.46
0.33,0.76,0.47,37.89,29.91,38.85,34.46
0.2,0.99,0.51,24.9,35.33,29.74,34.41
0.26,0.96,0.37,21.71,43.91,29.08,34.46
0.14,1.19,0.32,-4.24,34.89,5.34,34.46
0.18,1.09,0.19,-18.67,30.53,-9.16,34.51
0.13,1.1,0.16,-27.76,20.49,-19.33,34.51
0.03,1.09,0.22,-34.32,6.31,-25.4,34.46
0.12,0.97,0.25,-17.28,9.15,-15.01,34.65
0.17,1.01,0.27,-16.46,14.09,-21.53,34.51
0.19,0.97,0.27,-23.07,6.47,-26.06,34.37
0.18,0.98,0.35,-52.69,-11.42,-48.12,34.46
0.17,0.92,0.41,-55.1,-4.27,-51.73,34.51
0.12,0.93,0.4,-51.74,8.41,-54.27,34.51
0.11,0.94,0.38,-56.32,3.63,-58.9,34.46
0.17,0.94,0.35,-66.03,-6.02,-65.18,34.51
0.18,0.89,0.36,-67.74,-8.87,-62.44,34.51
0.23,0.86,0.37,-62.11,-0.93,-54.26,34.46
0.24,0.85,0.38,-52.7,9.04,-43.13,34.46
0.2,0.83,0.41,-43.95,14.5,-28.24,34.41
0.2,0.81,0.37,-31.1,14.2,-14.2,34.55
0.19,0.87,0.4,-27.86,16.05,-7.83,34.55
0.15,0.88,0.42,-25.77,18.79,-3.92,34.46
