acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z,temp
0.18,0.84,0.46,-0.76,-0.24,0.17,33.38
0.19,0.85,0.46,-0.58,-0.11,0.61,33.38
0.19,0.85,0.46,-1.16,-0.46,0.12,33.38
0.19,0.86,0.46,-2.32,0.31,-1.05,33.42
0.18,0.85,0.46,-1.74,1.08,-0.11,33.47
0.18,0.85,0.46,-1.91,0.31,-0.08,33.38
0.19,0.84,0.46,-1.66,-0.09,0.21,33.42
0.18,0.86,0.46,-1.79,0.03,0.26,33.42
0.18,0.86,0.45,-2.08,0.4,-0.38,33.47
0.18,0.85,0.46,-2.06,0.11,0.05,33.47
0.17,0.85,0.46,-1.98,-0.17,0.21,33.33
0.18,0.85,0.45,-1.68,-0.23,0.82,33.38
0.18,0.85,0.46,-1.36,0.26,1.04,33.47
0.18,0.84,0.46,-1.5,0.81,1.31,33.33
0.18,0.85,0.47,-1.83,0.7,1.57,33.38
0.18,0.84,0.48,-2.41,1.65,1.48,33.38
0.18,0.84,0.47,0.2,4.93,7.65,33.38
0.19,0.86,0.45,0.32,5.45,8.31,33.28
0.2,0.82,0.47,0.31,6.15,8.44,33.42
0.18,0.85,0.46,-1.92,5.63,7.37,33.28
0.18,0.86,0.44,-2.12,5.28,4.95,33.38
0.19,0.89,0.43,-4.49,3.92,1.02,33.42
0.19,0.87,0.44,-7.71,1.74,-2.75,33.38
0.18,0.85,0.45,-7.62,1.6,-2.32,33.38
0.17,0.85,0.46,-7.92,1.68,-4.9,33.33
0.18,0.86,0.45,-9.59,0.67,-7.1,33.42
0.19,0.86,0.46,-12.23,-0.05,-9.66,33.38
0.2,0.86,0.46,-12.49,2.38,-11.59,33.38
0.17,0.92,0.49,-19.62,4.44,-15.82,33.42
0.19,0.88,0.48,-25.22,4.03,-22.58,33.38
0.18,0.88,0.48,-26.38,6.98,-25.08,33.38
0.15,0.88,0.48,-30.87,4.46,-28.49,33.33
0.15,0.88,0.46,-32.53,2.46,-31.28,33.42
0.15,0.86,0.48,-32.02,3.33,-31.45,33.38
0.13,0.84,0.49,-29.22,2.0,-30.32,33.33
0.13,0.87,0.51,-29.73,-0.38,-30.09,33.42
