acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.27,0.80,0.47,-0.41,-4.43,1.95
0.27,0.79,0.47,-1.39,-3.28,1.86
0.28,0.79,0.47,-1.79,-1.30,1.73
0.28,0.79,0.47,-1.77,-0.69,1.63
0.28,0.79,0.47,-0.98,-0.55,2.34
0.28,0.79,0.46,-0.37,-0.92,2.32
0.29,0.80,0.46,0.52,-0.46,1.68
0.28,0.79,0.47,0.64,0.55,1.65
0.29,0.79,0.46,0.34,1.65,1.40
0.29,0.79,0.46,0.47,2.20,0.72
0.29,0.79,0.46,0.98,2.79,0.41
0.28,0.80,0.46,1.10,2.69,0.37
0.29,0.79,0.45,1.59,2.61,-0.21
0.27,0.78,0.46,1.77,2.08,-1.18
0.27,0.80,0.46,1.56,1.89,-0.98
0.26,0.80,0.46,0.52,2.14,-1.01
0.26,0.80,0.46,-0.41,2.24,-0.26
0.27,0.80,0.46,-0.92,2.14,0.32
0.26,0.80,0.46,-0.55,1.37,0.35
0.26,0.81,0.46,-0.15,0.09,1.16
0.26,0.80,0.44,-0.09,-0.49,1.60
0.26,0.79,0.46,-0.20,-0.43,1.25
0.26,0.79,0.46,-0.70,-0.49,0.32
0.26,0.78,0.46,-1.04,-0.21,-0.11
0.27,0.79,0.46,-1.27,0.12,-0.02
0.27,0.79,0.45,-1.50,0.17,-0.53
0.27,0.80,0.47,-1.56,-0.11,-1.01
0.27,0.80,0.47,-1.13,-0.87,-1.31
0.26,0.80,0.47,-0.66,-1.15,-1.88
0.27,0.79,0.46,-0.53,-1.21,-2.14
0.26,0.79,0.46,-0.81,-0.92,-1.02
0.26,0.80,0.46,-1.27,-1.04,-0.43
0.27,0.80,0.47,-1.74,-1.07,0.96
0.28,0.80,0.46,-2.02,-1.50,1.21
0.27,0.80,0.45,-2.05,-2.29,1.74
0.26,0.81,0.46,-2.90,-3.44,1.62
0.25,0.78,0.47,-2.63,-3.33,3.33
0.27,0.79,0.47,-2.37,-3.10,3.39
0.26,0.80,0.46,-2.14,-3.18,3.44
0.26,0.81,0.46,-2.70,-4.61,4.08
0.26,0.79,0.47,-2.18,-5.11,3.37
0.27,0.78,0.47,-1.08,-5.92,2.70
0.26,0.78,0.46,-0.93,-6.27,3.45
0.26,0.79,0.46,-1.60,-6.27,4.81
0.26,0.80,0.45,-2.67,-6.34,6.67
0.27,0.81,0.45,-3.85,-7.02,9.45
0.27,0.82,0.45,-4.81,-7.65,11.34
0.29,0.81,0.45,-5.57,-7.30,10.43
0.28,0.81,0.45,-5.74,-9.08,10.56
0.29,0.80,0.46,-5.82,-8.93,11.45
0.31,0.81,0.45,-6.29,-8.96,13.18
0.32,0.82,0.46,-7.77,-8.46,14.14
0.34,0.82,0.45,-8.82,-7.07,13.89
0.34,0.82,0.45,-9.16,-6.82,14.41
0.33,0.80,0.46,-10.29,-6.26,12.35
0.31,0.77,0.44,-8.99,-2.93,7.74
0.30,0.76,0.45,-8.15,-6.87,10.34
0.29,0.76,0.46,-6.81,-6.34,12.05
0.30,0.76,0.48,-6.76,-5.39,12.08
0.30,0.76,0.46,-6.46,-3.45,10.61
0.32,0.79,0.46,-7.86,-1.60,11.21
0.32,0.77,0.45,-8.89,0.46,9.91
0.33,0.76,0.45,-6.75,-0.27,7.50
0.32,0.77,0.45,-4.06,-2.90,8.35
0.32,0.76,0.45,-2.15,-3.11,6.75
0.32,0.75,0.46,-1.18,-2.75,6.15
0.33,0.76,0.45,-1.05,-0.63,5.28
0.32,0.76,0.46,-1.71,1.45,4.06
0.33,0.76,0.47,-1.68,2.89,4.70
0.34,0.78,0.47,-1.39,3.31,4.40
0.32,0.76,0.46,0.31,2.76,3.79
0.33,0.76,0.47,1.59,2.00,2.47
0.33,0.75,0.47,3.15,2.67,-0.34
0.32,0.74,0.46,4.52,3.31,-2.26
0.33,0.74,0.46,5.48,5.79,-5.59
0.32,0.74,0.46,7.40,7.42,-10.37
0.32,0.73,0.46,9.80,10.17,-18.00
0.34,0.73,0.47,12.70,12.89,-28.76
0.36,0.74,0.43,16.44,20.08,-48.58
0.33,0.74,0.41,18.15,22.61,-64.52
0.40,0.76,0.46,20.21,31.02,-84.60
0.34,0.64,0.43,30.55,37.91,-102.38
0.24,0.65,0.47,41.16,32.47,-103.01
0.10,0.78,0.52,39.53,32.00,-82.37
0.08,0.87,0.57,23.91,34.66,-72.81
0.12,0.89,0.53,7.65,44.61,-73.65
0.04,0.90,0.48,0.35,35.85,-57.95
0.15,0.92,0.44,-0.38,27.73,-56.20
0.19,0.93,0.38,2.46,14.93,-48.26
0.17,0.90,0.38,5.86,8.02,-37.71
0.18,0.89,0.39,4.60,8.17,-29.01
0.16,0.89,0.40,-1.74,12.93,-21.74
0.14,0.89,0.41,-6.92,17.37,-15.01
0.15,0.89,0.41,-8.23,16.09,-10.46
0.11,0.87,0.42,-4.14,10.96,-8.82
0.11,0.84,0.43,0.50,3.30,-7.54
0.09,0.87,0.42,0.66,1.27,-10.02
0.07,0.86,0.46,-3.56,-0.60,-12.09
0.10,0.84,0.48,-5.13,1.28,-11.47
0.10,0.83,0.46,-5.36,-0.05,-8.92
0.12,0.82,0.45,-4.23,-2.46,-3.86
0.13,0.83,0.45,-4.18,-1.94,-1.11
0.13,0.84,0.45,-5.11,-0.38,0.47
0.12,0.85,0.45,-6.15,-1.31,2.15
0.11,0.84,0.45,-4.79,-2.08,2.18
0.11,0.83,0.46,-2.61,-4.67,2.70
0.12,0.83,0.46,-2.14,-6.44,3.19
0.15,0.86,0.45,-3.69,-3.86,2.12
0.13,0.86,0.44,-5.66,-3.28,0.56
0.12,0.83,0.45,-4.00,-3.89,1.33
0.12,0.83,0.44,-2.70,-5.16,2.89
0.12,0.83,0.45,-3.15,-5.54,2.90
0.11,0.83,0.45,-2.06,-7.07,4.93
0.12,0.84,0.45,-1.73,-8.11,5.45
