acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z,temp
0.18,0.87,0.43,-2.08,-0.41,-1.25,32.62
0.18,0.85,0.43,-1.83,-0.31,-0.75,32.67
0.17,0.86,0.43,-0.9,-0.79,0.27,32.62
0.18,0.86,0.43,-0.64,-0.92,0.31,32.67
0.17,0.85,0.43,-0.18,-0.7,0.41,32.77
0.17,0.86,0.44,0.73,-0.99,1.25,32.72
0.18,0.87,0.44,0.23,-1.45,0.75,32.67
0.18,0.86,0.44,0.09,-1.54,0.69,32.77
0.18,0.86,0.44,0.47,-1.27,0.78,32.62
0.18,0.87,0.44,0.47,-1.4,0.53,32.86
0.18,0.86,0.44,0.0,-1.04,0.12,32.67
0.18,0.86,0.43,0.55,-0.87,0.99,32.62
0.18,0.87,0.43,0.55,-0.98,0.63,32.67
0.18,0.86,0.44,0.23,-0.95,0.7,32.77
0.18,0.86,0.45,0.06,-0.84,0.4,32.72
0.17,0.86,0.44,0.0,-1.02,0.69,32.67
0.17,0.86,0.43,-0.6,-0.43,1.16,32.77
0.17,0.87,0.44,-0.37,-0.23,1.65,32.67
0.18,0.86,0.44,-0.92,0.95,1.05,32.72
0.18,0.86,0.44,-1.53,2.84,-0.08,32.67
0.19,0.87,0.44,-2.67,3.53,-1.11,32.77
0.18,0.88,0.45,-5.44,4.12,-3.3,32.62
0.18,0.88,0.45,-8.67,5.54,-7.05,32.77
0.18,0.88,0.44,-11.86,6.37,-9.76,32.67
0.17,0.9,0.45,-16.26,7.82,-14.53,32.72
0.18,0.91,0.47,-23.05,11.56,-21.56,32.67
0.17,0.88,0.46,-26.02,14.55,-23.77,32.67
0.16,0.86,0.45,-24.4,14.52,-20.44,32.81
0.15,0.86,0.43,-25.5,12.24,-21.08,32.67
0.15,0.9,0.43,-31.83,9.79,-26.29,32.77
0.15,0.89,0.47,-37.71,8.75,-31.54,32.72
0.12,0.83,0.48,-33.59,11.07,-26.17,32.67
0.12,0.83,0.47,-27.24,12.98,-21.02,32.67
0.13,0.86,0.45,-26.41,11.27,-20.72,32.62
0.12,0.85,0.44,-27.62,5.73,-20.56,32.77
0.09,0.84,0.43,-24.73,-1.02,-17.92,32.77
0.09,0.88,0.46,-21.11,-3.28,-18.29,32.62
0.08,0.84,0.48,-15.33,-3.77,-16.11,32.67
0.09,0.83,0.49,-9.16,-5.51,-11.11,32.67
0.1,0.83,0.48,-8.92,-9.16,-11.69,32.62
0.1,0.83,0.49,-9.88,-13.28,-12.08,32.67
0.11,0.81,0.49,-7.92,-15.69,-8.98,32.77
0.12,0.76,0.51,-2.23,-15.94,-1.86,32.72
0.13,0.74,0.49,6.84,-15.07,8.46,32.77
0.13,0.75,0.5,15.69,-16.12,18.27,32.77
0.1,0.76,0.51,26.52,-19.88,32.09,32.53
0.09,0.77,0.51,38.79,-23.65,47.65,32.67
0.08,0.8,0.48,52.69,-26.85,63.16,32.77
0.12,0.81,0.45,64.37,-29.74,75.05,32.62
0.16,0.82,0.44,70.5,-34.02,82.53,32.67
